x,y
0.0,0.4967141530112327
0.05263157894736842,0.0196304356709206
0.10526315789473684,0.963478011784903
0.15789473684210525,1.996714066934341
0.21052631578947367,0.39742557264508505
0.2631578947368421,0.5553367272613458
0.3157894736842105,2.526581236560023
0.3684210526315789,1.8726978870476456
0.42105263157894735,0.7936835088018899
0.47368421052631576,1.963612675164912
0.5263157894736842,1.1155296756085904
0.5789473684210527,1.271112351692901
0.631578947368421,2.1366991136712974
0.6842105263157894,0.13935133428957025
0.7368421052631579,0.4856084832764407
0.7894736842105263,1.806133523390606
0.8421052631578947,1.5134846691392603
0.894736842105263,2.9984578589110633
0.9473684210526315,1.934081187636684
1.0,1.5876962986647085
