title:JTA                                                                             , recorded:03.07.20 13.19.50, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
13,0,4225.128102,4215.384512,4208.205025,4228.717845,4125.128104,4208.205025,4212.82041,4213.33323,4211.281948,4232.307589,4221.538358,4215.897333,4234.871691,4228.205025
14,0,4235.384512,4224.615281,4216.410153,4223.58964,5471.794738,4224.102461,4216.410153,4215.897333,4211.794769,4228.205025,4223.58964,4218.974256,4237.948614,4225.128102
15,0,4234.871691,4229.743486,4217.435794,4216.410153,6699.999836,4233.84605,4216.922974,4217.435794,4208.205025,4208.717846,4218.461435,4221.538358,4239.487076,4233.33323
16,0,4227.692204,4226.666563,4215.897333,4216.410153,6166.666516,4219.999897,4213.33323,4211.794769,4208.717846,4212.82041,4214.871692,4218.461435,4236.410153,4246.666563
17,0,4230.769127,4226.153743,4216.922974,4216.922974,5263.076794,4212.82041,4211.281948,4204.102461,4213.846051,4227.692204,4215.384512,4217.948615,4233.84605,4248.205024
18,0,4231.794768,4230.769127,4217.948615,4222.051179,5140.512695,4224.102461,4216.410153,4205.128102,4212.82041,4226.153743,4216.410153,4223.07682,4236.922973,4238.974255
19,0,4232.820409,4235.384512,4225.128102,4224.102461,5024.615262,4235.897332,4224.102461,4212.82041,4212.82041,4226.153743,4222.563999,4225.640922,4243.58964,4229.230666
20,0,4239.487076,4234.871691,4229.743486,4219.999897,4769.743473,4235.384512,4222.051179,4213.33323,4217.435794,4230.256307,4229.743486,4221.538358,4248.717845,4239.487076
21,0,4236.922973,4233.33323,4231.794768,4207.692205,4525.128094,4223.58964,4214.358871,4207.179384,4213.33323,4218.974256,4229.230666,4221.025538,4250.769127,4255.384511
22,0,4227.692204,4234.871691,4243.076819,4191.794769,4066.666567,4219.487076,4213.846051,4209.743487,4207.179384,4209.230666,4228.205025,4223.07682,4248.205024,4236.922973
23,0,4232.820409,4237.948614,4248.205024,4192.82041,3870.256316,4230.256307,4223.07682,4214.871692,4212.307589,4223.58964,4233.33323,4223.07682,4248.717845,4228.717845
24,0,4235.897332,4232.820409,4233.84605,4213.33323,3965.128108,4234.871691,4228.205025,4213.846051,4216.922974,4234.358871,4236.922973,4223.07682,4251.281947,4258.461434
25,0,4223.07682,4229.230666,4222.051179,4224.615281,3869.230675,4229.230666,4229.743486,4221.538358,4227.692204,4231.794768,4237.435794,4223.07682,4254.35887,4266.153742
26,0,4219.487076,4226.666563,4215.897333,4226.153743,3657.435808,4231.794768,4231.281948,4231.281948,4230.769127,4233.33323,4232.820409,4218.461435,4248.717845,4234.871691
27,0,4219.999897,4218.974256,4206.153743,4228.205025,3650.769141,4231.281948,4228.717845,4230.256307,4218.974256,4231.281948,4221.538358,4213.846051,4236.922973,4224.102461
28,0,4202.564,4210.769128,4206.153743,4224.102461,3762.05119,4221.538358,4222.051179,4230.256307,4219.487076,4223.07682,4219.999897,4214.358871,4234.358871,4235.384512
29,0,4195.384513,4204.102461,4210.769128,4219.999897,3785.128113,4219.487076,4218.974256,4235.384512,4228.717845,4217.948615,4224.102461,4211.281948,4236.922973,4233.84605
30,0,4221.538358,4205.128102,4210.256307,4214.358871,3792.82042,4221.538358,4218.974256,4229.743486,4218.974256,4215.897333,4222.051179,4208.717846,4234.358871,4225.128102
31,0,4237.435794,4213.33323,4213.33323,4216.922974,3836.922983,4218.461435,4219.999897,4223.07682,4211.794769,4217.435794,4224.102461,4216.410153,4237.435794,4225.640922
32,0,4220.512717,4215.897333,4217.948615,4227.179384,3863.076829,4214.358871,4220.512717,4222.051179,4219.999897,4218.974256,4230.769127,4219.487076,4246.666563,4235.384512
33,0,4217.435794,4213.33323,4218.974256,4225.128102,3878.974264,4220.512717,4217.948615,4213.33323,4215.897333,4219.999897,4230.769127,4215.897333,4247.179383,4248.205024
34,0,4239.487076,4214.358871,4219.487076,4216.922974,3905.64093,4227.692204,4219.999897,4211.281948,4212.307589,4227.179384,4231.794768,4217.948615,4246.153742,4251.794768
35,0,4232.307589,4207.692205,4221.538358,4211.281948,3928.717853,4221.538358,4225.640922,4219.999897,4215.897333,4228.717845,4232.820409,4219.999897,4247.179383,4244.10246
36,0,4211.281948,4197.435795,4220.512717,4206.153743,3950.769134,4217.948615,4230.769127,4231.794768,4219.487076,4226.153743,4229.230666,4216.922974,4245.640922,4237.948614
37,0,4214.871692,4198.461436,4217.435794,4202.564,3974.358877,4219.487076,4232.820409,4243.076819,4227.179384,4231.281948,4226.666563,4215.897333,4241.538358,4227.692204
38,0,4211.281948,4197.948615,4215.897333,4205.128102,3982.564005,4213.846051,4227.692204,4245.128101,4228.205025,4230.256307,4226.666563,4219.999897,4234.871691,4222.051179
39,0,4201.025538,4197.435795,4216.410153,4213.33323,4003.589646,4219.999897,4228.205025,4248.717845,4234.871691,4234.871691,4231.281948,4223.07682,4237.948614,4247.692204
40,0,4215.897333,4204.102461,4219.999897,4216.410153,4034.358876,4232.307589,4237.435794,4254.35887,4247.692204,4247.692204,4234.871691,4221.538358,4248.205024,4254.871691
41,0,4238.461435,4213.33323,4226.153743,4214.871692,4038.97426,4222.051179,4234.871691,4244.10246,4237.435794,4241.538358,4235.897332,4223.58964,4250.769127,4231.281948
42,0,4242.563999,4218.461435,4233.84605,4222.563999,4050.256311,4211.794769,4223.58964,4223.07682,4214.358871,4228.717845,4242.051178,4229.743486,4249.230665,4240.512717
43,0,4243.076819,4219.999897,4231.794768,4235.384512,4084.102464,4218.974256,4226.153743,4221.025538,4212.82041,4230.769127,4242.051178,4224.615281,4251.281947,4263.076819
