title:A                                                                               , recorded:02.07.20 12.29.24, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
121,0,4268.717844,4274.35887,4294.358869,4287.692203,4276.410152,4292.307587,4289.743485,4295.897331,4288.205023,4312.307587,4284.102459,4272.307588,4284.61528,4258.974255
122,0,4266.666562,4273.846049,4293.846049,4293.333228,4284.61528,4296.410151,4293.846049,4300.512715,4286.666562,4318.974253,4292.307587,4273.333229,4289.230664,4261.538357
123,0,4244.615281,4260.512716,4280.512716,4276.410152,4274.87169,4282.051177,4280.512716,4286.666562,4269.743485,4292.820408,4273.333229,4256.922973,4269.743485,4246.666563
124,0,4235.384512,4249.743486,4270.769126,4255.897332,4254.35887,4275.897331,4270.769126,4276.922972,4262.563998,4276.922972,4259.999896,4247.179383,4255.384511,4236.410153
125,0,4246.153742,4253.84605,4270.769126,4253.84605,4259.487075,4286.666562,4275.897331,4279.487075,4268.717844,4290.256305,4264.61528,4251.794768,4262.051178,4238.461435
126,0,4259.999896,4270.769126,4280.512716,4274.87169,4277.948613,4293.333228,4283.076818,4284.102459,4274.35887,4306.666561,4278.974254,4259.487075,4279.487075,4252.307588
127,0,4256.410152,4271.794767,4279.999895,4282.563998,4275.897331,4284.102459,4279.999895,4281.538357,4272.820408,4301.538356,4284.102459,4256.922973,4280.512716,4253.84605
128,0,4259.487075,4273.846049,4283.076818,4284.102459,4272.820408,4287.692203,4284.102459,4283.589639,4277.435793,4302.051177,4286.666562,4262.051178,4280.512716,4257.435793
0,0,4265.128101,4275.384511,4290.256305,4290.769126,4273.333229,4297.435792,4289.230664,4286.666562,4281.025536,4309.743484,4286.666562,4262.051178,4283.589639,4264.10246
1,0,4265.128101,4273.846049,4300.512715,4299.487074,4285.1281,4304.615279,4297.435792,4297.435792,4288.717844,4324.102458,4293.846049,4265.640921,4288.717844,4259.999896
2,0,4272.307588,4278.974254,4306.666561,4302.563997,4302.563997,4307.692202,4300.512715,4301.025536,4289.743485,4319.487074,4299.487074,4274.87169,4292.307587,4261.538357
3,0,4300.512715,4306.666561,4317.435792,4315.89733,4312.820407,4311.281946,4303.589638,4298.461433,4286.666562,4312.307587,4306.666561,4290.256305,4303.076818,4292.820408
4,0,4316.410151,4317.948612,4319.999894,4318.461433,4294.358869,4301.538356,4296.410151,4296.410151,4284.102459,4310.769125,4299.487074,4290.256305,4294.358869,4303.589638
5,0,4325.64092,4314.358869,4319.487074,4317.948612,4286.153741,4295.38451,4295.38451,4300.512715,4286.153741,4309.230664,4285.1281,4283.589639,4279.487075,4297.948613
6,0,4339.999894,4318.461433,4322.563997,4317.948612,4290.256305,4297.435792,4298.974254,4298.461433,4285.1281,4301.538356,4278.461434,4284.102459,4275.384511,4306.666561
