title:JTA                                                                             , recorded:03.07.20 12.43.29, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
88,0,4186.153744,4216.410153,4203.589641,4256.922973,4205.640923,4252.307588,4236.410153,4226.666563,4259.999896,4206.153743,4224.615281,4185.640923,4211.281948,4179.487077
89,0,4176.410154,4208.205025,4198.461436,4230.769127,4196.410154,4247.179383,4219.999897,4213.846051,4243.58964,4201.538359,4215.384512,4173.846052,4207.692205,4172.30759
90,0,4163.076821,4195.384513,4194.358872,4207.179384,4197.435795,4234.358871,4207.692205,4197.435795,4234.358871,4204.615282,4203.07682,4163.076821,4196.922974,4163.589642
91,0,4177.948616,4207.179384,4201.025538,4214.358871,4205.128102,4235.384512,4213.846051,4205.640923,4248.717845,4218.461435,4215.384512,4177.948616,4202.051179,4176.410154
92,0,4188.205026,4215.384512,4201.025538,4231.281948,4202.564,4244.615281,4215.897333,4217.435794,4253.84605,4222.051179,4221.538358,4184.615282,4210.256307,4188.205026
93,0,4184.615282,4212.82041,4195.897333,4235.384512,4198.461436,4243.58964,4213.846051,4213.846051,4238.974255,4214.358871,4214.358871,4172.30759,4211.281948,4187.692205
94,0,4188.717846,4211.794769,4200.512718,4238.974255,4200.512718,4242.563999,4215.897333,4210.769128,4238.974255,4206.153743,4215.384512,4174.358872,4208.205025,4188.205026
95,0,4188.205026,4205.128102,4207.179384,4246.153742,4208.205025,4246.153742,4218.974256,4215.384512,4246.666563,4201.538359,4217.435794,4186.153744,4203.589641,4188.717846
96,0,4182.564,4205.640923,4206.666564,4247.179383,4197.948615,4242.563999,4218.974256,4215.897333,4238.974255,4194.871692,4212.307589,4187.692205,4201.025538,4187.692205
97,0,4191.281949,4216.410153,4204.102461,4250.256306,4176.922975,4241.025537,4219.487076,4215.384512,4232.820409,4196.922974,4210.256307,4188.717846,4202.564,4187.179385
98,0,4198.974256,4217.948615,4205.128102,4247.179383,4188.717846,4249.230665,4226.666563,4225.128102,4246.666563,4206.153743,4213.33323,4196.410154,4203.07682,4188.205026
99,0,4190.256308,4211.794769,4206.666564,4233.33323,4215.897333,4251.794768,4233.84605,4236.922973,4261.025537,4208.205025,4214.871692,4199.487077,4202.564,4187.692205
100,0,4191.794769,4214.358871,4213.33323,4238.461435,4212.307589,4251.794768,4237.435794,4245.128101,4260.512716,4209.230666,4221.538358,4203.07682,4211.281948,4189.230667
101,0,4198.974256,4216.410153,4218.974256,4251.794768,4189.743487,4250.256306,4233.84605,4237.948614,4250.769127,4219.999897,4226.153743,4207.692205,4217.948615,4188.717846
102,0,4190.256308,4211.794769,4215.384512,4241.025537,4194.358872,4240.512717,4221.025538,4221.538358,4244.615281,4219.487076,4214.358871,4202.564,4207.692205,4186.666564
103,0,4190.256308,4209.743487,4213.33323,4227.179384,4208.717846,4233.84605,4214.871692,4216.410153,4245.640922,4206.153743,4203.07682,4199.487077,4201.538359,4192.82041
104,0,4196.922974,4204.615282,4212.82041,4230.769127,4194.871692,4234.871691,4219.487076,4216.410153,4235.384512,4195.897333,4197.948615,4195.384513,4199.487077,4193.333231
105,0,4188.717846,4199.999897,4203.07682,4233.33323,4182.564,4234.358871,4218.461435,4211.794769,4227.179384,4185.640923,4187.692205,4185.128103,4186.153744,4177.948616
106,0,4179.999898,4197.948615,4197.435795,4233.84605,4195.897333,4236.410153,4214.358871,4210.256307,4236.410153,4179.487077,4181.025539,4178.974257,4178.461436,4166.153744
107,0,4184.102462,4199.999897,4207.692205,4238.974255,4209.230666,4244.615281,4218.974256,4214.871692,4235.384512,4186.153744,4189.743487,4184.615282,4188.717846,4173.333231
108,0,4192.82041,4207.692205,4215.384512,4246.666563,4201.538359,4246.666563,4220.512717,4214.871692,4234.358871,4200.512718,4205.128102,4196.410154,4201.025538,4186.666564
109,0,4198.974256,4215.384512,4215.897333,4250.256306,4198.974256,4242.563999,4216.922974,4215.384512,4248.205024,4223.07682,4222.051179,4210.769128,4211.281948,4195.897333
110,0,4200.512718,4215.897333,4219.999897,4247.692204,4205.640923,4244.615281,4223.58964,4223.07682,4254.871691,4235.897332,4231.281948,4220.512717,4219.999897,4203.07682
111,0,4204.615282,4214.871692,4223.58964,4255.384511,4205.128102,4249.230665,4233.84605,4230.769127,4247.179383,4232.307589,4232.820409,4218.461435,4225.640922,4204.102461
112,0,4216.410153,4218.461435,4225.640922,4275.384511,4206.153743,4251.281947,4234.871691,4233.84605,4248.717845,4228.205025,4236.410153,4216.410153,4232.820409,4207.179384
113,0,4218.461435,4220.512717,4223.58964,4281.538357,4208.717846,4250.769127,4232.820409,4235.897332,4258.974255,4225.128102,4231.281948,4217.435794,4229.743486,4214.358871
114,0,4209.230666,4218.461435,4219.487076,4277.948613,4210.769128,4252.307588,4231.281948,4237.435794,4257.948614,4219.999897,4218.461435,4213.33323,4216.410153,4212.307589
115,0,4202.051179,4216.410153,4215.384512,4281.025536,4201.025538,4249.230665,4223.58964,4227.179384,4239.999896,4200.512718,4215.384512,4203.589641,4205.128102,4202.564
116,0,4198.461436,4214.871692,4211.794769,4279.999895,4185.640923,4236.922973,4213.846051,4213.846051,4223.07682,4176.410154,4214.358871,4201.025538,4200.512718,4196.922974
117,0,4202.051179,4215.897333,4218.974256,4284.61528,4189.230667,4235.897332,4213.846051,4212.307589,4229.743486,4184.615282,4216.922974,4212.307589,4205.640923,4203.07682
118,0,4208.717846,4217.948615,4229.230666,4299.487074,4202.051179,4247.692204,4222.051179,4214.871692,4235.384512,4205.640923,4226.153743,4222.563999,4214.358871,4208.205025
119,0,4212.307589,4217.435794,4226.153743,4297.435792,4207.692205,4252.307588,4231.281948,4213.846051,4228.717845,4201.025538,4225.128102,4215.897333,4215.897333,4206.666564
120,0,4213.33323,4215.897333,4215.384512,4275.897331,4205.128102,4248.205024,4228.717845,4216.410153,4237.948614,4199.999897,4217.435794,4202.564,4215.384512,4204.615282
121,0,4205.128102,4215.384512,4213.33323,4265.640921,4208.717846,4248.717845,4219.487076,4224.102461,4248.205024,4217.435794,4220.512717,4197.948615,4218.461435,4207.692205
122,0,4197.435795,4213.33323,4213.846051,4263.076819,4204.615282,4250.256306,4225.128102,4230.769127,4249.743486,4223.07682,4229.230666,4202.564,4218.974256,4206.666564
123,0,4205.640923,4212.307589,4212.307589,4253.333229,4195.384513,4247.179383,4235.384512,4234.871691,4258.461434,4227.692204,4233.84605,4206.153743,4218.974256,4201.025538
124,0,4217.435794,4216.922974,4213.846051,4245.128101,4206.153743,4244.615281,4227.692204,4233.84605,4261.538357,4234.871691,4232.820409,4207.179384,4219.487076,4206.666564
125,0,4211.794769,4214.358871,4216.922974,4242.563999,4215.384512,4244.615281,4221.025538,4230.256307,4248.717845,4226.153743,4222.563999,4210.256307,4218.974256,4214.871692
126,0,4204.615282,4204.615282,4216.922974,4252.307588,4205.128102,4246.153742,4227.179384,4230.769127,4247.179383,4210.256307,4214.871692,4210.256307,4215.897333,4213.33323
127,0,4211.281948,4209.743487,4214.871692,4272.820408,4199.487077,4246.666563,4230.256307,4230.256307,4256.922973,4207.692205,4223.58964,4209.230666,4212.82041,4211.794769
128,0,4216.410153,4216.410153,4215.384512,4286.666562,4198.974256,4246.153742,4228.205025,4223.58964,4250.256306,4204.102461,4229.743486,4211.281948,4214.871692,4210.256307
0,0,4212.307589,4209.743487,4216.922974,4281.538357,4191.794769,4245.128101,4228.205025,4214.358871,4234.871691,4184.102462,4217.435794,4213.33323,4214.871692,4207.692205
1,0,4211.794769,4207.692205,4213.33323,4271.281947,4196.922974,4245.128101,4228.205025,4213.33323,4229.230666,4179.487077,4210.769128,4212.82041,4211.281948,4211.281948
