title:A                                                                               , recorded:02.07.20 13.29.49, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
110,0,4202.051179,4222.563999,4215.897333,4211.281948,4216.922974,4219.487076,4215.384512,4218.974256,4221.538358,4219.999897,4211.281948,4224.102461,4228.205025,4214.358871
111,0,4212.307589,4216.410153,4221.538358,4216.922974,4213.33323,4215.384512,4211.281948,4218.974256,4221.538358,4216.410153,4211.794769,4218.974256,4220.512717,4204.615282
112,0,4219.999897,4205.128102,4224.102461,4212.307589,4207.692205,4217.948615,4210.769128,4219.999897,4216.410153,4215.384512,4209.743487,4220.512717,4214.871692,4200.512718
113,0,4211.281948,4215.897333,4213.846051,4213.846051,4218.974256,4225.128102,4215.897333,4228.205025,4222.563999,4222.051179,4211.281948,4223.58964,4224.102461,4215.897333
114,0,4199.999897,4227.179384,4211.794769,4205.128102,4222.051179,4228.205025,4216.922974,4233.33323,4230.769127,4220.512717,4208.717846,4226.153743,4224.102461,4223.07682
115,0,4202.564,4210.256307,4211.794769,4191.794769,4211.794769,4222.563999,4212.82041,4227.179384,4225.128102,4212.307589,4205.128102,4219.999897,4211.281948,4209.230666
116,0,4205.128102,4191.794769,4202.051179,4205.640923,4210.256307,4213.846051,4207.692205,4218.461435,4215.897333,4208.717846,4211.281948,4214.871692,4208.205025,4196.410154
117,0,4203.07682,4205.640923,4202.051179,4220.512717,4221.538358,4212.307589,4208.717846,4216.922974,4217.948615,4219.999897,4216.922974,4224.102461,4217.948615,4204.615282
118,0,4205.128102,4229.230666,4212.307589,4216.410153,4221.025538,4215.384512,4208.717846,4218.974256,4222.051179,4226.666563,4210.769128,4227.179384,4226.153743,4215.897333
119,0,4210.256307,4228.205025,4217.948615,4214.871692,4209.230666,4210.769128,4203.07682,4213.33323,4218.461435,4215.897333,4208.205025,4222.051179,4224.102461,4213.33323
120,0,4219.487076,4218.974256,4226.153743,4223.58964,4207.179384,4206.666564,4195.897333,4208.205025,4214.358871,4206.153743,4213.846051,4226.153743,4218.461435,4211.281948
121,0,4221.538358,4228.205025,4226.153743,4226.666563,4217.948615,4209.743487,4198.461436,4212.307589,4218.461435,4215.897333,4212.82041,4230.256307,4218.974256,4216.922974
122,0,4219.999897,4237.948614,4219.999897,4212.307589,4221.025538,4214.358871,4207.692205,4218.974256,4221.538358,4219.999897,4207.692205,4228.205025,4223.58964,4217.948615
123,0,4221.538358,4232.307589,4223.07682,4218.461435,4216.410153,4215.384512,4210.256307,4223.58964,4224.615281,4216.410153,4212.82041,4232.307589,4225.640922,4223.07682
124,0,4223.07682,4233.84605,4223.07682,4237.435794,4213.846051,4216.922974,4211.281948,4228.717845,4228.717845,4219.999897,4218.974256,4236.922973,4215.384512,4230.256307
125,0,4207.692205,4240.512717,4212.82041,4223.07682,4212.307589,4213.846051,4216.410153,4229.230666,4225.128102,4224.102461,4213.846051,4226.153743,4208.205025,4219.999897
126,0,4201.538359,4234.358871,4210.769128,4200.512718,4209.743487,4211.794769,4217.948615,4227.692204,4222.051179,4217.948615,4208.205025,4221.538358,4214.358871,4208.205025
127,0,4209.743487,4230.256307,4213.33323,4210.256307,4210.256307,4218.461435,4216.410153,4226.666563,4223.58964,4212.82041,4206.153743,4228.205025,4218.974256,4215.384512
128,0,4218.974256,4239.487076,4214.358871,4221.025538,4209.230666,4223.58964,4213.846051,4222.051179,4225.640922,4214.358871,4206.153743,4231.794768,4209.743487,4218.974256
0,0,4213.33323,4239.999896,4214.358871,4210.256307,4210.256307,4212.82041,4208.205025,4217.435794,4224.615281,4219.487076,4210.256307,4222.051179,4202.564,4206.153743
1,0,4207.692205,4236.922973,4211.281948,4207.179384,4215.384512,4208.205025,4205.128102,4217.435794,4225.128102,4217.435794,4210.769128,4211.281948,4206.666564,4197.948615
2,0,4212.307589,4243.076819,4218.974256,4215.897333,4215.897333,4221.538358,4208.717846,4215.897333,4224.615281,4210.769128,4206.666564,4221.025538,4204.615282,4210.769128
3,0,4222.051179,4246.666563,4226.666563,4219.999897,4214.358871,4230.769127,4213.33323,4217.948615,4223.58964,4218.974256,4210.256307,4235.384512,4207.179384,4230.256307
4,0,4210.769128,4248.205024,4203.589641,4215.384512,4218.461435,4225.640922,4215.384512,4225.128102,4227.179384,4230.256307,4214.871692,4226.153743,4217.948615,4224.615281
5,0,4197.435795,4245.128101,4190.256308,4209.743487,4219.999897,4222.563999,4218.974256,4224.615281,4230.769127,4229.743486,4215.384512,4213.846051,4217.435794,4210.256307
6,0,4207.692205,4231.281948,4214.358871,4208.205025,4209.743487,4224.102461,4221.025538,4224.615281,4234.358871,4224.102461,4214.871692,4225.640922,4210.256307,4217.948615
7,0,4215.897333,4229.230666,4222.051179,4204.615282,4204.102461,4222.563999,4221.538358,4233.84605,4232.820409,4219.999897,4211.281948,4230.769127,4213.846051,4227.179384
8,0,4207.179384,4231.281948,4205.640923,4204.102461,4209.743487,4223.07682,4221.025538,4232.307589,4229.230666,4218.461435,4206.666564,4214.871692,4213.33323,4210.769128
9,0,4204.102461,4226.666563,4205.128102,4210.256307,4215.897333,4219.999897,4210.769128,4219.999897,4232.307589,4215.384512,4204.615282,4208.717846,4205.128102,4194.358872
