title:JTA                                                                             , recorded:03.07.20 12.46.55, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
90,0,4318.461433,4225.640922,4250.256306,4206.153743,4229.743486,4231.794768,4219.487076,4227.179384,4224.615281,4229.230666,4251.794768,4258.974255,4268.717844,4330.769125
91,0,4297.948613,4215.384512,4243.076819,4199.999897,4232.820409,4230.256307,4213.846051,4221.538358,4227.692204,4216.410153,4242.051178,4244.10246,4255.384511,4323.589638
92,0,4292.820408,4214.871692,4238.974255,4206.153743,4221.025538,4223.58964,4214.871692,4223.07682,4228.205025,4222.563999,4244.10246,4243.076819,4256.922973,4328.717843
93,0,4296.410151,4216.410153,4237.948614,4217.948615,4213.846051,4215.384512,4217.435794,4228.205025,4228.205025,4233.84605,4246.153742,4247.692204,4260.512716,4320.512715
94,0,4294.358869,4211.281948,4234.871691,4213.846051,4224.102461,4218.974256,4217.948615,4226.666563,4224.615281,4220.512717,4244.10246,4245.640922,4257.948614,4307.692202
95,0,4290.769126,4207.692205,4232.307589,4204.615282,4228.717845,4229.743486,4224.615281,4230.256307,4229.743486,4208.205025,4247.692204,4246.666563,4258.974255,4308.205023
96,0,4285.640921,4213.846051,4235.384512,4206.153743,4221.025538,4228.717845,4231.281948,4238.461435,4244.10246,4228.205025,4251.281947,4250.256306,4264.61528,4314.871689
97,0,4278.461434,4212.82041,4236.922973,4207.179384,4210.769128,4219.999897,4225.128102,4236.410153,4238.974255,4239.999896,4247.692204,4248.717845,4261.025537,4311.281946
98,0,4275.384511,4203.589641,4233.33323,4202.564,4211.281948,4225.128102,4223.07682,4232.307589,4225.640922,4231.281948,4244.615281,4246.153742,4253.333229,4306.666561
99,0,4279.487075,4207.179384,4235.897332,4198.974256,4228.205025,4232.820409,4230.256307,4234.871691,4231.794768,4234.358871,4250.769127,4248.205024,4257.435793,4309.743484
100,0,4281.538357,4215.897333,4245.128101,4201.025538,4235.897332,4226.666563,4224.102461,4233.33323,4240.512717,4241.025537,4253.333229,4251.281947,4264.61528,4308.205023
101,0,4283.589639,4214.871692,4250.256306,4208.205025,4231.794768,4225.128102,4218.974256,4230.256307,4244.615281,4235.897332,4246.153742,4249.230665,4263.589639,4307.179382
102,0,4283.076818,4214.871692,4246.666563,4211.281948,4239.487076,4235.897332,4227.179384,4230.769127,4245.640922,4233.33323,4244.615281,4248.717845,4263.076819,4309.230664
103,0,4272.307588,4215.897333,4238.974255,4204.615282,4245.640922,4238.974255,4228.717845,4233.84605,4239.999896,4235.384512,4251.281947,4248.205024,4262.051178,4303.589638
104,0,4263.589639,4208.205025,4229.743486,4199.999897,4234.358871,4232.307589,4223.07682,4235.897332,4236.922973,4236.922973,4247.179383,4238.461435,4252.307588,4297.948613
105,0,4263.076819,4200.512718,4225.640922,4202.051179,4227.179384,4230.769127,4219.999897,4230.256307,4230.769127,4225.128102,4233.84605,4229.230666,4246.153742,4291.794767
106,0,4262.563998,4199.487077,4226.666563,4198.974256,4229.230666,4231.281948,4215.897333,4222.051179,4225.640922,4208.205025,4229.743486,4231.281948,4245.640922,4278.461434
107,0,4263.589639,4206.666564,4228.717845,4196.922974,4228.205025,4229.230666,4215.897333,4226.153743,4238.974255,4216.922974,4233.84605,4236.922973,4246.153742,4278.974254
108,0,4264.61528,4216.410153,4232.307589,4203.589641,4229.743486,4229.230666,4219.487076,4232.307589,4241.025537,4237.435794,4234.871691,4233.33323,4249.743486,4290.769126
