title:A                                                                               , recorded:02.07.20 12.49.15, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
48,0,4003.076825,3981.538364,3932.820417,4048.205029,4119.487079,3857.435803,3921.538366,3829.743496,3935.89734,4074.358875,3842.051188,3921.538366,3643.076834,3866.153752
49,0,4033.333235,4012.820415,3972.307595,4058.97426,4141.53836,3890.769136,3947.692211,3859.487085,3968.205031,4084.102464,3866.666572,3948.717852,3688.205038,3889.743495
50,0,4064.615285,4036.922978,4006.153748,4076.410157,4156.922975,3925.64093,3959.999903,3887.692213,3998.461441,4106.153746,3904.102469,3985.128108,3730.256319,3926.666571
51,0,4061.025542,4029.230671,4001.538364,4070.256311,4138.974258,3923.076827,3942.564006,3887.179392,3994.871697,4093.333233,3909.743494,3979.487082,3743.589652,3929.743494
52,0,4062.051183,4026.666568,4004.615287,4065.640926,4137.435796,3920.512725,3939.487083,3895.38452,4001.538364,4087.179387,3888.717854,3982.051185,3743.076832,3930.769135
53,0,4014.358876,3984.102467,3956.41016,4015.384517,4089.74349,3870.256316,3889.743495,3844.615291,3945.640929,4038.97426,3824.102471,3937.948622,3691.794782,3875.897341
54,0,4010.769133,4001.025543,3941.025545,4019.487081,4086.153746,3863.589649,3887.179392,3827.692214,3926.666571,4046.666568,3832.307599,3926.15375,3694.358884,3871.281957
55,0,4043.589645,4044.615286,3963.076826,4053.846055,4123.076822,3889.743495,3924.615289,3851.794778,3957.435801,4085.128105,3867.179393,3950.256314,3723.076832,3904.615289
56,0,4055.384516,4075.384516,3977.4358,4088.205028,4159.487078,3904.102469,3962.564006,3874.35888,3988.205031,4132.820412,3865.128111,3977.948621,3705.640935,3917.948622
57,0,4015.897338,4062.564003,3949.743493,4081.025541,4142.051181,3883.076828,3958.974262,3854.35888,3963.589647,4128.205027,3831.281958,3957.948621,3652.820423,3888.205033
58,0,4028.71785,4104.102464,3964.615288,4117.435797,4178.974257,3912.820417,3993.846056,3872.820418,3979.999903,4159.999898,3856.922983,3973.333236,3663.076834,3911.281956
59,0,4051.281952,4131.794771,3985.640928,4138.974258,4209.230666,3940.512724,4017.435799,3895.897341,4011.281953,4193.333231,3879.999905,3995.384518,3670.769141,3928.717853
60,0,4104.615284,4187.179385,4038.46144,4198.974256,4258.461434,3991.281954,4069.23067,3943.076827,4073.333234,4254.871691,3921.025545,4054.358875,3706.153756,3981.025544
