title:JTA                                                                             , recorded:03.07.20 14.24.25, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
51,0,4188.205026,4047.179388,4198.974256,4191.281949,4194.871692,4193.846051,4197.948615,4201.538359,4208.717846,4207.692205,4205.640923,4192.82041,4211.281948,4176.922975
52,0,4210.769128,4068.717849,4220.512717,4205.128102,4206.153743,4211.794769,4219.487076,4219.999897,4220.512717,4223.07682,4219.999897,4205.128102,4227.692204,4192.82041
53,0,4212.82041,4070.769131,4219.487076,4204.102461,4202.564,4217.435794,4222.563999,4221.538358,4223.58964,4228.717845,4221.538358,4204.102461,4231.794768,4190.769128
54,0,4189.230667,4049.743491,4191.281949,4184.615282,4191.794769,4201.025538,4204.102461,4206.153743,4211.281948,4212.82041,4202.051179,4182.05118,4215.384512,4168.717847
55,0,4178.974257,4041.538363,4189.230667,4188.717846,4198.974256,4196.922974,4203.589641,4206.153743,4210.769128,4206.153743,4199.487077,4175.897334,4208.717846,4166.666565
56,0,4200.512718,4070.256311,4215.384512,4216.410153,4218.974256,4216.922974,4221.538358,4219.999897,4222.051179,4226.666563,4217.435794,4197.948615,4218.974256,4185.128103
57,0,4219.487076,4096.410156,4223.07682,4218.974256,4221.025538,4225.128102,4225.128102,4220.512717,4222.051179,4236.410153,4222.051179,4206.666564,4226.666563,4190.769128
58,0,4213.33323,4089.230669,4211.794769,4201.538359,4212.82041,4213.846051,4213.846051,4209.743487,4212.307589,4218.461435,4213.846051,4196.410154,4227.179384,4188.205026
59,0,4221.025538,4092.820413,4221.025538,4214.871692,4217.435794,4215.897333,4219.999897,4212.82041,4218.974256,4217.435794,4224.102461,4205.128102,4231.794768,4199.999897
60,0,4238.461435,4112.820412,4238.974255,4236.922973,4224.102461,4229.230666,4236.922973,4227.179384,4232.307589,4238.974255,4236.410153,4220.512717,4238.461435,4209.230666
61,0,4224.615281,4099.9999,4226.153743,4222.563999,4213.846051,4223.58964,4225.128102,4221.538358,4224.102461,4235.384512,4218.974256,4205.640923,4232.307589,4195.384513
62,0,4195.897333,4073.333234,4199.999897,4197.435795,4196.922974,4201.025538,4200.512718,4203.07682,4209.230666,4211.281948,4197.948615,4181.538359,4212.82041,4173.846052
63,0,4194.358872,4082.564003,4198.461436,4198.461436,4199.999897,4198.974256,4203.589641,4202.564,4213.33323,4213.846051,4202.051179,4184.102462,4209.230666,4174.358872
64,0,4216.410153,4110.25631,4217.948615,4213.33323,4221.025538,4217.948615,4221.025538,4222.051179,4226.153743,4235.384512,4219.999897,4204.615282,4226.153743,4196.410154
65,0,4216.922974,4109.230669,4214.871692,4207.692205,4217.435794,4219.999897,4218.461435,4221.025538,4223.58964,4232.307589,4218.461435,4206.153743,4229.743486,4199.487077
66,0,4202.564,4097.435797,4201.025538,4198.974256,4199.487077,4212.307589,4211.794769,4205.640923,4213.846051,4217.435794,4204.102461,4194.358872,4217.948615,4185.128103
67,0,4202.051179,4109.230669,4206.153743,4209.743487,4206.153743,4215.384512,4216.922974,4207.179384,4214.358871,4216.410153,4203.07682,4195.384513,4216.922974,4186.666564
68,0,4205.640923,4121.02554,4209.230666,4216.410153,4217.435794,4216.922974,4219.487076,4215.897333,4218.974256,4219.487076,4210.769128,4198.974256,4224.102461,4191.794769
69,0,4205.640923,4114.871694,4203.07682,4207.179384,4212.82041,4215.384512,4216.922974,4216.922974,4218.974256,4222.563999,4214.358871,4196.922974,4226.153743,4189.743487
70,0,4219.487076,4123.076822,4213.33323,4213.846051,4217.435794,4219.999897,4222.563999,4217.948615,4219.999897,4229.743486,4220.512717,4203.589641,4231.281948,4199.487077
71,0,4221.025538,4131.28195,4218.461435,4221.025538,4216.922974,4213.33323,4219.487076,4211.794769,4216.410153,4218.461435,4218.974256,4206.153743,4230.256307,4209.230666
72,0,4197.435795,4110.25631,4202.564,4198.461436,4197.948615,4198.461436,4204.615282,4198.461436,4206.153743,4198.461436,4203.07682,4195.897333,4212.82041,4196.922974
73,0,4204.102461,4115.384515,4209.230666,4195.384513,4205.640923,4208.717846,4213.846051,4207.692205,4210.769128,4210.769128,4206.153743,4201.538359,4212.82041,4196.922974
74,0,4240.512717,4163.589642,4234.871691,4228.205025,4234.358871,4232.307589,4237.948614,4229.230666,4227.179384,4234.871691,4230.256307,4219.487076,4237.948614,4223.58964
75,0,4256.922973,4189.230667,4236.922973,4243.076819,4232.307589,4235.384512,4237.435794,4229.230666,4231.281948,4234.358871,4234.358871,4222.051179,4251.281947,4236.922973
76,0,4258.974255,4190.256308,4232.820409,4242.563999,4223.58964,4229.230666,4229.230666,4228.717845,4229.743486,4232.307589,4231.281948,4219.487076,4248.717845,4236.922973
77,0,4267.179383,4208.717846,4236.410153,4247.179383,4232.820409,4230.256307,4234.871691,4231.794768,4228.717845,4234.871691,4234.358871,4222.051179,4244.10246,4246.666563
78,0,4270.256306,4223.07682,4234.358871,4243.58964,4229.743486,4226.666563,4231.281948,4217.435794,4215.897333,4218.974256,4221.538358,4219.999897,4234.358871,4247.179383
79,0,4274.35887,4227.692204,4241.025537,4249.230665,4231.794768,4230.769127,4231.281948,4217.435794,4219.487076,4219.487076,4221.025538,4227.692204,4237.435794,4246.153742
80,0,4288.717844,4245.128101,4258.974255,4259.487075,4250.256306,4242.051178,4244.615281,4238.461435,4239.487076,4246.153742,4246.153742,4245.640922,4254.871691,4262.563998
81,0,4275.384511,4238.974255,4250.769127,4236.922973,4228.205025,4229.230666,4233.84605,4227.692204,4227.692204,4236.922973,4236.922973,4236.410153,4244.10246,4255.384511
82,0,4249.743486,4214.871692,4227.692204,4213.846051,4195.897333,4208.205025,4211.281948,4199.487077,4201.538359,4202.051179,4206.666564,4211.281948,4219.487076,4227.692204
83,0,4259.487075,4232.820409,4233.84605,4239.487076,4216.410153,4215.897333,4217.948615,4211.281948,4211.794769,4205.640923,4216.410153,4216.410153,4226.666563,4232.820409
84,0,4286.666562,4269.230665,4257.948614,4267.179383,4244.10246,4234.871691,4237.948614,4237.948614,4235.897332,4234.358871,4240.512717,4243.58964,4249.230665,4254.35887
85,0,4284.61528,4271.281947,4259.999896,4248.717845,4235.897332,4235.897332,4235.897332,4234.358871,4236.410153,4240.512717,4238.974255,4250.769127,4251.794768,4255.384511
86,0,4267.179383,4260.512716,4247.179383,4232.820409,4229.743486,4225.640922,4226.666563,4222.051179,4225.128102,4228.717845,4229.743486,4237.948614,4239.999896,4245.640922
87,0,4252.820409,4258.461434,4236.410153,4237.948614,4227.179384,4216.410153,4223.07682,4217.435794,4214.871692,4214.358871,4217.948615,4224.102461,4224.102461,4230.769127
88,0,4249.230665,4261.025537,4239.487076,4239.999896,4220.512717,4223.07682,4231.794768,4224.102461,4217.948615,4215.384512,4212.82041,4225.128102,4222.051179,4224.102461
89,0,4259.487075,4271.281947,4247.692204,4238.461435,4227.179384,4237.948614,4248.205024,4238.461435,4230.256307,4230.256307,4222.563999,4233.33323,4235.384512,4231.281948
90,0,4246.666563,4259.999896,4233.33323,4229.743486,4217.948615,4224.615281,4233.33323,4229.230666,4221.025538,4218.461435,4212.307589,4221.025538,4225.128102,4218.974256
91,0,4232.820409,4247.179383,4225.128102,4222.563999,4203.589641,4209.743487,4214.871692,4217.948615,4215.384512,4206.666564,4201.538359,4213.33323,4212.82041,4209.230666
92,0,4251.794768,4273.846049,4239.999896,4232.307589,4223.58964,4225.128102,4229.743486,4232.307589,4231.794768,4222.051179,4218.974256,4229.743486,4227.692204,4229.743486
93,0,4258.461434,4293.846049,4239.999896,4234.358871,4236.410153,4232.820409,4234.871691,4236.410153,4230.769127,4226.666563,4226.666563,4235.384512,4234.358871,4235.384512
94,0,4246.666563,4283.076818,4230.256307,4219.487076,4216.410153,4217.435794,4220.512717,4219.487076,4216.922974,4217.435794,4217.435794,4225.640922,4221.538358,4219.487076
95,0,4243.58964,4276.410152,4229.230666,4214.871692,4198.461436,4204.102461,4213.846051,4205.640923,4210.256307,4212.82041,4210.769128,4221.025538,4215.897333,4214.871692
96,0,4231.281948,4274.35887,4216.410153,4208.717846,4194.358872,4194.358872,4202.564,4195.897333,4199.487077,4200.512718,4198.461436,4211.794769,4212.82041,4210.256307
97,0,4231.794768,4285.640921,4219.487076,4213.33323,4206.153743,4201.538359,4206.153743,4203.589641,4203.589641,4201.538359,4200.512718,4215.897333,4217.948615,4215.897333
98,0,4253.84605,4305.64092,4242.051178,4233.33323,4215.384512,4213.846051,4225.640922,4222.051179,4219.999897,4222.051179,4221.538358,4231.281948,4234.871691,4229.230666
99,0,4248.205024,4306.153741,4234.871691,4225.128102,4202.051179,4203.07682,4212.307589,4212.307589,4210.769128,4216.922974,4217.435794,4222.051179,4231.281948,4219.999897
