title:A                                                                               , recorded:02.07.20 12.55.20, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
36,0,4237.435794,4244.10246,4236.410153,4222.563999,4206.153743,4245.128101,4224.102461,4232.307589,4229.230666,4217.435794,4256.410152,4133.333232,4244.10246,4222.051179
37,0,4267.179383,4273.846049,4264.61528,4253.333229,4231.281948,4266.666562,4253.84605,4245.640922,4243.076819,4239.999896,4272.307588,4159.999898,4253.84605,4249.743486
38,0,4288.205023,4295.897331,4284.102459,4278.461434,4252.820409,4282.563998,4277.435793,4268.717844,4261.025537,4269.743485,4292.307587,4187.179385,4260.512716,4270.769126
39,0,4276.922972,4284.102459,4277.948613,4267.692203,4245.128101,4274.35887,4267.692203,4262.563998,4253.333229,4262.563998,4286.153741,4178.461436,4256.922973,4263.589639
40,0,4276.410152,4277.435793,4276.922972,4259.487075,4237.948614,4267.692203,4264.10246,4258.974255,4255.897332,4254.35887,4276.410152,4173.846052,4256.922973,4259.999896
41,0,4298.461433,4297.435792,4291.281946,4279.487075,4251.794768,4278.974254,4282.051177,4281.025536,4281.025536,4271.794767,4291.794767,4197.435795,4266.666562,4272.307588
42,0,4296.410151,4296.410151,4290.769126,4282.051177,4250.256306,4275.384511,4272.820408,4279.999895,4274.87169,4272.820408,4293.846049,4194.358872,4264.61528,4268.205024
43,0,4280.512716,4284.102459,4283.589639,4268.205024,4240.512717,4269.230665,4261.538357,4260.512716,4255.384511,4261.025537,4281.025536,4174.358872,4256.922973,4261.025537
44,0,4276.922972,4283.076818,4281.538357,4264.10246,4243.076819,4272.820408,4264.61528,4263.076819,4265.128101,4263.589639,4282.563998,4182.05118,4259.999896,4267.179383
45,0,4284.102459,4290.256305,4287.179382,4273.846049,4252.307588,4277.435793,4271.281947,4275.897331,4277.948613,4276.410152,4292.820408,4198.461436,4271.281947,4277.948613
46,0,4288.205023,4294.358869,4287.179382,4277.435793,4249.230665,4277.435793,4270.769126,4273.846049,4271.281947,4283.589639,4291.281946,4191.281949,4268.717844,4274.35887
47,0,4274.35887,4281.025536,4266.666562,4257.948614,4230.256307,4262.563998,4254.871691,4255.384511,4250.769127,4262.051178,4279.999895,4167.179385,4253.333229,4252.307588
48,0,4269.230665,4278.461434,4261.025537,4251.281947,4232.820409,4256.410152,4249.743486,4255.897332,4249.743486,4250.256306,4280.512716,4164.615283,4255.384511,4248.717845
49,0,4261.025537,4270.769126,4252.820409,4244.10246,4227.692204,4248.717845,4243.58964,4250.769127,4241.538358,4239.999896,4269.743485,4154.358873,4255.384511,4238.461435
50,0,4269.743485,4278.974254,4257.435793,4253.84605,4230.769127,4255.897332,4250.256306,4248.205024,4240.512717,4247.692204,4274.35887,4156.410155,4258.974255,4238.974255
51,0,4278.461434,4286.153741,4267.692203,4260.512716,4240.512717,4261.025537,4257.948614,4250.769127,4247.179383,4253.333229,4281.538357,4163.076821,4265.640921,4247.179383
52,0,4297.948613,4305.1281,4291.794767,4280.512716,4264.10246,4279.999895,4276.410152,4276.922972,4274.35887,4276.410152,4296.922972,4187.179385,4279.999895,4270.256306
53,0,4295.38451,4296.922972,4288.717844,4275.897331,4257.948614,4278.461434,4269.230665,4273.333229,4266.666562,4269.230665,4294.87169,4183.589641,4275.384511,4260.512716
54,0,4304.615279,4312.307587,4298.461433,4290.769126,4269.743485,4290.256305,4286.153741,4275.897331,4267.692203,4279.999895,4306.666561,4191.281949,4279.999895,4266.666562
55,0,4311.794766,4326.666561,4306.666561,4305.1281,4281.538357,4296.922972,4296.410151,4283.076818,4273.846049,4291.794767,4313.846048,4202.564,4290.256305,4281.025536
56,0,4312.820407,4324.615279,4303.589638,4306.666561,4284.61528,4297.435792,4286.666562,4281.538357,4266.153742,4287.179382,4311.794766,4202.051179,4291.794767,4283.589639
57,0,4296.410151,4302.563997,4283.589639,4285.1281,4264.10246,4285.1281,4263.589639,4267.179383,4252.307588,4264.61528,4298.461433,4179.999898,4275.897331,4259.487075
58,0,4304.102459,4314.358869,4292.820408,4291.281946,4265.640921,4291.794767,4273.333229,4273.333229,4271.794767,4276.410152,4302.051177,4186.666564,4279.999895,4268.205024
59,0,4310.769125,4320.512715,4298.461433,4294.87169,4270.769126,4286.666562,4272.820408,4269.743485,4270.769126,4282.051177,4304.102459,4194.358872,4286.666562,4283.076818
60,0,4298.974254,4307.179382,4288.717844,4284.61528,4266.153742,4278.461434,4265.640921,4255.384511,4247.692204,4264.10246,4294.358869,4183.589641,4279.999895,4273.333229
61,0,4302.563997,4314.358869,4295.38451,4291.281946,4275.384511,4292.307587,4282.051177,4263.589639,4258.974255,4269.230665,4294.87169,4188.205026,4279.999895,4273.846049
62,0,4331.794766,4348.717842,4324.102458,4322.563997,4305.64092,4317.948612,4311.794766,4290.769126,4292.307587,4299.999895,4315.89733,4218.974256,4298.974254,4306.666561
63,0,4345.640919,4359.999893,4337.435791,4338.974253,4316.922971,4322.563997,4318.461433,4302.051177,4298.461433,4314.871689,4328.717843,4233.33323,4308.205023,4322.563997
64,0,4329.230663,4339.999894,4321.538356,4321.538356,4298.974254,4306.666561,4305.1281,4290.769126,4285.1281,4302.051177,4316.410151,4216.410153,4296.922972,4300.512715
65,0,4320.512715,4331.281945,4310.769125,4309.743484,4295.38451,4302.051177,4302.051177,4288.205023,4287.179382,4297.435792,4309.230664,4208.717846,4292.820408,4292.820408
66,0,4311.281946,4322.051176,4298.974254,4298.974254,4292.820408,4298.974254,4294.358869,4284.61528,4279.999895,4292.307587,4306.153741,4203.07682,4291.281946,4288.717844
67,0,4308.205023,4316.410151,4297.435792,4295.897331,4286.153741,4293.846049,4285.1281,4281.025536,4276.410152,4295.38451,4305.64092,4204.102461,4292.307587,4288.717844
68,0,4302.563997,4307.179382,4286.666562,4284.61528,4272.820408,4276.410152,4268.205024,4268.205024,4268.717844,4282.051177,4292.820408,4190.769128,4284.102459,4276.410152
69,0,4302.051177,4307.179382,4279.487075,4281.025536,4274.35887,4277.948613,4269.743485,4269.743485,4271.794767,4276.410152,4288.717844,4186.666564,4278.974254,4270.256306
70,0,4288.717844,4293.333228,4269.230665,4268.717844,4264.10246,4274.35887,4262.563998,4265.640921,4260.512716,4264.61528,4281.538357,4177.435795,4270.769126,4258.974255
71,0,4293.846049,4303.076818,4281.538357,4279.487075,4274.87169,4281.538357,4272.307588,4271.794767,4263.076819,4271.281947,4287.692203,4184.102462,4271.281947,4265.128101
72,0,4290.256305,4298.974254,4280.512716,4275.897331,4275.384511,4274.87169,4272.820408,4268.205024,4258.974255,4265.128101,4281.538357,4181.025539,4263.589639,4259.487075
73,0,4290.769126,4296.922972,4283.076818,4276.410152,4269.230665,4273.333229,4272.820408,4268.717844,4259.487075,4265.640921,4279.487075,4180.512718,4263.076819,4263.076819
74,0,4281.538357,4288.205023,4275.384511,4269.743485,4255.897332,4269.230665,4265.640921,4262.563998,4257.435793,4258.974255,4275.384511,4166.666565,4261.538357,4253.333229
75,0,4289.743485,4301.538356,4284.61528,4282.563998,4272.820408,4279.999895,4281.538357,4272.307588,4274.87169,4274.35887,4287.179382,4178.461436,4271.281947,4263.589639
