title:K                                                                               , recorded:02.07.20 11.36.40, sampling:128, subject:K                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
20,0,4189.743487,4215.384512,4203.07682,4214.358871,4237.948614,4244.615281,4250.256306,4232.307589,4234.871691,4232.820409,4214.358871,4197.948615,4216.410153,4185.128103
21,0,4188.205026,4209.743487,4197.948615,4207.692205,4244.615281,4238.461435,4244.10246,4230.769127,4225.128102,4227.692204,4206.153743,4202.051179,4214.871692,4177.435795
22,0,4185.128103,4194.871692,4182.564,4194.871692,4249.230665,4213.33323,4238.461435,4228.717845,4216.922974,4217.435794,4199.999897,4198.461436,4208.717846,4168.205026
23,0,4182.05118,4196.410154,4178.974257,4202.564,4246.153742,4216.410153,4243.58964,4231.281948,4219.999897,4229.743486,4211.794769,4194.871692,4207.692205,4176.410154
24,0,4192.30759,4208.205025,4192.82041,4216.410153,4233.33323,4231.281948,4244.10246,4229.230666,4221.025538,4236.922973,4217.435794,4199.999897,4217.435794,4185.640923
25,0,4205.640923,4221.025538,4204.615282,4215.897333,4230.256307,4236.410153,4245.640922,4230.256307,4230.769127,4230.769127,4215.384512,4211.794769,4232.307589,4194.358872
26,0,4205.128102,4225.640922,4206.666564,4216.922974,4242.563999,4236.922973,4255.897332,4243.58964,4244.615281,4232.820409,4225.128102,4227.179384,4235.384512,4200.512718
27,0,4196.410154,4218.461435,4201.025538,4220.512717,4234.871691,4230.256307,4255.384511,4248.205024,4238.974255,4232.307589,4229.230666,4224.615281,4226.666563,4195.897333
28,0,4199.999897,4219.487076,4201.025538,4214.871692,4223.58964,4230.256307,4250.769127,4244.615281,4234.871691,4231.281948,4223.07682,4212.82041,4229.230666,4196.410154
29,0,4211.794769,4229.743486,4213.846051,4212.307589,4238.974255,4241.025537,4255.384511,4249.743486,4246.153742,4241.025537,4227.692204,4223.58964,4239.487076,4203.07682
30,0,4214.358871,4227.692204,4221.538358,4219.487076,4247.692204,4243.58964,4252.820409,4247.179383,4244.615281,4244.10246,4236.922973,4240.512717,4239.487076,4206.153743
31,0,4209.230666,4215.897333,4213.846051,4213.846051,4237.948614,4227.179384,4240.512717,4228.717845,4228.717845,4229.230666,4231.281948,4232.820409,4231.794768,4206.153743
32,0,4212.82041,4223.58964,4211.281948,4197.948615,4232.307589,4229.743486,4242.051178,4224.615281,4225.128102,4225.128102,4225.128102,4224.615281,4229.743486,4205.640923
33,0,4214.358871,4236.922973,4221.538358,4205.640923,4225.640922,4239.487076,4250.256306,4235.384512,4233.84605,4230.769127,4231.281948,4232.820409,4234.871691,4204.102461
34,0,4203.07682,4222.051179,4214.871692,4223.07682,4214.358871,4212.82041,4240.512717,4232.307589,4232.307589,4220.512717,4227.692204,4227.179384,4231.794768,4199.487077
35,0,4197.948615,4204.102461,4196.922974,4206.666564,4211.281948,4195.897333,4231.281948,4221.025538,4217.948615,4209.230666,4211.794769,4213.33323,4222.563999,4197.948615
