title:V                                                                               , recorded:07.07.20 11.03.41, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 ,, units:emotiv,,,,,,,,,
22,0,4211.794769,4213.846051,4229.230666,4216.922974,4211.794769,4214.358871,4212.307589,4206.666564,4407.179379,4209.230666,4239.999896,4242.563999,4223.07682,4225.640922
23,0,4213.33323,4216.922974,4230.769127,4221.025538,4216.410153,4215.897333,4212.82041,4205.640923,4411.281943,4212.82041,4246.666563,4249.230665,4225.640922,4229.743486
24,0,4217.948615,4216.922974,4232.307589,4225.640922,4213.846051,4218.974256,4216.922974,4206.666564,4412.820405,4214.871692,4254.871691,4251.794768,4231.794768,4233.84605
25,0,4213.33323,4212.82041,4229.743486,4217.435794,4209.743487,4218.974256,4217.435794,4209.743487,4412.820405,4216.410153,4250.256306,4247.179383,4230.769127,4231.281948
26,0,4210.256307,4209.230666,4229.743486,4214.358871,4214.358871,4215.897333,4215.897333,4214.871692,4418.46143,4224.102461,4247.692204,4248.205024,4228.205025,4230.769127
27,0,4212.307589,4210.256307,4232.307589,4219.999897,4217.948615,4215.897333,4215.384512,4217.948615,4426.666558,4228.205025,4254.871691,4248.717845,4232.307589,4233.33323
28,0,4217.948615,4218.974256,4232.820409,4220.512717,4218.974256,4221.538358,4218.461435,4223.58964,4431.281943,4233.33323,4261.538357,4248.717845,4241.538358,4235.384512
29,0,4218.461435,4218.974256,4231.794768,4215.897333,4219.999897,4224.102461,4219.999897,4224.102461,4428.71784,4232.307589,4253.333229,4249.743486,4240.512717,4234.871691
30,0,4215.897333,4213.846051,4228.717845,4217.435794,4218.974256,4224.102461,4216.922974,4214.358871,4424.615276,4215.897333,4244.10246,4247.179383,4226.153743,4228.717845
31,0,4225.128102,4225.640922,4231.794768,4228.205025,4229.743486,4230.256307,4226.666563,4220.512717,4434.871686,4216.922974,4257.435793,4247.692204,4234.358871,4233.33323
32,0,4228.205025,4228.205025,4236.410153,4236.410153,4236.410153,4237.435794,4233.84605,4236.410153,4446.666558,4233.84605,4264.61528,4249.743486,4242.051178,4234.871691
33,0,4213.846051,4211.281948,4231.281948,4229.230666,4221.538358,4233.33323,4222.051179,4225.640922,4439.999891,4231.281948,4248.717845,4247.179383,4222.051179,4217.435794
34,0,4208.717846,4206.153743,4225.128102,4224.102461,4213.846051,4227.692204,4218.974256,4212.82041,4433.333225,4226.666563,4247.692204,4244.615281,4223.58964,4215.384512
35,0,4215.897333,4208.717846,4226.153743,4219.487076,4217.435794,4228.717845,4228.717845,4222.051179,4441.538353,4235.384512,4262.563998,4245.640922,4247.179383,4232.307589
36,0,4214.358871,4206.666564,4229.743486,4214.871692,4221.025538,4232.307589,4228.205025,4230.769127,4445.640917,4235.384512,4264.61528,4249.230665,4249.230665,4236.922973
37,0,4214.358871,4213.33323,4233.33323,4224.102461,4229.230666,4235.897332,4228.205025,4232.307589,4443.076814,4232.820409,4262.051178,4258.461434,4241.538358,4232.820409
38,0,4216.922974,4209.743487,4234.358871,4226.666563,4226.666563,4231.794768,4229.743486,4229.743486,4443.076814,4231.794768,4264.10246,4259.999896,4238.974255,4233.84605
39,0,4212.307589,4196.410154,4233.84605,4213.846051,4211.794769,4228.717845,4222.051179,4227.179384,4443.076814,4222.051179,4261.538357,4256.410152,4233.84605,4237.435794
40,0,4217.435794,4207.692205,4236.410153,4217.948615,4216.922974,4233.84605,4222.051179,4228.205025,4446.666558,4217.948615,4264.10246,4260.512716,4235.384512,4246.666563
41,0,4215.897333,4211.794769,4235.384512,4226.153743,4219.999897,4229.230666,4223.07682,4221.538358,4446.666558,4218.974256,4261.538357,4256.410152,4233.33323,4243.076819
42,0,4203.589641,4196.922974,4228.205025,4214.358871,4203.589641,4214.871692,4213.33323,4208.205025,4439.999891,4212.82041,4247.179383,4245.128101,4220.512717,4226.666563
43,0,4205.640923,4204.102461,4229.743486,4210.769128,4213.846051,4222.051179,4219.487076,4219.487076,4449.743481,4221.025538,4252.307588,4250.256306,4227.179384,4229.743486
44,0,4211.794769,4214.358871,4231.794768,4220.512717,4234.358871,4237.435794,4231.794768,4238.461435,4461.538352,4234.871691,4268.205024,4255.897332,4240.512717,4237.948614
45,0,4200.512718,4199.999897,4220.512717,4213.846051,4222.051179,4230.256307,4222.051179,4223.58964,4449.23066,4222.051179,4261.538357,4243.58964,4232.820409,4226.666563
46,0,4191.794769,4197.948615,4215.384512,4206.666564,4208.717846,4223.07682,4214.358871,4210.256307,4442.563994,4208.717846,4252.820409,4241.025537,4226.153743,4222.051179
47,0,4207.692205,4216.410153,4227.692204,4217.948615,4219.999897,4235.384512,4230.769127,4228.717845,4461.538352,4225.128102,4266.153742,4250.769127,4236.922973,4236.922973
48,0,4218.974256,4215.384512,4235.384512,4227.179384,4225.640922,4234.871691,4233.84605,4234.871691,4464.615275,4227.179384,4266.153742,4250.769127,4234.871691,4236.410153
49,0,4206.153743,4196.922974,4225.640922,4215.384512,4211.281948,4217.948615,4217.948615,4212.82041,4443.076814,4198.461436,4245.128101,4242.051178,4214.871692,4215.384512
50,0,4203.07682,4203.589641,4223.07682,4209.230666,4212.307589,4219.999897,4218.461435,4208.717846,4441.538353,4199.999897,4247.692204,4244.615281,4221.025538,4218.974256
51,0,4226.153743,4228.717845,4234.358871,4227.179384,4228.205025,4233.84605,4233.84605,4228.717845,4460.512711,4233.84605,4270.256306,4259.999896,4247.692204,4246.666563
52,0,4229.743486,4229.230666,4237.435794,4229.230666,4226.666563,4228.205025,4232.820409,4230.256307,4462.051173,4235.384512,4270.256306,4264.10246,4252.820409,4251.794768
53,0,4211.794769,4213.33323,4229.743486,4213.846051,4213.33323,4214.358871,4222.563999,4217.435794,4452.307583,4213.846051,4261.538357,4257.948614,4242.051178,4242.051178
54,0,4219.999897,4214.358871,4230.769127,4224.615281,4215.384512,4219.487076,4226.153743,4223.07682,4455.384506,4221.538358,4273.846049,4259.487075,4245.128101,4245.640922
55,0,4233.33323,4222.051179,4235.897332,4235.384512,4222.051179,4232.307589,4232.307589,4233.84605,4461.538352,4237.948614,4277.948613,4263.589639,4250.256306,4249.230665
56,0,4224.102461,4218.974256,4233.33323,4221.538358,4217.435794,4227.692204,4225.128102,4226.153743,4458.461429,4231.794768,4266.153742,4263.076819,4245.640922,4245.640922
57,0,4214.871692,4213.33323,4229.743486,4217.948615,4213.33323,4214.358871,4215.897333,4214.871692,4456.410147,4221.538358,4262.051178,4259.487075,4238.461435,4241.538358
58,0,4217.435794,4215.384512,4231.794768,4226.666563,4218.461435,4220.512717,4217.948615,4218.461435,4459.999891,4225.640922,4264.61528,4259.487075,4233.84605,4235.897332
59,0,4220.512717,4221.025538,4233.84605,4222.563999,4223.07682,4232.820409,4224.102461,4222.563999,4462.051173,4234.358871,4264.10246,4258.974255,4235.897332,4233.33323
60,0,4212.82041,4213.33323,4228.717845,4215.897333,4209.743487,4219.487076,4217.948615,4212.307589,4458.461429,4222.051179,4259.999896,4249.230665,4231.794768,4228.717845
61,0,4210.256307,4208.717846,4226.153743,4218.461435,4204.102461,4210.256307,4211.794769,4204.615282,4457.948609,4209.230666,4259.487075,4250.256306,4227.692204,4230.256307
62,0,4228.717845,4227.692204,4235.897332,4231.794768,4223.58964,4224.615281,4217.948615,4213.33323,4461.025532,4221.025538,4264.61528,4262.563998,4239.487076,4243.58964
63,0,4235.897332,4231.794768,4237.435794,4235.897332,4222.563999,4224.615281,4218.974256,4217.948615,4459.999891,4224.615281,4264.61528,4257.435793,4242.051178,4243.076819
64,0,4221.538358,4215.897333,4231.281948,4222.563999,4209.230666,4214.871692,4215.384512,4214.358871,4463.589634,4216.922974,4258.974255,4249.743486,4230.256307,4235.897332
65,0,4223.07682,4221.538358,4241.025537,4219.487076,4223.07682,4224.102461,4224.102461,4224.102461,4476.410147,4228.717845,4265.128101,4262.563998,4236.410153,4245.128101
