title:V                                                                               , recorded:07.07.20 10.33.14, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
121,0,4191.281949,4263.076819,4229.743486,4228.205025,4231.794768,4219.487076,4241.538358,4235.384512,4228.717845,4234.358871,4198.974256,4226.153743,4218.974256,4204.102461
122,0,4197.948615,4262.051178,4230.256307,4227.692204,4231.281948,4216.922974,4245.640922,4242.051178,4228.205025,4230.256307,4197.435795,4233.33323,4212.82041,4204.615282
123,0,4196.922974,4262.051178,4232.820409,4231.794768,4229.743486,4215.897333,4245.640922,4247.179383,4231.281948,4236.410153,4202.564,4227.179384,4221.025538,4195.384513
124,0,4194.358872,4261.538357,4230.256307,4224.615281,4230.769127,4219.487076,4244.615281,4241.538358,4227.179384,4247.692204,4203.589641,4215.384512,4229.743486,4189.230667
125,0,4199.487077,4259.999896,4222.563999,4215.384512,4232.307589,4221.538358,4243.58964,4234.358871,4217.948615,4242.051178,4199.999897,4214.358871,4223.07682,4188.205026
126,0,4200.512718,4258.974255,4220.512717,4214.871692,4227.692204,4215.897333,4236.922973,4231.794768,4214.358871,4227.692204,4191.281949,4217.435794,4207.179384,4182.05118
127,0,4197.948615,4258.974255,4227.179384,4218.974256,4224.102461,4211.794769,4235.384512,4230.256307,4215.897333,4228.205025,4191.794769,4214.871692,4205.128102,4184.102462
128,0,4207.179384,4264.10246,4234.358871,4225.128102,4227.692204,4214.871692,4246.153742,4232.820409,4218.461435,4236.410153,4206.666564,4215.897333,4215.897333,4197.435795
0,0,4214.871692,4267.179383,4235.384512,4224.615281,4229.230666,4217.948615,4247.692204,4234.871691,4215.897333,4234.871691,4212.307589,4218.974256,4220.512717,4201.025538
1,0,4207.179384,4254.871691,4231.794768,4217.948615,4222.563999,4211.281948,4235.897332,4228.717845,4209.230666,4228.205025,4204.615282,4217.948615,4213.33323,4187.692205
2,0,4202.564,4249.743486,4229.743486,4217.948615,4215.897333,4208.205025,4236.410153,4227.692204,4212.307589,4228.717845,4197.435795,4217.948615,4208.205025,4184.102462
3,0,4207.179384,4262.563998,4232.820409,4221.025538,4215.384512,4213.33323,4244.615281,4233.33323,4218.461435,4234.358871,4199.487077,4221.538358,4216.922974,4194.358872
4,0,4202.564,4266.153742,4231.794768,4217.948615,4214.871692,4204.615282,4236.922973,4227.692204,4206.153743,4223.07682,4202.564,4219.999897,4217.435794,4192.82041
5,0,4197.435795,4258.461434,4227.692204,4216.922974,4213.846051,4193.846051,4227.692204,4221.538358,4201.025538,4212.307589,4196.922974,4215.897333,4213.846051,4189.230667
6,0,4206.666564,4264.10246,4230.769127,4221.538358,4218.461435,4205.640923,4233.84605,4227.692204,4212.82041,4227.179384,4193.846051,4224.615281,4221.538358,4198.974256
7,0,4203.589641,4265.640921,4230.256307,4219.999897,4218.974256,4215.897333,4239.487076,4229.230666,4214.871692,4239.487076,4198.974256,4229.743486,4225.128102,4201.538359
8,0,4186.666564,4251.281947,4225.128102,4216.410153,4212.82041,4205.128102,4234.871691,4221.025538,4207.692205,4232.820409,4201.538359,4215.384512,4219.999897,4187.179385
9,0,4190.256308,4252.307588,4226.666563,4223.58964,4215.384512,4198.461436,4230.256307,4215.897333,4207.692205,4229.743486,4199.487077,4208.205025,4223.58964,4183.589641
10,0,4206.153743,4267.179383,4230.769127,4228.717845,4221.025538,4204.102461,4234.358871,4216.922974,4212.307589,4233.84605,4198.461436,4222.051179,4232.307589,4197.948615
11,0,4206.153743,4262.563998,4231.281948,4219.999897,4217.948615,4210.769128,4241.025537,4222.563999,4215.384512,4234.358871,4202.564,4228.717845,4232.307589,4200.512718
12,0,4196.922974,4248.205024,4231.794768,4219.487076,4216.410153,4214.358871,4236.410153,4226.666563,4216.922974,4233.84605,4204.102461,4219.487076,4231.794768,4190.256308
13,0,4191.281949,4253.84605,4226.666563,4232.307589,4221.025538,4214.871692,4231.794768,4224.102461,4215.384512,4230.769127,4200.512718,4216.922974,4229.743486,4184.615282
14,0,4181.538359,4262.051178,4216.922974,4230.769127,4222.563999,4215.897333,4239.999896,4225.128102,4215.897333,4226.666563,4198.461436,4214.871692,4226.153743,4184.102462
15,0,4182.05118,4257.435793,4218.974256,4224.615281,4224.615281,4218.461435,4249.230665,4233.33323,4218.461435,4230.256307,4202.051179,4214.871692,4230.256307,4187.692205
