title:A                                                                               , recorded:02.07.20 12.57.40, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
95,0,4244.10246,4330.256304,4261.538357,4297.948613,4315.38451,4172.30759,4286.153741,4234.358871,4246.153742,4307.179382,4206.666564,4191.281949,4179.487077,4166.666565
96,0,4253.84605,4348.717842,4278.461434,4310.769125,4327.179381,4194.358872,4305.64092,4243.076819,4259.999896,4325.64092,4221.538358,4213.846051,4192.82041,4193.333231
97,0,4246.153742,4334.358868,4263.589639,4296.410151,4308.205023,4183.589641,4284.102459,4225.640922,4239.999896,4305.1281,4212.82041,4186.153744,4182.564,4172.820411
98,0,4246.666563,4317.948612,4258.461434,4289.743485,4299.487074,4175.897334,4266.666562,4218.461435,4229.230666,4291.281946,4207.179384,4171.281949,4178.974257,4152.820411
99,0,4228.717845,4278.974254,4237.948614,4254.35887,4259.487075,4156.410155,4240.512717,4211.794769,4225.640922,4258.461434,4194.358872,4154.358873,4166.153744,4112.820412
100,0,4228.205025,4259.487075,4230.256307,4232.820409,4229.230666,4156.922975,4237.435794,4217.435794,4229.230666,4233.84605,4197.435795,4139.487078,4166.666565,4090.769131
101,0,4240.512717,4246.666563,4237.435794,4226.153743,4212.307589,4164.102462,4230.769127,4221.025538,4228.205025,4226.666563,4207.179384,4132.307591,4178.461436,4095.897336
102,0,4240.512717,4229.743486,4241.025537,4213.33323,4196.922974,4160.512719,4216.410153,4215.897333,4229.743486,4211.281948,4208.717846,4121.538361,4176.922975,4086.153746
103,0,4236.410153,4227.179384,4242.563999,4206.153743,4193.846051,4159.999898,4213.846051,4217.435794,4235.384512,4198.461436,4205.640923,4118.974258,4168.717847,4074.871695
104,0,4234.358871,4219.999897,4233.84605,4195.897333,4180.512718,4160.512719,4208.717846,4209.230666,4221.025538,4181.025539,4202.051179,4105.128105,4170.256308,4068.205029
105,0,4252.820409,4237.435794,4249.743486,4219.487076,4196.410154,4176.922975,4219.999897,4215.384512,4230.769127,4204.102461,4222.051179,4128.205027,4191.281949,4097.948618
106,0,4251.794768,4238.974255,4246.666563,4218.974256,4199.999897,4173.846052,4214.871692,4215.897333,4237.948614,4204.102461,4219.999897,4132.307591,4185.640923,4089.74349
107,0,4265.128101,4261.538357,4257.435793,4234.871691,4223.07682,4190.769128,4238.461435,4239.487076,4259.487075,4226.666563,4226.666563,4138.974258,4186.153744,4090.769131
108,0,4265.640921,4274.87169,4256.410152,4252.307588,4237.948614,4197.948615,4255.384511,4241.538358,4257.948614,4250.769127,4228.205025,4141.02554,4189.743487,4095.897336
109,0,4282.051177,4304.102459,4272.820408,4281.538357,4274.87169,4216.410153,4271.281947,4248.205024,4264.61528,4290.769126,4247.179383,4170.256308,4206.666564,4112.820412
110,0,4270.769126,4306.666561,4263.589639,4274.87169,4278.461434,4197.435795,4263.589639,4232.307589,4245.128101,4294.358869,4236.922973,4171.281949,4191.281949,4101.025541
111,0,4280.512716,4335.89733,4278.974254,4299.999895,4301.538356,4199.487077,4289.743485,4246.666563,4257.948614,4320.512715,4247.179383,4191.281949,4196.410154,4117.435797
112,0,4273.333229,4336.41015,4277.948613,4302.563997,4304.102459,4197.948615,4286.153741,4241.538358,4254.871691,4316.922971,4241.538358,4193.333231,4198.974256,4107.179387
113,0,4287.179382,4357.435791,4300.512715,4321.538356,4327.692202,4222.051179,4297.948613,4248.205024,4266.666562,4337.948612,4250.256306,4217.435794,4211.794769,4114.871694
114,0,4283.589639,4351.794765,4295.897331,4318.974253,4317.948612,4212.82041,4289.743485,4244.615281,4265.128101,4342.051176,4252.307588,4215.384512,4204.102461,4108.717848
115,0,4293.333228,4361.538355,4306.153741,4332.820407,4328.205022,4224.615281,4308.717843,4262.563998,4284.102459,4358.974252,4270.256306,4234.871691,4213.846051,4125.128104
116,0,4285.640921,4343.589637,4295.38451,4314.358869,4315.89733,4218.461435,4297.948613,4256.410152,4278.974254,4341.025535,4258.461434,4220.512717,4205.128102,4103.589643
117,0,4288.717844,4331.281945,4292.307587,4304.102459,4306.153741,4210.769128,4287.692203,4245.640922,4263.589639,4319.487074,4247.692204,4201.538359,4195.897333,4089.230669
118,0,4287.692203,4311.281946,4282.563998,4289.743485,4278.974254,4201.538359,4272.307588,4243.076819,4258.461434,4300.512715,4247.179383,4185.640923,4190.256308,4072.820413
119,0,4276.922972,4280.512716,4267.179383,4256.922973,4238.974255,4196.922974,4248.717845,4238.461435,4258.974255,4268.205024,4243.076819,4165.128103,4187.692205,4045.640927
120,0,4257.948614,4241.538358,4247.692204,4214.871692,4197.948615,4178.461436,4212.82041,4217.948615,4235.384512,4218.461435,4227.179384,4136.922976,4178.461436,4022.564004
121,0,4244.10246,4212.82041,4236.922973,4194.871692,4176.410154,4167.692206,4204.102461,4206.666564,4213.33323,4188.205026,4217.948615,4123.076822,4167.692206,4004.615287
122,0,4257.435793,4217.948615,4250.769127,4212.82041,4186.666564,4183.589641,4223.58964,4226.153743,4234.358871,4206.153743,4227.692204,4141.53836,4174.358872,4013.333235
123,0,4260.512716,4218.461435,4250.769127,4208.717846,4179.999898,4184.615282,4216.922974,4227.692204,4244.10246,4200.512718,4228.205025,4131.794771,4179.487077,4006.666569
124,0,4261.538357,4234.871691,4261.538357,4218.461435,4195.897333,4191.281949,4225.640922,4233.33323,4248.205024,4214.871692,4238.974255,4140.512719,4186.666564,4021.025543
125,0,4238.461435,4219.487076,4246.666563,4208.717846,4186.666564,4179.487077,4214.358871,4222.051179,4228.717845,4205.640923,4224.615281,4131.794771,4168.717847,4010.256312
126,0,4236.922973,4226.153743,4243.58964,4216.410153,4198.461436,4179.999898,4216.922974,4225.640922,4234.871691,4212.82041,4220.512717,4131.794771,4164.615283,4001.538364
127,0,4230.256307,4247.692204,4238.461435,4230.769127,4229.230666,4175.384513,4235.897332,4221.025538,4232.820409,4230.256307,4219.487076,4142.564001,4163.589642,4005.128107
128,0,4251.794768,4293.333228,4261.538357,4275.897331,4286.666562,4207.692205,4280.512716,4243.58964,4253.333229,4282.563998,4244.10246,4185.128103,4183.589641,4049.23067
0,0,4248.717845,4297.435792,4257.948614,4281.025536,4292.307587,4212.307589,4281.538357,4242.051178,4254.35887,4295.897331,4235.897332,4179.487077,4177.435795,4056.410157
1,0,4251.794768,4310.769125,4268.205024,4292.307587,4307.179382,4216.922974,4294.87169,4251.794768,4267.692203,4315.89733,4237.435794,4185.128103,4179.487077,4063.589644
2,0,4243.076819,4305.64092,4257.948614,4286.666562,4305.64092,4203.07682,4284.61528,4236.922973,4249.230665,4303.076818,4228.717845,4177.948616,4171.281949,4058.461439
3,0,4254.871691,4325.64092,4268.205024,4303.589638,4323.076817,4213.33323,4294.87169,4232.820409,4245.640922,4309.743484,4232.820409,4185.640923,4176.922975,4078.974259
4,0,4225.640922,4289.230664,4243.58964,4269.230665,4288.205023,4187.692205,4266.666562,4210.256307,4228.205025,4287.692203,4211.281948,4151.79477,4157.948616,4044.102465
5,0,4206.666564,4265.128101,4233.33323,4251.794768,4270.256306,4175.384513,4250.769127,4203.07682,4217.435794,4276.922972,4197.948615,4141.02554,4142.564001,4029.230671
6,0,4206.666564,4258.974255,4232.820409,4243.58964,4268.205024,4174.871693,4243.076819,4202.051179,4213.846051,4270.256306,4192.30759,4139.999899,4134.358873,4028.20503
7,0,4217.435794,4254.35887,4235.897332,4232.307589,4263.076819,4185.128103,4254.35887,4219.487076,4234.871691,4271.281947,4205.640923,4144.102463,4147.692206,4033.846055
8,0,4201.025538,4216.410153,4206.153743,4200.512718,4220.512717,4171.79477,4236.922973,4219.999897,4228.205025,4235.897332,4203.589641,4120.51272,4146.153745,4012.307594
9,0,4197.948615,4205.640923,4200.512718,4193.333231,4207.179384,4174.358872,4232.820409,4216.410153,4206.153743,4197.435795,4203.589641,4105.128105,4144.102463,3993.333236
10,0,4222.051179,4217.435794,4233.84605,4205.128102,4224.615281,4200.512718,4248.717845,4232.307589,4215.384512,4207.692205,4225.128102,4127.179386,4160.512719,4010.769133
11,0,4224.615281,4199.487077,4233.84605,4194.871692,4207.692205,4208.205025,4247.692204,4241.025537,4227.692204,4209.743487,4228.205025,4122.564002,4163.076821,4006.666569
12,0,4212.307589,4195.897333,4217.435794,4190.256308,4197.948615,4204.615282,4239.999896,4244.615281,4232.307589,4206.153743,4219.487076,4114.871694,4152.307591,3999.999902
