title:C                                                                               , recorded:01.07.20 13.25.12, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
108,0,4250.769127,4274.35887,4242.563999,4257.435793,4265.640921,4235.897332,4242.563999,4241.538358,4238.461435,4288.205023,4255.384511,4264.10246,4234.358871,4256.922973
109,0,4255.897332,4282.051177,4242.563999,4266.666562,4261.538357,4236.922973,4241.538358,4245.640922,4245.128101,4285.640921,4255.897332,4263.076819,4236.922973,4253.84605
110,0,4256.922973,4277.435793,4243.076819,4267.692203,4265.128101,4237.435794,4242.563999,4242.563999,4248.717845,4277.435793,4255.384511,4261.538357,4234.358871,4263.076819
111,0,4254.35887,4259.487075,4242.563999,4260.512716,4266.666562,4234.871691,4240.512717,4239.999896,4246.666563,4282.563998,4261.538357,4266.666562,4238.974255,4267.179383
112,0,4256.410152,4252.307588,4245.128101,4266.153742,4266.153742,4235.897332,4236.410153,4242.563999,4244.10246,4282.563998,4262.563998,4267.692203,4244.10246,4261.538357
113,0,4257.948614,4247.179383,4253.84605,4277.435793,4261.025537,4238.974255,4241.538358,4247.179383,4247.692204,4269.230665,4258.974255,4265.640921,4239.487076,4263.589639
114,0,4256.922973,4232.307589,4256.410152,4272.820408,4255.384511,4242.051178,4244.10246,4246.666563,4246.666563,4267.179383,4255.384511,4264.61528,4235.384512,4268.717844
115,0,4259.487075,4226.666563,4250.256306,4268.717844,4255.897332,4239.999896,4237.948614,4239.999896,4242.051178,4273.333229,4253.333229,4259.487075,4237.435794,4264.10246
116,0,4253.84605,4217.948615,4241.025537,4267.179383,4252.307588,4226.153743,4231.281948,4232.307589,4236.410153,4259.999896,4247.692204,4246.666563,4232.307589,4253.333229
117,0,4247.179383,4207.692205,4239.487076,4261.025537,4247.692204,4223.07682,4234.871691,4232.307589,4232.307589,4243.076819,4244.10246,4242.563999,4227.692204,4248.717845
118,0,4248.717845,4210.256307,4247.179383,4262.563998,4238.461435,4233.33323,4236.410153,4237.435794,4230.256307,4236.410153,4244.10246,4247.179383,4227.692204,4251.281947
119,0,4250.256306,4213.33323,4251.281947,4273.333229,4240.512717,4237.435794,4231.794768,4232.307589,4227.179384,4228.717845,4241.538358,4246.153742,4225.640922,4256.922973
120,0,4247.692204,4208.717846,4247.692204,4274.87169,4255.897332,4236.410153,4232.307589,4227.179384,4227.179384,4227.692204,4243.58964,4244.10246,4225.128102,4258.461434
121,0,4246.153742,4208.717846,4242.563999,4268.717844,4254.35887,4236.410153,4233.84605,4230.256307,4227.692204,4231.281948,4248.205024,4245.640922,4229.743486,4252.820409
122,0,4245.640922,4210.769128,4240.512717,4266.666562,4237.435794,4233.33323,4228.205025,4230.256307,4225.640922,4226.666563,4243.076819,4247.692204,4228.205025,4247.179383
123,0,4241.538358,4208.205025,4238.461435,4267.179383,4226.666563,4228.717845,4223.58964,4229.743486,4225.128102,4224.102461,4235.384512,4245.640922,4221.538358,4242.563999
124,0,4239.999896,4212.307589,4236.410153,4265.640921,4229.230666,4230.769127,4226.666563,4239.487076,4231.281948,4230.769127,4236.410153,4242.051178,4221.538358,4238.974255
125,0,4239.487076,4216.922974,4231.794768,4261.025537,4235.384512,4233.33323,4227.179384,4236.410153,4229.743486,4224.615281,4236.410153,4237.435794,4221.025538,4235.384512
126,0,4239.999896,4215.384512,4236.922973,4263.589639,4239.999896,4234.871691,4234.358871,4227.692204,4224.102461,4219.999897,4236.922973,4243.076819,4221.538358,4241.538358
127,0,4234.871691,4206.666564,4237.948614,4265.128101,4231.281948,4229.743486,4234.871691,4227.692204,4222.563999,4221.538358,4235.897332,4244.615281,4221.538358,4239.487076
128,0,4235.897332,4209.743487,4237.435794,4266.666562,4227.692204,4230.256307,4229.743486,4230.256307,4228.205025,4219.487076,4238.461435,4246.153742,4225.640922,4240.512717
0,0,4235.384512,4209.743487,4236.410153,4262.563998,4217.948615,4235.384512,4225.640922,4224.102461,4223.58964,4204.615282,4231.281948,4243.58964,4225.128102,4240.512717
1,0,4228.717845,4204.102461,4230.769127,4255.384511,4210.769128,4231.281948,4226.666563,4222.563999,4215.384512,4198.974256,4222.051179,4235.897332,4218.974256,4234.358871
2,0,4221.025538,4201.025538,4224.102461,4249.230665,4221.025538,4227.179384,4226.153743,4226.666563,4221.025538,4205.128102,4224.615281,4228.717845,4216.410153,4229.743486
3,0,4230.256307,4215.384512,4231.281948,4258.974255,4239.487076,4237.948614,4232.307589,4230.769127,4231.281948,4210.256307,4235.897332,4238.974255,4223.58964,4237.948614
4,0,4238.461435,4227.179384,4238.461435,4270.769126,4235.897332,4240.512717,4232.307589,4231.794768,4227.179384,4203.589641,4231.794768,4244.615281,4225.128102,4239.999896
5,0,4237.435794,4224.615281,4239.487076,4270.769126,4221.025538,4237.435794,4230.769127,4232.820409,4233.84605,4210.769128,4232.307589,4241.538358,4226.153743,4240.512717
6,0,4235.897332,4215.897333,4236.922973,4266.153742,4224.615281,4237.948614,4235.897332,4236.922973,4251.281947,4227.692204,4243.076819,4239.999896,4234.358871,4245.128101
7,0,4234.358871,4205.128102,4228.717845,4259.487075,4237.435794,4235.384512,4236.410153,4239.999896,4246.666563,4223.07682,4237.948614,4234.358871,4234.358871,4241.538358
8,0,4232.820409,4202.051179,4224.102461,4256.410152,4233.84605,4231.794768,4231.794768,4236.410153,4236.410153,4212.307589,4230.769127,4232.307589,4228.205025,4238.974255
9,0,4237.948614,4212.307589,4231.794768,4263.589639,4224.615281,4239.487076,4239.999896,4237.948614,4245.128101,4214.871692,4234.871691,4239.999896,4226.666563,4243.58964
10,0,4243.076819,4218.461435,4236.922973,4268.717844,4237.948614,4247.179383,4251.794768,4245.640922,4254.35887,4222.563999,4239.487076,4245.128101,4233.84605,4246.666563
11,0,4235.384512,4205.128102,4230.256307,4258.461434,4245.640922,4237.948614,4243.076819,4242.563999,4249.230665,4225.128102,4240.512717,4241.025537,4240.512717,4245.128101
12,0,4233.84605,4203.589641,4231.794768,4259.999896,4230.256307,4229.743486,4233.84605,4237.948614,4247.179383,4223.58964,4239.487076,4242.563999,4235.897332,4242.563999
13,0,4242.563999,4209.743487,4239.999896,4269.230665,4227.692204,4236.922973,4241.025537,4243.076819,4253.333229,4218.974256,4235.897332,4248.717845,4229.743486,4243.076819
14,0,4246.666563,4193.333231,4245.128101,4265.128101,4238.461435,4247.179383,4254.871691,4251.281947,4261.538357,4233.33323,4245.128101,4257.435793,4240.512717,4253.333229
15,0,4232.820409,4165.640924,4234.358871,4250.769127,4226.153743,4237.948614,4246.666563,4242.051178,4252.820409,4236.410153,4243.076819,4249.743486,4240.512717,4249.743486
16,0,4223.58964,4162.05118,4228.205025,4251.794768,4216.410153,4233.84605,4237.435794,4236.410153,4243.076819,4217.948615,4229.230666,4239.999896,4228.205025,4237.948614
17,0,4229.230666,4162.564001,4234.358871,4256.410152,4229.743486,4242.051178,4242.051178,4247.179383,4247.692204,4213.846051,4231.281948,4245.640922,4231.281948,4237.948614
18,0,4236.410153,4151.79477,4241.538358,4257.435793,4241.025537,4240.512717,4250.256306,4255.897332,4252.307588,4232.307589,4242.051178,4254.871691,4241.025537,4244.10246
19,0,4225.128102,4133.846053,4234.358871,4252.820409,4232.307589,4232.820409,4246.153742,4249.743486,4244.615281,4229.743486,4233.33323,4244.10246,4231.794768,4239.487076
20,0,4213.846051,4123.076822,4228.717845,4247.692204,4222.563999,4237.435794,4239.999896,4243.58964,4237.435794,4216.922974,4223.58964,4232.820409,4221.538358,4234.871691
21,0,4212.82041,4112.820412,4229.230666,4241.538358,4214.358871,4232.820409,4228.717845,4238.461435,4234.358871,4215.384512,4222.051179,4230.769127,4221.025538,4226.666563
22,0,4218.974256,4108.717848,4229.743486,4243.076819,4211.281948,4222.563999,4225.640922,4233.33323,4241.025537,4220.512717,4225.640922,4233.84605,4225.640922,4224.615281
