title:JTA                                                                             , recorded:03.07.20 14.22.19, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
1,0,4211.281948,4225.128102,4213.33323,4226.666563,4227.692204,4231.281948,4225.640922,4225.128102,4222.051179,4216.410153,4209.743487,4194.358872,4215.897333,4199.999897
2,0,4215.897333,4235.384512,4217.948615,4230.256307,4230.256307,4234.358871,4228.717845,4231.281948,4228.717845,4228.717845,4217.435794,4194.358872,4218.974256,4203.07682
3,0,4215.384512,4231.281948,4216.410153,4236.922973,4233.33323,4233.84605,4230.769127,4232.307589,4228.205025,4229.743486,4217.948615,4195.384513,4221.025538,4203.07682
4,0,4202.564,4227.692204,4203.589641,4228.205025,4231.281948,4231.281948,4219.999897,4218.461435,4216.922974,4215.384512,4203.07682,4185.640923,4213.846051,4195.897333
5,0,4200.512718,4236.410153,4201.025538,4221.538358,4227.692204,4228.717845,4213.846051,4216.410153,4217.435794,4216.922974,4201.025538,4180.512718,4214.358871,4195.384513
6,0,4214.358871,4247.692204,4212.82041,4229.743486,4229.743486,4229.230666,4227.692204,4233.33323,4231.794768,4231.794768,4218.461435,4195.384513,4223.07682,4206.666564
7,0,4219.999897,4252.820409,4217.948615,4233.84605,4235.897332,4235.384512,4234.871691,4235.384512,4233.84605,4235.384512,4220.512717,4202.051179,4225.640922,4209.230666
8,0,4207.179384,4245.128101,4211.281948,4230.256307,4229.743486,4229.743486,4220.512717,4218.974256,4219.487076,4220.512717,4202.564,4188.205026,4215.897333,4200.512718
9,0,4198.461436,4243.076819,4210.256307,4227.179384,4218.974256,4217.948615,4214.358871,4215.384512,4214.358871,4210.256307,4198.974256,4184.102462,4208.205025,4199.487077
10,0,4201.025538,4256.922973,4208.717846,4221.025538,4223.07682,4221.025538,4219.487076,4221.538358,4217.948615,4213.33323,4203.07682,4188.717846,4210.256307,4201.538359
11,0,4201.538359,4263.589639,4202.051179,4215.384512,4227.179384,4228.717845,4218.461435,4217.435794,4214.871692,4213.33323,4200.512718,4185.640923,4211.281948,4199.487077
12,0,4208.205025,4267.179383,4208.717846,4224.615281,4229.230666,4228.717845,4222.563999,4219.487076,4218.461435,4218.461435,4206.666564,4189.230667,4215.384512,4207.179384
13,0,4224.102461,4282.563998,4223.07682,4242.563999,4241.025537,4232.820409,4235.384512,4234.358871,4235.384512,4237.435794,4221.538358,4203.07682,4227.692204,4221.025538
14,0,4224.615281,4284.61528,4224.102461,4246.153742,4243.076819,4231.281948,4230.256307,4232.307589,4233.33323,4237.948614,4224.615281,4203.589641,4233.33323,4221.025538
15,0,4214.871692,4276.410152,4215.897333,4237.948614,4229.743486,4216.410153,4214.871692,4213.33323,4217.435794,4218.974256,4215.897333,4196.410154,4229.230666,4215.897333
16,0,4226.666563,4290.256305,4218.461435,4237.948614,4229.230666,4218.461435,4214.871692,4213.33323,4219.999897,4221.538358,4216.410153,4200.512718,4230.256307,4224.102461
17,0,4236.410153,4301.025536,4221.538358,4241.025537,4235.384512,4228.205025,4221.025538,4221.025538,4224.102461,4229.230666,4220.512717,4205.128102,4237.435794,4227.692204
18,0,4222.051179,4294.358869,4214.358871,4235.384512,4229.743486,4221.538358,4218.461435,4214.871692,4214.871692,4216.922974,4212.307589,4194.358872,4230.256307,4215.384512
19,0,4212.82041,4290.256305,4212.307589,4229.743486,4229.743486,4215.897333,4216.922974,4211.794769,4212.82041,4211.281948,4204.102461,4189.230667,4220.512717,4211.794769
20,0,4217.948615,4287.179382,4215.384512,4228.717845,4227.179384,4217.435794,4217.948615,4217.435794,4217.435794,4216.922974,4207.692205,4197.435795,4223.07682,4215.384512
21,0,4217.435794,4287.692203,4213.33323,4225.128102,4215.897333,4212.82041,4216.410153,4215.897333,4214.871692,4213.33323,4211.281948,4199.999897,4225.640922,4211.794769
22,0,4216.410153,4297.435792,4214.358871,4228.205025,4221.025538,4216.410153,4219.487076,4216.922974,4216.922974,4215.384512,4215.897333,4199.487077,4228.717845,4215.384512
23,0,4220.512717,4297.435792,4216.922974,4228.205025,4226.153743,4218.461435,4222.051179,4215.897333,4215.897333,4217.435794,4216.410153,4203.589641,4230.769127,4219.999897
24,0,4217.948615,4288.205023,4209.230666,4218.461435,4213.846051,4205.128102,4214.358871,4206.153743,4207.179384,4203.589641,4204.102461,4201.025538,4222.563999,4209.230666
25,0,4214.358871,4292.307587,4207.692205,4217.435794,4211.794769,4206.153743,4212.307589,4209.230666,4211.794769,4204.102461,4205.128102,4196.922974,4221.538358,4208.717846
26,0,4217.435794,4304.102459,4217.948615,4222.051179,4221.025538,4219.999897,4218.461435,4218.461435,4222.051179,4221.025538,4222.563999,4201.025538,4234.358871,4221.538358
27,0,4217.435794,4308.205023,4218.461435,4222.051179,4218.974256,4215.384512,4220.512717,4216.410153,4218.974256,4218.974256,4217.435794,4202.051179,4230.256307,4219.487076
28,0,4214.358871,4306.666561,4210.256307,4218.974256,4213.33323,4201.025538,4213.33323,4208.717846,4209.230666,4202.564,4199.487077,4194.871692,4215.897333,4207.692205
29,0,4214.871692,4308.205023,4208.205025,4221.538358,4216.922974,4199.487077,4206.153743,4205.128102,4206.153743,4201.538359,4202.564,4191.281949,4221.025538,4209.230666
30,0,4206.666564,4304.615279,4204.615282,4217.948615,4215.384512,4202.051179,4207.692205,4206.153743,4203.07682,4202.564,4199.487077,4188.205026,4210.769128,4201.025538
31,0,4196.410154,4292.820408,4201.025538,4203.07682,4206.666564,4201.025538,4214.358871,4210.256307,4202.051179,4197.435795,4189.230667,4189.230667,4194.358872,4187.692205
32,0,4204.615282,4294.358869,4207.692205,4203.07682,4201.538359,4200.512718,4215.897333,4213.33323,4209.230666,4205.640923,4205.128102,4198.461436,4219.999897,4203.07682
33,0,4209.743487,4298.974254,4207.179384,4212.82041,4198.461436,4197.948615,4209.743487,4209.743487,4209.743487,4212.82041,4218.974256,4197.435795,4241.538358,4216.922974
34,0,4199.487077,4289.230664,4201.538359,4207.179384,4200.512718,4199.999897,4209.230666,4211.281948,4208.205025,4211.794769,4213.33323,4192.30759,4232.820409,4205.640923
35,0,4193.846051,4277.948613,4201.025538,4195.897333,4201.025538,4200.512718,4214.358871,4214.871692,4212.307589,4213.33323,4211.281948,4195.897333,4231.794768,4195.897333
