title:K                                                                               , recorded:02.07.20 11.54.17, sampling:128, subject:K                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
113,0,4235.384512,4236.922973,4217.435794,4095.897336,4215.897333,4212.82041,4239.487076,4213.33323,4221.025538,4218.461435,4193.333231,4229.743486,4198.974256,4232.820409
114,0,4233.33323,4236.922973,4214.358871,4094.358874,4216.410153,4215.897333,4236.410153,4214.871692,4219.999897,4217.948615,4187.179385,4228.205025,4201.538359,4230.256307
115,0,4240.512717,4245.128101,4216.922974,4099.9999,4221.025538,4214.871692,4237.435794,4221.538358,4225.128102,4223.07682,4193.846051,4233.33323,4208.717846,4233.33323
116,0,4242.051178,4248.717845,4219.487076,4108.205028,4228.205025,4217.435794,4244.615281,4226.153743,4228.717845,4228.205025,4204.102461,4237.948614,4212.82041,4239.999896
117,0,4236.410153,4242.563999,4215.384512,4101.538361,4228.205025,4222.051179,4244.615281,4227.692204,4237.948614,4223.58964,4203.07682,4237.435794,4214.358871,4240.512717
118,0,4247.179383,4248.205024,4223.58964,4108.205028,4232.820409,4222.563999,4246.153742,4237.435794,4254.35887,4234.358871,4212.307589,4248.717845,4223.07682,4247.692204
119,0,4254.871691,4253.333229,4232.820409,4118.974258,4232.820409,4216.922974,4245.640922,4238.974255,4250.256306,4250.256306,4221.025538,4253.84605,4227.692204,4249.743486
120,0,4255.897332,4256.410152,4234.358871,4123.076822,4229.743486,4215.897333,4246.666563,4236.410153,4242.051178,4254.871691,4223.58964,4252.307588,4229.743486,4246.666563
121,0,4248.717845,4254.871691,4230.256307,4118.974258,4229.230666,4215.384512,4240.512717,4229.743486,4234.358871,4240.512717,4217.948615,4247.692204,4222.563999,4241.025537
122,0,4245.640922,4255.897332,4230.769127,4119.999899,4233.84605,4213.846051,4237.435794,4229.743486,4232.820409,4238.974255,4214.871692,4249.230665,4222.563999,4243.58964
