title:C                                                                               , recorded:01.07.20 13.22.58, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
32,0,4207.179384,4242.563999,4215.897333,4223.07682,4232.307589,4225.128102,4217.435794,4211.281948,4204.615282,4223.58964,4219.487076,4222.563999,4222.051179,4217.948615
33,0,4210.256307,4242.563999,4211.794769,4218.974256,4238.461435,4232.307589,4218.461435,4211.281948,4203.07682,4227.179384,4218.461435,4222.563999,4224.615281,4217.948615
34,0,4218.461435,4245.640922,4214.871692,4223.58964,4216.410153,4224.615281,4213.846051,4207.692205,4194.871692,4233.84605,4210.769128,4213.846051,4220.512717,4214.358871
35,0,4224.102461,4250.256306,4221.538358,4227.179384,4218.461435,4222.563999,4213.846051,4208.205025,4190.256308,4224.102461,4213.846051,4216.410153,4221.538358,4215.384512
36,0,4218.974256,4249.743486,4218.461435,4221.025538,4244.10246,4229.230666,4216.410153,4206.153743,4195.384513,4214.871692,4219.487076,4222.051179,4225.128102,4214.871692
37,0,4215.897333,4251.281947,4217.435794,4223.58964,4239.999896,4226.666563,4214.358871,4202.564,4200.512718,4228.205025,4217.948615,4221.025538,4224.102461,4216.922974
38,0,4218.974256,4253.333229,4219.999897,4228.205025,4214.871692,4220.512717,4209.743487,4205.128102,4194.871692,4229.743486,4212.307589,4216.410153,4220.512717,4217.435794
39,0,4219.487076,4253.333229,4219.999897,4224.615281,4218.461435,4224.102461,4215.384512,4208.205025,4194.358872,4213.33323,4214.871692,4216.410153,4220.512717,4214.871692
40,0,4217.435794,4251.794768,4217.435794,4224.102461,4223.07682,4217.948615,4217.435794,4204.615282,4195.897333,4209.743487,4214.358871,4215.897333,4217.948615,4212.307589
41,0,4217.435794,4251.281947,4217.435794,4226.153743,4211.794769,4211.794769,4211.281948,4206.153743,4192.30759,4222.563999,4208.205025,4214.358871,4216.922974,4210.769128
42,0,4227.179384,4259.487075,4227.179384,4225.640922,4228.205025,4228.717845,4222.563999,4219.487076,4203.589641,4237.948614,4219.999897,4226.153743,4227.692204,4222.563999
43,0,4236.410153,4262.563998,4235.897332,4228.205025,4250.769127,4237.948614,4233.84605,4224.615281,4218.974256,4238.974255,4232.820409,4239.487076,4234.871691,4235.384512
44,0,4237.435794,4257.435793,4235.897332,4232.307589,4235.384512,4224.615281,4225.128102,4218.974256,4216.410153,4231.794768,4226.153743,4241.538358,4228.717845,4230.256307
45,0,4232.307589,4252.820409,4231.281948,4229.230666,4218.974256,4222.563999,4215.384512,4214.358871,4208.205025,4227.179384,4219.487076,4239.487076,4222.563999,4222.051179
46,0,4233.33323,4257.435793,4233.33323,4229.743486,4232.820409,4230.769127,4225.640922,4213.846051,4213.33323,4234.871691,4227.179384,4244.615281,4227.692204,4233.33323
47,0,4229.230666,4248.205024,4229.230666,4228.205025,4222.051179,4220.512717,4224.615281,4209.743487,4209.743487,4229.230666,4224.615281,4240.512717,4228.205025,4232.820409
