title:V                                                                               , recorded:06.07.20 14.00.51, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
19,0,4246.153742,4239.487076,4245.128101,4247.179383,4238.461435,4230.256307,4227.179384,4215.897333,4239.999896,4247.179383,4244.615281,4199.999897,4244.615281,4254.35887
20,0,4224.615281,4234.871691,4248.717845,4243.58964,4234.358871,4225.128102,4220.512717,4209.743487,4236.922973,4246.666563,4228.717845,4201.025538,4246.153742,4248.205024
21,0,4230.256307,4232.820409,4239.487076,4245.128101,4233.33323,4222.563999,4222.563999,4210.256307,4228.205025,4239.487076,4232.307589,4200.512718,4238.974255,4240.512717
22,0,4249.230665,4233.84605,4234.358871,4246.666563,4237.948614,4225.640922,4226.153743,4212.82041,4229.230666,4238.461435,4242.563999,4201.538359,4231.794768,4238.974255
23,0,4242.563999,4233.84605,4236.410153,4248.717845,4239.999896,4224.102461,4222.051179,4208.205025,4230.256307,4242.051178,4234.871691,4196.410154,4235.384512,4250.769127
24,0,4241.025537,4232.307589,4235.384512,4253.84605,4235.897332,4223.07682,4220.512717,4205.640923,4224.615281,4231.281948,4223.58964,4193.846051,4237.435794,4252.307588
25,0,4242.051178,4231.281948,4232.820409,4255.384511,4233.84605,4227.179384,4223.07682,4207.179384,4225.128102,4214.871692,4231.281948,4194.358872,4235.897332,4236.922973
26,0,4214.358871,4232.307589,4229.230666,4246.666563,4237.948614,4229.230666,4224.102461,4206.666564,4227.179384,4226.666563,4244.615281,4191.794769,4246.153742,4230.769127
27,0,4210.769128,4229.743486,4231.281948,4235.384512,4238.461435,4228.717845,4224.615281,4205.128102,4224.102461,4243.58964,4239.487076,4190.256308,4252.820409,4236.410153
28,0,4249.743486,4229.743486,4233.84605,4241.025537,4235.897332,4233.84605,4231.281948,4207.692205,4227.179384,4245.640922,4233.84605,4190.256308,4248.717845,4249.230665
29,0,4257.948614,4234.871691,4229.743486,4258.461434,4236.922973,4237.435794,4234.871691,4211.281948,4233.33323,4247.179383,4238.974255,4189.743487,4246.666563,4256.410152
30,0,4237.435794,4238.461435,4230.256307,4258.974255,4243.076819,4236.922973,4228.717845,4211.281948,4232.820409,4248.205024,4245.128101,4196.410154,4252.820409,4252.820409
31,0,4231.794768,4235.384512,4238.974255,4250.256306,4244.615281,4234.358871,4222.051179,4207.692205,4233.33323,4245.128101,4239.487076,4204.102461,4254.35887,4250.256306
32,0,4228.717845,4231.281948,4236.922973,4254.871691,4243.58964,4234.358871,4225.640922,4209.230666,4237.948614,4245.640922,4234.358871,4198.461436,4250.256306,4254.871691
33,0,4224.615281,4224.102461,4223.58964,4257.948614,4239.999896,4233.33323,4230.769127,4212.307589,4234.358871,4234.871691,4228.205025,4185.640923,4236.922973,4237.948614
34,0,4238.461435,4222.563999,4216.922974,4250.769127,4232.820409,4229.230666,4225.640922,4210.256307,4227.179384,4226.153743,4227.692204,4183.589641,4230.256307,4224.102461
35,0,4253.333229,4229.743486,4226.666563,4247.692204,4231.794768,4229.230666,4221.538358,4211.281948,4232.307589,4238.974255,4240.512717,4194.358872,4240.512717,4242.051178
36,0,4242.051178,4234.871691,4231.794768,4249.230665,4240.512717,4237.948614,4231.281948,4216.922974,4236.410153,4241.538358,4246.153742,4199.999897,4246.153742,4246.153742
37,0,4217.435794,4230.256307,4227.692204,4249.743486,4242.563999,4239.487076,4235.384512,4215.897333,4233.33323,4231.281948,4237.948614,4195.897333,4237.948614,4235.897332
38,0,4223.58964,4227.179384,4227.692204,4242.563999,4237.435794,4228.717845,4226.153743,4207.179384,4228.717845,4231.794768,4230.256307,4201.025538,4231.794768,4244.615281
39,0,4239.487076,4223.58964,4230.769127,4217.948615,4230.256307,4221.025538,4221.025538,4199.487077,4227.179384,4227.692204,4220.512717,4201.538359,4229.743486,4242.051178
40,0,4222.563999,4214.871692,4223.58964,4204.102461,4224.615281,4221.538358,4226.666563,4199.487077,4222.563999,4221.025538,4216.410153,4186.666564,4226.666563,4227.692204
41,0,4214.871692,4213.846051,4221.025538,4221.538358,4223.07682,4224.615281,4228.717845,4206.153743,4220.512717,4228.717845,4228.205025,4178.974257,4228.205025,4236.410153
42,0,4227.179384,4220.512717,4225.640922,4235.897332,4224.615281,4227.179384,4227.179384,4207.179384,4223.07682,4233.33323,4231.281948,4184.102462,4227.692204,4240.512717
43,0,4219.999897,4219.487076,4221.025538,4229.230666,4226.153743,4222.563999,4224.102461,4198.974256,4222.051179,4219.487076,4217.435794,4184.102462,4218.461435,4226.153743
44,0,4214.358871,4215.384512,4219.487076,4227.179384,4228.717845,4218.461435,4221.025538,4196.410154,4222.051179,4212.82041,4219.999897,4181.025539,4219.999897,4227.179384
45,0,4236.922973,4225.128102,4227.692204,4233.33323,4229.743486,4223.07682,4225.128102,4207.692205,4230.256307,4223.58964,4228.717845,4187.179385,4236.922973,4236.410153
46,0,4243.076819,4231.281948,4232.307589,4233.84605,4225.640922,4224.102461,4228.205025,4209.743487,4231.281948,4231.281948,4221.025538,4194.871692,4237.435794,4235.897332
47,0,4238.461435,4230.256307,4237.948614,4235.897332,4228.717845,4227.692204,4233.33323,4208.205025,4229.230666,4230.769127,4227.692204,4201.025538,4228.717845,4244.615281
48,0,4237.435794,4230.769127,4242.563999,4235.897332,4231.281948,4236.922973,4238.461435,4218.461435,4238.974255,4233.33323,4245.640922,4203.07682,4232.820409,4261.025537
49,0,4227.692204,4230.769127,4231.794768,4229.230666,4229.743486,4236.410153,4234.358871,4222.563999,4243.076819,4237.948614,4247.179383,4198.461436,4242.051178,4264.10246
50,0,4231.281948,4230.256307,4230.256307,4237.435794,4232.307589,4227.179384,4226.666563,4210.256307,4236.410153,4234.358871,4236.922973,4195.897333,4243.58964,4244.10246
51,0,4249.230665,4233.33323,4237.435794,4249.743486,4236.922973,4228.717845,4231.281948,4209.743487,4235.897332,4232.307589,4237.435794,4198.461436,4243.076819,4235.384512
52,0,4242.051178,4224.615281,4230.256307,4241.025537,4226.666563,4230.769127,4234.358871,4217.435794,4237.948614,4229.743486,4231.281948,4194.358872,4232.307589,4243.58964
53,0,4212.307589,4215.384512,4217.948615,4233.84605,4218.974256,4223.58964,4228.205025,4212.82041,4233.84605,4229.230666,4218.461435,4182.564,4222.051179,4249.230665
54,0,4206.153743,4224.615281,4228.205025,4246.666563,4228.717845,4219.487076,4222.563999,4207.692205,4235.384512,4237.948614,4224.615281,4183.589641,4230.256307,4241.025537
55,0,4226.153743,4234.871691,4235.384512,4249.230665,4233.33323,4222.051179,4223.07682,4212.307589,4236.922973,4232.820409,4238.461435,4191.281949,4243.58964,4234.358871
56,0,4239.487076,4228.717845,4224.102461,4238.461435,4226.666563,4224.102461,4226.153743,4211.281948,4233.84605,4214.358871,4235.897332,4185.640923,4234.871691,4239.999896
57,0,4236.410153,4222.051179,4224.102461,4234.358871,4226.666563,4224.102461,4228.717845,4208.717846,4230.769127,4225.640922,4229.230666,4180.512718,4225.128102,4245.640922
58,0,4230.256307,4221.025538,4233.33323,4235.384512,4228.205025,4223.07682,4229.230666,4211.794769,4233.33323,4253.84605,4232.820409,4189.230667,4238.461435,4243.58964
59,0,4228.717845,4225.640922,4229.230666,4238.974255,4226.666563,4226.153743,4227.692204,4213.846051,4237.948614,4251.794768,4241.025537,4199.999897,4247.692204,4246.666563
60,0,4232.820409,4233.84605,4226.153743,4243.58964,4231.794768,4227.179384,4225.640922,4208.205025,4237.948614,4235.384512,4241.538358,4201.025538,4245.128101,4257.435793
61,0,4246.153742,4238.461435,4232.820409,4247.179383,4236.410153,4223.58964,4222.051179,4204.615282,4231.281948,4233.33323,4235.384512,4197.435795,4251.794768,4256.922973
62,0,4253.333229,4240.512717,4232.820409,4250.769127,4233.33323,4223.07682,4222.563999,4207.692205,4229.230666,4241.025537,4238.461435,4195.384513,4252.820409,4259.487075
63,0,4236.410153,4237.948614,4225.640922,4240.512717,4229.743486,4221.538358,4223.58964,4205.128102,4228.717845,4232.820409,4238.461435,4186.153744,4233.33323,4259.999896
64,0,4224.615281,4226.666563,4220.512717,4228.205025,4226.153743,4219.487076,4221.538358,4198.974256,4221.025538,4210.256307,4216.922974,4172.820411,4224.615281,4226.666563
65,0,4222.563999,4214.871692,4219.999897,4237.435794,4223.07682,4215.897333,4216.922974,4197.435795,4217.948615,4208.205025,4206.666564,4171.79477,4229.230666,4208.205025
