title:K                                                                               , recorded:02.07.20 11.52.27, sampling:128, subject:K                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
22,0,4229.743486,4232.820409,4183.076821,4203.07682,4210.769128,4230.256307,4205.640923,4210.769128,4195.897333,4184.615282,4199.487077,4203.589641,4178.461436,4224.615281
23,0,4236.410153,4247.179383,4191.794769,4202.564,4222.563999,4235.897332,4215.384512,4217.435794,4207.692205,4195.897333,4206.153743,4214.871692,4186.666564,4229.230666
24,0,4249.230665,4257.435793,4201.538359,4214.358871,4222.563999,4236.922973,4226.666563,4230.256307,4221.538358,4211.281948,4216.922974,4228.717845,4199.487077,4243.076819
25,0,4247.179383,4249.230665,4195.384513,4210.769128,4209.230666,4231.281948,4210.256307,4222.051179,4207.692205,4199.999897,4206.666564,4223.07682,4186.153744,4239.999896
26,0,4233.84605,4236.922973,4186.666564,4197.435795,4204.102461,4226.666563,4197.435795,4207.692205,4188.717846,4177.948616,4192.82041,4209.743487,4167.692206,4221.025538
27,0,4229.743486,4235.897332,4188.205026,4198.974256,4207.179384,4227.692204,4205.128102,4208.717846,4189.743487,4175.384513,4193.333231,4208.717846,4170.256308,4214.871692
28,0,4229.230666,4236.410153,4186.153744,4198.974256,4208.205025,4226.153743,4205.640923,4208.717846,4189.230667,4173.846052,4187.692205,4205.640923,4164.615283,4214.871692
29,0,4227.692204,4234.871691,4183.589641,4192.30759,4202.564,4221.025538,4199.487077,4203.589641,4185.640923,4172.30759,4185.128103,4201.025538,4152.820411,4211.281948
30,0,4231.281948,4236.410153,4188.205026,4194.358872,4202.051179,4222.051179,4202.051179,4206.666564,4189.230667,4180.512718,4194.358872,4205.128102,4163.589642,4214.871692
31,0,4237.948614,4238.461435,4193.846051,4202.051179,4205.128102,4225.640922,4202.564,4212.82041,4194.871692,4189.230667,4203.589641,4216.410153,4183.076821,4226.666563
