title:JTA                                                                             , recorded:03.07.20 13.45.00, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
49,0,4239.999896,4313.333228,4218.974256,4227.692204,4262.563998,4218.461435,4219.999897,4213.33323,4223.07682,4211.794769,4210.256307,4216.922974,4211.281948,4227.692204
50,0,4231.281948,4298.974254,4229.743486,4205.128102,4286.153741,4217.435794,4218.461435,4213.846051,4229.743486,4207.692205,4218.974256,4217.435794,4215.384512,4234.871691
51,0,4227.179384,4294.358869,4233.33323,4196.922974,4273.846049,4213.846051,4216.922974,4215.897333,4222.051179,4193.846051,4211.281948,4216.410153,4206.666564,4225.128102
52,0,4232.820409,4298.461433,4218.974256,4217.435794,4263.589639,4211.794769,4215.897333,4207.692205,4221.025538,4205.640923,4200.512718,4214.871692,4204.615282,4214.871692
53,0,4236.410153,4297.435792,4211.281948,4230.256307,4256.410152,4215.384512,4214.871692,4199.487077,4229.230666,4223.58964,4207.692205,4212.82041,4212.82041,4224.615281
54,0,4236.410153,4297.948613,4224.102461,4209.230666,4253.333229,4217.435794,4215.384512,4202.564,4224.615281,4204.615282,4219.487076,4213.846051,4218.974256,4234.871691
55,0,4230.256307,4294.358869,4231.794768,4173.333231,4270.256306,4214.871692,4211.794769,4205.128102,4216.410153,4182.564,4207.179384,4210.769128,4212.82041,4220.512717
56,0,4218.974256,4284.61528,4218.461435,4172.30759,4268.205024,4214.871692,4202.051179,4200.512718,4216.922974,4191.794769,4192.82041,4199.487077,4203.07682,4205.640923
57,0,4216.922974,4279.999895,4212.307589,4191.794769,4246.153742,4215.384512,4196.922974,4200.512718,4218.974256,4197.948615,4203.589641,4197.435795,4205.128102,4214.871692
58,0,4218.974256,4268.205024,4226.153743,4173.846052,4249.230665,4210.769128,4202.051179,4205.640923,4225.640922,4206.666564,4204.615282,4203.07682,4206.153743,4215.384512
59,0,4212.82041,4257.948614,4228.717845,4141.53836,4259.487075,4210.256307,4198.461436,4202.051179,4222.563999,4216.922974,4184.615282,4198.461436,4194.358872,4199.999897
60,0,4217.948615,4276.410152,4224.102461,4152.820411,4256.410152,4218.461435,4194.871692,4201.025538,4216.922974,4201.538359,4190.256308,4197.435795,4202.051179,4209.743487
61,0,4244.615281,4303.076818,4232.307589,4171.281949,4257.948614,4214.871692,4197.435795,4205.640923,4224.615281,4188.717846,4214.871692,4212.82041,4228.205025,4243.076819
62,0,4267.179383,4315.89733,4236.922973,4176.410154,4261.538357,4204.102461,4196.410154,4207.692205,4228.205025,4212.307589,4215.384512,4224.615281,4229.743486,4263.589639
63,0,4279.487075,4336.41015,4228.205025,4219.487076,4276.922972,4215.897333,4208.205025,4218.461435,4227.179384,4233.84605,4224.615281,4238.461435,4232.820409,4285.640921
64,0,4286.666562,4349.743483,4227.692204,4250.256306,4286.153741,4227.692204,4219.999897,4222.563999,4228.205025,4219.999897,4246.666563,4249.230665,4261.025537,4312.307587
65,0,4281.025536,4332.307586,4241.538358,4194.358872,4264.61528,4208.717846,4203.07682,4198.974256,4219.487076,4188.205026,4231.794768,4235.384512,4263.589639,4305.1281
66,0,4276.922972,4321.025535,4243.58964,4154.358873,4262.563998,4198.461436,4186.666564,4184.615282,4213.33323,4183.076821,4215.384512,4224.615281,4242.051178,4294.87169
67,0,4283.589639,4328.205022,4236.922973,4185.128103,4286.153741,4217.948615,4202.051179,4203.07682,4220.512717,4213.846051,4232.820409,4234.358871,4245.128101,4309.743484
68,0,4280.512716,4323.076817,4237.948614,4173.333231,4269.743485,4218.461435,4202.051179,4203.07682,4217.435794,4217.435794,4226.153743,4227.179384,4249.230665,4308.717843
69,0,4263.076819,4308.717843,4238.974255,4130.256309,4235.384512,4199.999897,4181.025539,4182.564,4210.769128,4186.666564,4197.435795,4207.692205,4235.384512,4289.230664
70,0,4258.974255,4303.076818,4235.384512,4145.640924,4245.640922,4203.07682,4186.666564,4186.666564,4214.358871,4184.615282,4205.640923,4216.410153,4237.435794,4286.666562
71,0,4275.384511,4310.256305,4229.230666,4190.769128,4277.435793,4221.025538,4210.769128,4212.82041,4219.487076,4212.82041,4233.33323,4232.307589,4250.256306,4295.897331
72,0,4282.051177,4315.38451,4220.512717,4217.435794,4279.999895,4227.692204,4225.128102,4233.33323,4224.102461,4229.743486,4234.871691,4236.410153,4251.281947,4294.358869
73,0,4267.692203,4306.666561,4221.538358,4203.07682,4266.153742,4219.487076,4218.461435,4229.743486,4226.666563,4229.743486,4216.922974,4232.820409,4245.128101,4284.61528
74,0,4250.256306,4287.692203,4235.384512,4144.102463,4263.589639,4211.281948,4199.999897,4205.128102,4215.897333,4215.384512,4199.487077,4215.384512,4230.769127,4268.717844
75,0,4242.563999,4273.333229,4236.922973,4114.871694,4256.410152,4215.897333,4199.999897,4194.358872,4210.256307,4196.410154,4199.487077,4202.051179,4221.025538,4257.948614
76,0,4245.128101,4276.410152,4223.58964,4167.692206,4241.538358,4221.025538,4215.897333,4214.871692,4226.153743,4198.974256,4214.358871,4213.846051,4230.769127,4259.999896
77,0,4250.256306,4284.61528,4220.512717,4207.179384,4247.179383,4213.846051,4214.871692,4229.743486,4235.384512,4211.794769,4223.07682,4231.794768,4239.999896,4265.640921
78,0,4249.743486,4282.563998,4223.58964,4185.128103,4262.051178,4208.205025,4207.692205,4221.025538,4222.051179,4209.230666,4215.897333,4230.256307,4232.820409,4264.61528
79,0,4245.640922,4276.410152,4220.512717,4171.79477,4273.846049,4214.358871,4215.384512,4209.743487,4212.82041,4198.974256,4203.07682,4216.922974,4223.07682,4254.871691
80,0,4243.58964,4271.281947,4216.922974,4179.999898,4271.281947,4217.948615,4215.897333,4206.666564,4215.897333,4203.07682,4192.30759,4204.615282,4212.82041,4237.948614
81,0,4243.58964,4269.230665,4213.846051,4191.281949,4248.717845,4218.974256,4214.871692,4213.33323,4217.435794,4212.307589,4195.384513,4203.589641,4211.281948,4233.84605
82,0,4245.640922,4272.820408,4210.769128,4214.358871,4254.871691,4224.102461,4229.230666,4231.794768,4224.102461,4215.897333,4223.58964,4221.538358,4233.84605,4255.384511
