title:JTA                                                                             , recorded:03.07.20 13.17.36, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
63,0,3820.512727,3941.025545,4006.666569,3966.66657,3959.487083,4015.897338,3967.692211,3957.948621,3972.307595,3967.692211,3990.769133,3990.769133,4077.435798,3927.179391
64,0,3813.33324,3940.512724,4005.128107,3959.999903,3959.487083,4011.281953,3959.487083,3964.102467,3976.410159,3976.410159,3983.589646,3997.4358,4072.307593,3903.076828
65,0,3815.897343,3935.384519,4004.102466,3945.128109,3944.615288,4010.769133,3967.17939,3963.589647,3969.743493,3965.128108,3972.820416,3996.410159,4058.97426,3898.974264
66,0,3824.102471,3931.794776,4006.153748,3946.66657,3936.922981,4007.179389,3967.692211,3955.384519,3966.66657,3955.384519,3973.846057,3987.69221,4057.948619,3931.281955
67,0,3827.692214,3934.358878,4008.20503,3966.153749,3943.589647,4005.128107,3962.051185,3959.487083,3972.307595,3958.461442,3976.410159,3991.794774,4062.564003,3928.717853
68,0,3819.487086,3928.717853,4007.179389,3963.076826,3946.66657,4003.589646,3965.128108,3968.717852,3972.307595,3959.487083,3976.410159,3997.94862,4059.48708,3913.846058
69,0,3813.33324,3921.538366,4004.615287,3949.743493,3944.102468,3999.487082,3968.205031,3970.256313,3974.871698,3969.230672,3975.897339,3995.897338,4056.410157,3925.128109
70,0,3814.358881,3923.589648,4003.076825,3952.307596,3939.487083,4001.025543,3969.230672,3972.307595,3986.153749,3977.4358,3974.358877,3993.846056,4055.384516,3917.948622
71,0,3813.33324,3925.64093,4003.076825,3954.358878,3937.435801,4009.743492,3972.307595,3977.948621,3992.820415,3963.076826,3979.999903,3995.384518,4057.435798,3905.64093
72,0,3822.564009,3925.64093,4005.128107,3962.051185,3942.564006,4002.564005,3971.281954,3979.487082,3986.666569,3959.487083,3993.846056,4003.076825,4064.615285,3914.358879
73,0,3831.794778,3927.179391,4006.666569,3968.717852,3945.128109,3988.717851,3968.717852,3973.846057,3974.871698,3976.410159,3990.256313,4007.179389,4063.076824,3901.025546
