title:C                                                                               , recorded:01.07.20 12.54.57, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
48,0,4226.666563,4219.487076,4215.897333,4215.897333,4212.307589,4210.256307,4215.384512,4214.358871,4226.666563,4203.07682,4228.717845,4216.922974,4214.871692,4231.281948
49,0,4227.692204,4214.871692,4215.384512,4217.435794,4226.153743,4212.82041,4215.384512,4214.358871,4224.102461,4184.615282,4231.794768,4217.435794,4213.33323,4227.179384
50,0,4230.769127,4224.102461,4216.410153,4223.07682,4227.692204,4214.871692,4215.384512,4215.384512,4230.256307,4198.461436,4238.461435,4224.615281,4217.435794,4227.692204
51,0,4231.281948,4228.717845,4221.538358,4225.128102,4218.461435,4213.846051,4215.384512,4217.948615,4234.871691,4229.743486,4242.563999,4229.743486,4220.512717,4231.281948
52,0,4226.666563,4219.999897,4215.897333,4218.461435,4213.33323,4210.769128,4211.281948,4216.410153,4223.58964,4203.589641,4233.84605,4225.128102,4215.384512,4224.102461
53,0,4227.692204,4215.897333,4212.307589,4217.948615,4214.871692,4210.769128,4212.82041,4216.410153,4217.948615,4172.820411,4229.743486,4223.58964,4212.307589,4222.051179
54,0,4238.461435,4228.717845,4226.153743,4226.666563,4222.563999,4216.410153,4219.999897,4222.051179,4230.769127,4203.589641,4244.10246,4231.794768,4220.512717,4233.33323
55,0,4238.974255,4234.358871,4229.230666,4226.153743,4230.769127,4217.948615,4217.948615,4222.051179,4234.871691,4232.820409,4250.769127,4232.820409,4226.666563,4236.922973
56,0,4230.256307,4228.717845,4221.025538,4223.58964,4233.33323,4213.33323,4212.82041,4217.435794,4227.179384,4223.58964,4243.58964,4229.230666,4221.538358,4230.769127
57,0,4232.307589,4229.230666,4224.102461,4231.281948,4224.615281,4213.33323,4216.410153,4216.922974,4230.769127,4216.922974,4245.640922,4229.743486,4217.948615,4230.769127
58,0,4234.358871,4230.769127,4225.128102,4229.743486,4215.384512,4216.922974,4218.461435,4218.461435,4234.358871,4210.769128,4243.076819,4223.07682,4219.999897,4231.794768
59,0,4230.769127,4226.666563,4215.384512,4218.974256,4217.435794,4216.922974,4213.33323,4217.948615,4223.07682,4196.410154,4233.33323,4216.410153,4221.538358,4229.230666
