title:V                                                                               , recorded:07.07.20 13.05.46, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
106,0,4230.256307,4224.102461,4218.461435,4239.999896,4215.384512,4217.948615,4225.640922,4220.512717,4226.666563,4211.281948,4198.974256,4216.922974,4219.487076,4226.153743
107,0,4227.692204,4222.563999,4218.974256,4236.922973,4221.025538,4222.563999,4228.717845,4224.615281,4226.666563,4216.922974,4199.999897,4220.512717,4221.025538,4225.128102
108,0,4233.84605,4231.281948,4223.58964,4238.974255,4230.256307,4228.717845,4231.794768,4227.179384,4227.692204,4226.666563,4195.897333,4225.128102,4223.58964,4229.230666
109,0,4232.307589,4230.769127,4224.102461,4241.025537,4227.179384,4229.743486,4230.769127,4226.666563,4229.230666,4219.999897,4193.846051,4219.999897,4220.512717,4230.256307
110,0,4227.179384,4222.563999,4220.512717,4239.999896,4223.58964,4228.717845,4230.256307,4225.640922,4226.666563,4216.922974,4193.333231,4216.922974,4220.512717,4227.179384
111,0,4226.666563,4223.58964,4219.487076,4238.974255,4227.179384,4223.58964,4230.769127,4222.051179,4222.563999,4215.384512,4197.948615,4219.487076,4219.999897,4224.615281
112,0,4231.281948,4230.256307,4223.07682,4241.538358,4228.205025,4223.58964,4231.794768,4226.153743,4224.615281,4211.794769,4203.589641,4222.563999,4216.922974,4228.717845
113,0,4224.615281,4218.461435,4217.435794,4235.897332,4214.358871,4223.58964,4227.179384,4223.07682,4224.615281,4203.07682,4188.205026,4213.33323,4210.256307,4222.563999
114,0,4223.58964,4217.948615,4219.487076,4238.974255,4216.922974,4224.102461,4227.692204,4228.717845,4229.743486,4217.948615,4192.30759,4218.461435,4217.435794,4224.615281
115,0,4222.563999,4222.051179,4222.563999,4239.487076,4223.58964,4218.461435,4228.205025,4230.256307,4228.717845,4213.846051,4204.102461,4223.58964,4221.025538,4223.07682
116,0,4228.717845,4225.128102,4227.692204,4241.025537,4227.692204,4226.153743,4234.871691,4235.384512,4229.743486,4206.153743,4205.640923,4226.666563,4221.538358,4225.128102
117,0,4222.051179,4214.871692,4218.461435,4237.435794,4213.33323,4221.025538,4228.205025,4225.640922,4226.153743,4206.153743,4192.30759,4217.435794,4211.794769,4216.410153
