title:JTA                                                                             , recorded:03.07.20 14.02.46, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
13,0,4125.640925,4141.53836,4151.79477,4156.922975,4151.28195,4166.153744,4139.487078,4139.999899,4183.589641,4164.102462,4198.974256,4134.871694,4157.435796,4150.256309
14,0,4119.999899,4130.76913,4148.717847,4148.205027,4170.256308,4175.897334,4145.640924,4144.102463,4185.128103,4172.30759,4192.30759,4137.435796,4151.28195,4146.666565
15,0,4115.384515,4125.128104,4136.410155,4153.333232,4177.948616,4176.410154,4145.128104,4141.53836,4185.128103,4172.30759,4187.692205,4148.205027,4149.743488,4142.051181
16,0,4122.564002,4125.640925,4149.743488,4139.487078,4154.871693,4168.717847,4137.948617,4136.922976,4184.102462,4169.743488,4199.999897,4145.640924,4167.692206,4155.384514
17,0,4113.846053,4115.384515,4180.512718,4119.487079,4149.230668,4165.128103,4138.974258,4136.410155,4182.564,4164.615283,4202.564,4132.820412,4176.922975,4165.640924
18,0,4097.948618,4107.692207,4183.589641,4115.384515,4167.692206,4167.692206,4144.615283,4138.461437,4182.564,4174.358872,4185.128103,4134.871694,4164.102462,4144.102463
19,0,4093.846054,4109.230669,4171.281949,4113.333233,4171.79477,4169.230667,4144.102463,4142.051181,4184.102462,4186.666564,4173.846052,4146.153745,4146.666565,4110.25631
20,0,4092.307592,4105.128105,4174.871693,4120.51272,4147.179386,4166.666565,4137.435796,4141.53836,4183.076821,4177.948616,4183.076821,4141.02554,4155.384514,4122.051181
21,0,4094.871695,4105.640925,4176.922975,4139.487078,4133.846053,4164.615283,4138.974258,4138.461437,4183.076821,4172.30759,4203.07682,4127.692207,4175.384513,4169.230667
22,0,4102.564002,4118.974258,4168.717847,4136.922976,4157.435796,4168.717847,4151.28195,4141.02554,4184.615282,4174.871693,4205.640923,4129.230668,4167.692206,4173.846052
23,0,4105.128105,4120.51272,4163.589642,4126.153745,4177.435795,4170.769129,4150.256309,4142.564001,4180.512718,4170.256308,4191.794769,4136.410155,4150.256309,4145.128104
24,0,4109.743489,4117.435797,4154.871693,4147.179386,4174.358872,4172.30759,4144.102463,4140.512719,4177.948616,4175.897334,4192.82041,4136.410155,4158.974257,4139.487078
25,0,4112.820412,4120.51272,4158.461437,4144.102463,4171.79477,4172.820411,4149.743488,4139.487078,4182.05118,4187.692205,4194.358872,4135.897335,4170.256308,4144.102463
26,0,4111.794771,4122.051181,4177.435795,4117.435797,4177.948616,4174.358872,4154.871693,4143.589642,4183.589641,4185.128103,4181.538359,4140.512719,4159.487078,4148.205027
27,0,4106.666566,4122.051181,4182.05118,4124.615284,4171.281949,4178.461436,4153.846052,4150.256309,4183.589641,4179.999898,4181.538359,4138.974258,4151.28195,4155.384514
28,0,4095.897336,4119.999899,4169.743488,4133.333232,4152.820411,4177.948616,4155.384514,4154.871693,4186.666564,4176.922975,4199.999897,4136.410155,4163.076821,4154.358873
29,0,4095.384515,4110.25631,4156.922975,4125.640925,4150.256309,4170.769129,4156.410155,4153.846052,4184.615282,4165.128103,4201.538359,4137.948617,4175.384513,4150.769129
30,0,4105.640925,4105.128105,4145.128104,4134.871694,4156.410155,4167.179385,4152.820411,4156.922975,4185.128103,4168.205026,4189.230667,4138.461437,4167.179385,4155.384514
31,0,4113.333233,4107.692207,4137.948617,4140.512719,4154.871693,4169.743488,4151.28195,4156.922975,4190.769128,4190.769128,4187.692205,4136.922976,4155.384514,4159.487078
32,0,4109.743489,4106.153746,4138.461437,4125.640925,4156.410155,4167.692206,4145.128104,4145.128104,4182.05118,4188.205026,4188.205026,4130.256309,4154.358873,4150.256309
33,0,4106.153746,4114.358874,4144.102463,4121.538361,4170.256308,4165.640924,4141.02554,4139.999899,4171.79477,4170.769129,4188.717846,4124.102463,4154.358873,4142.051181
34,0,4107.179387,4122.564002,4160.512719,4126.153745,4174.358872,4167.179385,4144.102463,4144.615283,4174.358872,4179.999898,4185.128103,4128.717848,4152.820411,4145.640924
35,0,4103.589643,4111.281951,4165.640924,4128.205027,4165.128103,4167.692206,4142.564001,4142.051181,4175.384513,4193.333231,4173.333231,4136.410155,4145.640924,4135.897335
36,0,4106.153746,4109.743489,4164.102462,4119.999899,4167.179385,4169.743488,4139.999899,4139.487078,4171.79477,4179.487077,4175.897334,4137.435796,4144.102463,4124.102463
37,0,4108.717848,4119.487079,4184.102462,4098.974259,4174.871693,4171.79477,4142.051181,4144.102463,4171.79477,4166.153744,4187.692205,4137.948617,4161.53836,4141.02554
38,0,4093.846054,4112.307592,4191.794769,4107.692207,4167.179385,4165.128103,4138.974258,4141.02554,4172.820411,4166.153744,4185.128103,4135.897335,4167.692206,4156.410155
39,0,4094.871695,4104.102464,4183.589641,4126.153745,4156.410155,4160.512719,4136.410155,4138.461437,4175.384513,4171.281949,4191.281949,4131.794771,4163.076821,4160.512719
40,0,4121.538361,4115.384515,4195.384513,4108.205028,4159.487078,4169.743488,4141.53836,4148.205027,4182.564,4183.076821,4202.051179,4131.28195,4166.153744,4176.410154
41,0,4123.589643,4124.102463,4203.07682,4094.358874,4152.820411,4169.743488,4141.02554,4150.769129,4185.128103,4189.230667,4180.512718,4129.230668,4155.897334,4164.615283
42,0,4104.615284,4123.589643,4188.205026,4108.205028,4135.384514,4157.435796,4133.846053,4138.974258,4179.999898,4185.640923,4168.205026,4123.589643,4144.102463,4129.743489
43,0,4108.205028,4122.564002,4184.102462,4107.692207,4149.743488,4161.53836,4135.384514,4134.871694,4174.871693,4174.358872,4189.743487,4117.948617,4150.256309,4141.53836
44,0,4112.820412,4119.999899,4210.769128,4086.666567,4173.846052,4172.820411,4137.948617,4137.948617,4169.743488,4163.076821,4186.666564,4117.435797,4146.153745,4161.53836
45,0,4102.051182,4121.02554,4230.256307,4071.281952,4168.717847,4169.743488,4133.333232,4136.410155,4167.692206,4171.281949,4167.179385,4128.205027,4139.487078,4144.102463
46,0,4109.230669,4121.02554,4215.384512,4078.974259,4165.640924,4166.666565,4141.53836,4144.102463,4175.384513,4186.666564,4180.512718,4139.487078,4156.410155,4142.564001
47,0,4122.051181,4119.999899,4182.05118,4109.230669,4175.384513,4173.846052,4154.871693,4154.871693,4182.564,4186.666564,4198.461436,4138.461437,4161.53836,4158.974257
48,0,4123.589643,4121.02554,4163.589642,4127.179386,4169.230667,4176.922975,4148.205027,4152.820411,4176.410154,4182.564,4191.281949,4134.871694,4149.230668,4154.358873
49,0,4119.487079,4126.153745,4174.871693,4123.589643,4160.512719,4172.820411,4138.974258,4151.28195,4167.692206,4177.948616,4184.615282,4138.461437,4154.358873,4149.743488
50,0,4112.820412,4126.666566,4174.871693,4134.358873,4161.53836,4168.205026,4146.666565,4154.871693,4174.871693,4176.922975,4186.153744,4143.076822,4158.974257,4154.871693
51,0,4122.051181,4123.589643,4146.153745,4158.461437,4156.922975,4167.179385,4154.871693,4154.871693,4185.128103,4192.30759,4190.256308,4145.640924,4153.846052,4156.922975
52,0,4142.051181,4130.76913,4133.333232,4162.05118,4165.128103,4175.897334,4152.820411,4159.487078,4184.615282,4204.615282,4199.487077,4142.564001,4158.461437,4173.846052
53,0,4136.410155,4138.461437,4155.384514,4148.205027,4187.692205,4183.076821,4151.79477,4168.717847,4185.640923,4193.333231,4204.102461,4135.897335,4170.256308,4187.692205
