title:JTA                                                                             , recorded:03.07.20 13.26.32, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
41,0,4227.179384,4204.615282,4235.384512,4196.922974,4199.487077,4201.538359,4216.410153,4232.820409,4232.820409,4219.487076,4202.051179,4214.871692,4201.025538,4212.307589
42,0,4200.512718,4199.487077,4248.717845,4179.487077,4213.33323,4205.128102,4214.871692,4229.743486,4226.666563,4216.410153,4198.461436,4213.846051,4196.410154,4214.871692
43,0,4198.974256,4199.999897,4250.769127,4182.564,4215.384512,4209.230666,4209.230666,4220.512717,4219.487076,4218.461435,4202.564,4218.974256,4197.948615,4223.07682
44,0,4219.487076,4202.051179,4236.922973,4191.794769,4201.025538,4204.102461,4197.948615,4205.640923,4214.871692,4214.358871,4198.974256,4212.307589,4194.358872,4228.205025
45,0,4208.717846,4202.564,4234.358871,4188.205026,4208.717846,4200.512718,4199.999897,4201.025538,4215.384512,4208.717846,4188.717846,4201.538359,4188.717846,4228.717845
46,0,4176.410154,4193.333231,4232.307589,4183.589641,4213.846051,4202.051179,4204.615282,4200.512718,4213.846051,4210.256307,4187.179385,4209.743487,4185.128103,4205.128102
47,0,4175.384513,4184.102462,4221.025538,4191.281949,4202.051179,4201.538359,4201.025538,4197.435795,4210.769128,4205.128102,4187.179385,4219.487076,4182.564,4174.871693
48,0,4205.128102,4189.743487,4217.435794,4201.538359,4205.128102,4202.051179,4203.589641,4203.589641,4215.384512,4201.538359,4184.102462,4213.846051,4188.717846,4180.512718
49,0,4221.025538,4200.512718,4215.897333,4207.179384,4218.974256,4202.564,4207.179384,4217.435794,4219.999897,4213.33323,4190.256308,4210.769128,4198.974256,4217.948615
50,0,4213.846051,4199.487077,4205.128102,4214.871692,4218.461435,4199.487077,4203.589641,4218.461435,4218.461435,4218.461435,4202.564,4215.897333,4199.487077,4234.871691
51,0,4214.358871,4201.025538,4196.922974,4233.33323,4213.846051,4205.640923,4210.769128,4216.410153,4221.538358,4217.435794,4212.307589,4219.487076,4205.640923,4224.615281
52,0,4222.051179,4210.256307,4195.897333,4250.256306,4221.025538,4215.384512,4222.563999,4226.153743,4227.692204,4229.230666,4214.871692,4221.025538,4216.410153,4238.974255
53,0,4221.025538,4210.256307,4198.974256,4239.999896,4225.640922,4211.281948,4215.384512,4225.128102,4230.769127,4233.84605,4208.717846,4219.999897,4210.256307,4252.307588
54,0,4217.948615,4202.564,4208.717846,4216.922974,4219.999897,4201.025538,4199.999897,4208.205025,4230.256307,4220.512717,4198.974256,4218.461435,4198.974256,4218.461435
