title:A                                                                               , recorded:02.07.20 13.10.23, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
125,0,4234.871691,4215.897333,4235.897332,4220.512717,4226.666563,4204.615282,4229.743486,4231.281948,4230.769127,4232.307589,4231.281948,4230.769127,4229.743486,4194.358872
126,0,4236.410153,4215.897333,4233.33323,4221.538358,4232.307589,4193.333231,4229.743486,4228.717845,4229.230666,4234.871691,4233.33323,4232.307589,4231.794768,4201.025538
127,0,4237.948614,4217.948615,4234.358871,4226.666563,4242.051178,4189.743487,4232.307589,4233.33323,4230.769127,4228.717845,4234.358871,4233.84605,4234.871691,4199.487077
128,0,4232.820409,4217.435794,4231.281948,4222.563999,4238.974255,4199.487077,4231.281948,4235.897332,4234.358871,4235.384512,4234.871691,4232.307589,4234.871691,4194.358872
0,0,4225.640922,4212.307589,4216.410153,4214.871692,4236.410153,4193.846051,4227.692204,4230.256307,4230.256307,4247.179383,4235.384512,4229.230666,4232.820409,4189.230667
1,0,4224.615281,4213.846051,4212.82041,4217.435794,4246.153742,4183.589641,4225.128102,4226.666563,4225.128102,4236.922973,4241.025537,4225.640922,4233.84605,4188.205026
2,0,4228.205025,4215.897333,4218.461435,4219.999897,4249.743486,4195.384513,4228.205025,4230.769127,4229.743486,4230.256307,4244.10246,4225.640922,4239.487076,4194.871692
3,0,4224.102461,4204.615282,4209.230666,4209.743487,4239.487076,4194.871692,4228.717845,4233.33323,4228.717845,4236.922973,4235.897332,4223.58964,4234.871691,4187.692205
4,0,4213.846051,4196.922974,4195.384513,4198.461436,4227.179384,4177.435795,4227.179384,4224.615281,4216.922974,4224.615281,4225.640922,4214.358871,4218.461435,4170.769129
5,0,4213.846051,4199.487077,4198.974256,4201.025538,4222.563999,4186.666564,4228.717845,4221.025538,4214.871692,4209.230666,4228.205025,4214.871692,4212.82041,4171.79477
6,0,4219.999897,4198.974256,4209.230666,4207.692205,4228.717845,4206.153743,4228.205025,4229.230666,4227.692204,4223.58964,4230.256307,4228.205025,4222.563999,4185.128103
7,0,4229.743486,4205.640923,4221.538358,4217.435794,4236.410153,4212.307589,4228.205025,4234.871691,4237.435794,4242.563999,4233.33323,4240.512717,4232.820409,4192.82041
8,0,4232.307589,4218.461435,4226.666563,4225.640922,4231.794768,4211.794769,4231.281948,4236.922973,4235.897332,4239.999896,4239.999896,4239.999896,4232.307589,4194.358872
9,0,4226.666563,4208.717846,4214.871692,4212.82041,4227.692204,4200.512718,4229.743486,4232.820409,4230.256307,4227.692204,4237.435794,4229.743486,4221.025538,4186.153744
10,0,4216.410153,4194.871692,4203.07682,4199.487077,4233.33323,4191.794769,4223.58964,4220.512717,4222.051179,4217.948615,4226.666563,4218.974256,4210.769128,4176.410154
11,0,4221.538358,4208.205025,4207.692205,4211.794769,4239.487076,4212.82041,4225.640922,4218.461435,4222.563999,4220.512717,4232.820409,4219.999897,4216.922974,4183.589641
12,0,4226.153743,4223.58964,4211.794769,4224.102461,4232.820409,4233.84605,4227.179384,4232.820409,4230.769127,4231.281948,4241.538358,4227.179384,4225.640922,4193.846051
13,0,4217.948615,4211.281948,4205.640923,4213.846051,4229.230666,4223.07682,4219.487076,4235.384512,4224.615281,4234.871691,4237.435794,4222.563999,4222.563999,4187.179385
14,0,4206.153743,4195.897333,4200.512718,4201.538359,4233.33323,4209.230666,4216.410153,4220.512717,4211.794769,4228.717845,4230.256307,4212.307589,4213.33323,4172.30759
15,0,4204.102461,4199.999897,4198.461436,4203.589641,4224.615281,4209.743487,4220.512717,4216.922974,4215.897333,4226.666563,4230.256307,4210.256307,4205.640923,4169.743488
16,0,4201.025538,4200.512718,4193.333231,4203.589641,4212.307589,4213.846051,4217.948615,4223.07682,4224.615281,4227.179384,4227.692204,4212.307589,4205.640923,4171.281949
17,0,4198.974256,4191.794769,4193.333231,4199.487077,4216.410153,4216.922974,4213.33323,4226.153743,4226.666563,4218.974256,4226.666563,4212.82041,4208.717846,4169.230667
18,0,4203.07682,4196.410154,4205.640923,4205.128102,4219.487076,4218.974256,4223.07682,4231.794768,4231.281948,4216.922974,4230.769127,4217.948615,4211.794769,4172.30759
19,0,4208.717846,4204.102461,4212.82041,4212.307589,4212.82041,4226.153743,4228.717845,4231.281948,4231.281948,4223.07682,4232.307589,4220.512717,4210.769128,4178.461436
20,0,4209.743487,4199.999897,4206.666564,4207.179384,4220.512717,4221.538358,4215.897333,4221.025538,4223.07682,4222.051179,4227.692204,4210.769128,4204.102461,4174.358872
21,0,4209.743487,4198.461436,4209.230666,4207.692205,4233.33323,4209.230666,4215.897333,4212.307589,4213.846051,4212.307589,4221.025538,4203.589641,4199.487077,4167.179385
22,0,4213.846051,4204.102461,4219.999897,4216.922974,4225.640922,4216.922974,4230.769127,4213.846051,4205.128102,4212.307589,4222.051179,4209.743487,4200.512718,4170.256308
23,0,4215.897333,4206.153743,4221.025538,4216.410153,4211.281948,4232.820409,4226.666563,4214.871692,4204.102461,4217.948615,4227.692204,4215.384512,4203.07682,4178.461436
