title:V                                                                               , recorded:07.07.20 13.42.28, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
52,0,4242.051178,4214.871692,4245.640922,4237.948614,4227.692204,4230.769127,4239.487076,4183.076821,2317.948661,4225.128102,4236.922973,4230.769127,4248.205024,4232.307589
53,0,4244.615281,4212.307589,4243.58964,4236.922973,4223.58964,4227.179384,4238.461435,4171.79477,2316.92302,4211.281948,4232.307589,4218.974256,4239.999896,4226.666563
54,0,4253.333229,4213.846051,4242.051178,4239.999896,4230.769127,4226.666563,4240.512717,4177.435795,2328.205071,4197.948615,4230.769127,4217.435794,4234.358871,4232.307589
55,0,4250.256306,4219.487076,4241.538358,4237.435794,4228.717845,4227.179384,4235.897332,4178.461436,2348.717891,4202.051179,4221.025538,4222.051179,4231.794768,4226.153743
56,0,4253.84605,4223.58964,4242.563999,4230.256307,4224.102461,4226.153743,4225.640922,4163.589642,2352.307635,4206.666564,4218.461435,4221.025538,4236.922973,4223.58964
57,0,4257.948614,4226.153743,4244.10246,4236.922973,4230.256307,4226.153743,4225.640922,4157.435796,2357.94866,4207.692205,4227.179384,4217.948615,4243.076819,4233.84605
58,0,4255.384511,4228.717845,4243.076819,4246.666563,4235.384512,4229.230666,4228.717845,4166.153744,2379.999942,4219.487076,4231.794768,4219.999897,4245.128101,4237.948614
59,0,4252.307588,4224.102461,4235.897332,4242.051178,4234.871691,4227.692204,4226.666563,4170.256308,2399.999941,4223.58964,4231.281948,4219.999897,4246.666563,4230.256307
60,0,4243.58964,4221.025538,4234.871691,4238.461435,4235.897332,4223.58964,4226.666563,4169.743488,2406.153787,4217.948615,4231.794768,4219.999897,4249.743486,4229.743486
61,0,4241.538358,4225.640922,4238.974255,4240.512717,4232.820409,4221.538358,4222.563999,4165.128103,2402.051223,4215.384512,4233.33323,4221.025538,4250.769127,4236.922973
62,0,4249.230665,4223.58964,4233.33323,4236.410153,4226.666563,4221.025538,4217.948615,4158.461437,2396.923018,4213.33323,4232.820409,4217.948615,4249.743486,4237.948614
63,0,4242.051178,4208.717846,4223.58964,4229.230666,4224.102461,4222.051179,4219.487076,4159.999898,2401.025582,4210.769128,4224.615281,4208.205025,4241.538358,4225.640922
64,0,4238.974255,4207.692205,4229.743486,4229.743486,4220.512717,4220.512717,4221.025538,4160.512719,2403.589685,4210.769128,4219.487076,4207.692205,4237.948614,4222.051179
65,0,4249.230665,4212.82041,4237.435794,4233.33323,4212.307589,4215.897333,4215.897333,4148.205027,2387.179429,4205.128102,4223.58964,4214.358871,4243.076819,4232.820409
66,0,4237.435794,4202.051179,4232.820409,4228.717845,4205.128102,4214.358871,4212.82041,4135.384514,2368.717891,4196.922974,4218.974256,4215.897333,4237.948614,4234.871691
67,0,4222.051179,4196.410154,4235.897332,4221.538358,4209.743487,4215.897333,4213.846051,4138.974258,2374.358916,4205.128102,4211.794769,4215.384512,4232.307589,4227.179384
68,0,4229.230666,4203.07682,4238.974255,4221.025538,4214.871692,4214.358871,4216.922974,4146.666565,2383.589685,4208.205025,4215.384512,4210.769128,4236.410153,4221.025538
69,0,4236.410153,4203.589641,4227.179384,4225.640922,4209.230666,4213.846051,4218.461435,4147.692206,2378.974301,4202.564,4223.58964,4207.692205,4239.999896,4222.051179
70,0,4243.076819,4204.615282,4225.640922,4228.205025,4208.717846,4217.435794,4215.897333,4150.769129,2385.640967,4213.33323,4231.794768,4214.871692,4246.153742,4233.84605
71,0,4253.84605,4214.358871,4238.461435,4231.794768,4215.897333,4217.435794,4214.871692,4155.384514,2403.076864,4224.615281,4237.435794,4225.128102,4256.410152,4246.153742
72,0,4242.051178,4213.33323,4238.974255,4233.33323,4212.307589,4215.384512,4214.871692,4146.666565,2400.512762,4212.307589,4228.205025,4221.025538,4250.769127,4244.615281
73,0,4232.307589,4209.743487,4232.820409,4232.820409,4205.640923,4214.358871,4212.307589,4131.794771,2388.71789,4203.07682,4219.999897,4210.769128,4238.974255,4239.999896
74,0,4244.10246,4217.435794,4235.384512,4231.281948,4209.743487,4213.33323,4210.769128,4127.179386,2392.307634,4208.717846,4225.128102,4214.871692,4239.999896,4238.461435
75,0,4245.128101,4218.461435,4236.922973,4230.256307,4213.33323,4212.82041,4210.256307,4132.307591,2407.179428,4214.871692,4228.717845,4226.153743,4246.153742,4238.974255
76,0,4237.435794,4211.281948,4234.871691,4232.820409,4206.666564,4213.33323,4208.717846,4139.487078,2432.307633,4218.461435,4228.717845,4223.58964,4246.666563,4239.487076
77,0,4250.256306,4213.33323,4235.384512,4234.358871,4208.717846,4214.871692,4210.769128,4144.102463,2454.871735,4219.487076,4229.743486,4215.897333,4246.666563,4234.871691
78,0,4249.743486,4217.435794,4231.281948,4230.256307,4219.487076,4215.897333,4214.871692,4139.999899,2459.99994,4217.435794,4226.666563,4218.974256,4247.179383,4231.794768
79,0,4230.769127,4212.82041,4224.615281,4228.717845,4217.948615,4215.384512,4215.384512,4138.974258,2464.615324,4218.461435,4224.102461,4218.461435,4245.640922,4232.307589
80,0,4228.717845,4207.179384,4221.025538,4229.743486,4207.692205,4212.82041,4214.871692,4150.256309,2483.076862,4215.384512,4224.615281,4207.692205,4241.538358,4226.666563
