title:C                                                                               , recorded:01.07.20 13.17.04, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
91,0,4231.281948,4248.717845,4226.666563,4233.33323,4224.615281,4221.025538,4216.410153,4216.922974,4223.58964,4213.846051,4218.974256,4237.948614,4213.846051,4217.948615
92,0,4233.33323,4243.58964,4225.640922,4228.717845,4243.58964,4227.692204,4219.487076,4219.487076,4223.07682,4210.769128,4218.461435,4233.84605,4213.846051,4226.153743
93,0,4239.487076,4249.230665,4232.307589,4229.743486,4224.615281,4227.692204,4230.256307,4222.051179,4222.051179,4222.563999,4223.58964,4237.948614,4216.410153,4238.974255
94,0,4239.487076,4248.205024,4229.230666,4230.256307,4199.487077,4222.051179,4231.281948,4223.58964,4224.102461,4223.58964,4222.051179,4235.384512,4215.897333,4231.281948
95,0,4235.897332,4238.974255,4223.58964,4227.179384,4202.051179,4221.025538,4225.640922,4222.051179,4227.692204,4208.717846,4216.410153,4228.205025,4209.743487,4213.846051
96,0,4233.33323,4234.358871,4221.025538,4226.153743,4213.846051,4223.07682,4225.640922,4216.410153,4222.563999,4205.640923,4216.410153,4227.179384,4208.717846,4220.512717
97,0,4230.256307,4229.743486,4215.897333,4224.102461,4199.487077,4217.948615,4217.948615,4211.794769,4214.358871,4205.128102,4216.410153,4226.666563,4209.743487,4232.820409
98,0,4231.281948,4226.666563,4216.922974,4221.025538,4186.153744,4213.33323,4206.153743,4209.230666,4211.794769,4194.358872,4214.358871,4227.692204,4206.153743,4221.025538
99,0,4243.58964,4238.974255,4229.743486,4225.128102,4214.871692,4221.538358,4215.384512,4213.846051,4219.487076,4207.692205,4222.051179,4243.076819,4212.307589,4223.58964
100,0,4248.205024,4244.615281,4234.871691,4228.205025,4219.999897,4222.563999,4223.07682,4216.922974,4224.102461,4225.128102,4227.692204,4248.717845,4220.512717,4246.153742
101,0,4253.84605,4245.640922,4239.999896,4234.358871,4193.846051,4218.461435,4223.58964,4219.487076,4223.58964,4225.128102,4228.717845,4248.205024,4224.102461,4254.35887
102,0,4256.922973,4244.615281,4241.025537,4232.820409,4202.051179,4221.025538,4219.999897,4215.384512,4221.025538,4216.922974,4224.615281,4248.717845,4223.58964,4243.076819
103,0,4256.410152,4244.615281,4241.538358,4229.230666,4224.615281,4225.128102,4221.025538,4215.897333,4221.025538,4218.974256,4226.153743,4251.281947,4225.640922,4249.230665
104,0,4243.58964,4231.794768,4231.794768,4218.974256,4198.974256,4214.871692,4208.205025,4212.307589,4213.846051,4205.640923,4220.512717,4239.999896,4219.999897,4247.692204
105,0,4247.179383,4235.897332,4231.794768,4224.102461,4190.769128,4216.410153,4209.230666,4212.82041,4215.897333,4207.179384,4223.07682,4242.051178,4224.102461,4245.640922
106,0,4253.333229,4243.58964,4234.358871,4228.717845,4217.948615,4227.179384,4221.025538,4217.948615,4223.07682,4229.230666,4225.640922,4247.179383,4227.692204,4241.025537
107,0,4246.666563,4238.461435,4236.410153,4224.615281,4228.717845,4228.205025,4225.640922,4224.615281,4228.717845,4234.871691,4227.179384,4245.640922,4226.153743,4237.948614
108,0,4238.461435,4230.256307,4233.84605,4222.563999,4212.307589,4218.974256,4221.538358,4224.102461,4227.179384,4211.794769,4225.128102,4243.58964,4225.128102,4236.410153
109,0,4243.076819,4235.897332,4230.769127,4227.179384,4208.717846,4221.025538,4228.205025,4223.07682,4228.205025,4212.82041,4227.179384,4250.256306,4229.230666,4242.563999
110,0,4244.10246,4237.435794,4227.692204,4223.07682,4208.205025,4221.538358,4229.230666,4219.999897,4228.205025,4228.717845,4228.205025,4251.281947,4229.230666,4245.640922
111,0,4236.410153,4230.769127,4229.743486,4219.487076,4197.435795,4217.435794,4221.025538,4213.33323,4225.640922,4226.153743,4219.487076,4242.051178,4218.974256,4239.999896
112,0,4230.256307,4228.205025,4231.794768,4224.615281,4197.435795,4216.922974,4218.974256,4212.82041,4224.102461,4222.563999,4213.846051,4236.410153,4209.230666,4234.358871
113,0,4241.538358,4242.051178,4235.897332,4232.820409,4216.922974,4222.563999,4227.692204,4221.538358,4226.153743,4224.615281,4229.743486,4249.230665,4224.615281,4247.179383
114,0,4249.230665,4249.743486,4235.384512,4233.33323,4230.256307,4222.563999,4227.179384,4222.563999,4225.640922,4217.948615,4237.435794,4254.871691,4238.974255,4252.307588
115,0,4234.358871,4233.33323,4225.128102,4224.615281,4218.974256,4216.410153,4216.922974,4215.897333,4221.538358,4211.281948,4218.974256,4235.384512,4223.07682,4227.692204
116,0,4228.717845,4224.102461,4221.025538,4223.58964,4198.974256,4213.846051,4217.435794,4217.435794,4219.999897,4209.230666,4208.205025,4225.640922,4211.281948,4215.384512
117,0,4231.281948,4226.153743,4220.512717,4221.538358,4194.358872,4212.307589,4217.435794,4218.461435,4217.435794,4203.589641,4212.307589,4229.230666,4217.435794,4215.897333
118,0,4226.153743,4226.153743,4220.512717,4216.922974,4213.33323,4217.435794,4222.051179,4217.435794,4218.461435,4214.871692,4215.897333,4229.230666,4222.563999,4214.871692
