title:A                                                                               , recorded:02.07.20 12.53.08, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
31,0,4256.410152,4267.179383,4266.666562,4275.384511,4274.35887,4284.102459,4273.846049,4260.512716,4273.846049,4273.846049,4266.153742,4248.717845,4262.051178,4271.281947
32,0,4269.743485,4283.589639,4286.153741,4292.307587,4289.230664,4294.87169,4282.563998,4266.153742,4282.051177,4291.281946,4278.974254,4267.179383,4275.897331,4286.666562
33,0,4254.35887,4266.153742,4268.205024,4273.846049,4271.281947,4275.384511,4263.589639,4249.743486,4267.179383,4271.281947,4269.743485,4252.307588,4265.128101,4265.128101
34,0,4247.179383,4254.871691,4253.84605,4264.10246,4260.512716,4269.743485,4263.589639,4254.35887,4272.307588,4263.076819,4261.538357,4241.538358,4253.84605,4252.820409
35,0,4249.743486,4257.435793,4257.435793,4266.153742,4262.051178,4273.846049,4265.640921,4266.666562,4281.025536,4267.692203,4263.076819,4248.205024,4260.512716,4262.563998
36,0,4254.35887,4264.61528,4268.717844,4269.743485,4268.717844,4273.333229,4264.61528,4264.61528,4276.922972,4270.256306,4272.820408,4254.35887,4266.153742,4270.256306
37,0,4254.35887,4265.128101,4269.230665,4273.333229,4268.717844,4272.307588,4266.153742,4259.999896,4272.820408,4271.794767,4277.435793,4248.717845,4258.461434,4265.128101
38,0,4276.922972,4291.281946,4288.717844,4300.512715,4292.820408,4298.461433,4290.769126,4277.948613,4293.846049,4299.999895,4296.922972,4270.769126,4275.384511,4288.717844
39,0,4270.256306,4285.640921,4282.051177,4286.666562,4289.743485,4291.794767,4281.025536,4273.846049,4292.820408,4299.999895,4293.333228,4271.281947,4283.589639,4289.230664
40,0,4266.153742,4274.35887,4271.794767,4273.846049,4284.102459,4284.102459,4277.435793,4272.820408,4291.281946,4293.846049,4285.1281,4263.589639,4278.974254,4282.051177
41,0,4295.897331,4301.538356,4292.820408,4304.102459,4311.794766,4311.794766,4304.102459,4296.922972,4313.846048,4319.999894,4304.102459,4281.025536,4290.256305,4305.64092
42,0,4305.1281,4318.974253,4307.692202,4318.461433,4324.615279,4318.974253,4310.256305,4303.589638,4317.435792,4327.692202,4311.794766,4291.281946,4298.461433,4318.461433
43,0,4291.794767,4308.205023,4303.076818,4307.692202,4307.179382,4302.563997,4296.922972,4296.922972,4306.153741,4316.410151,4299.999895,4284.102459,4294.87169,4308.205023
44,0,4286.153741,4298.974254,4295.38451,4301.538356,4296.922972,4298.461433,4297.435792,4294.87169,4307.692202,4315.38451,4294.87169,4277.948613,4292.307587,4305.1281
45,0,4293.846049,4307.179382,4300.512715,4311.794766,4309.230664,4309.230664,4308.717843,4304.615279,4325.128099,4330.256304,4308.717843,4287.692203,4297.435792,4319.999894
46,0,4291.794767,4302.563997,4301.538356,4310.256305,4308.205023,4306.153741,4304.615279,4305.1281,4319.487074,4322.563997,4308.717843,4288.717844,4293.846049,4319.487074
47,0,4305.1281,4312.820407,4314.871689,4319.487074,4314.871689,4313.333228,4312.307587,4309.230664,4318.461433,4329.230663,4310.769125,4296.922972,4299.487074,4326.666561
48,0,4302.051177,4307.179382,4309.230664,4313.333228,4310.256305,4308.205023,4305.64092,4299.487074,4317.948612,4324.102458,4303.076818,4288.717844,4297.948613,4320.512715
49,0,4305.64092,4314.358869,4315.89733,4322.051176,4321.025535,4317.948612,4316.410151,4313.846048,4338.974253,4338.461432,4317.435792,4299.999895,4306.153741,4333.846048
50,0,4305.64092,4313.333228,4314.871689,4322.051176,4322.563997,4325.64092,4325.64092,4319.487074,4334.871689,4345.128099,4325.64092,4300.512715,4306.153741,4334.358868
51,0,4308.205023,4314.871689,4313.333228,4323.076817,4323.589638,4332.307586,4334.871689,4319.999894,4326.666561,4346.15374,4322.051176,4295.897331,4305.64092,4327.692202
52,0,4312.307587,4317.435792,4317.948612,4325.64092,4323.076817,4333.333227,4337.948612,4327.179381,4332.307586,4345.128099,4316.922971,4296.922972,4307.692202,4330.256304
53,0,4329.230663,4343.076817,4341.538355,4349.743483,4348.717842,4348.717842,4356.41015,4346.66656,4354.358868,4364.102457,4334.358868,4315.38451,4321.538356,4353.333227
54,0,4306.666561,4326.666561,4317.948612,4333.333227,4336.41015,4324.615279,4334.871689,4324.102458,4332.820407,4341.538355,4322.051176,4291.794767,4310.256305,4329.743484
55,0,4288.205023,4305.64092,4296.922972,4315.38451,4313.333228,4304.615279,4311.281946,4302.051177,4309.230664,4318.974253,4307.692202,4274.87169,4300.512715,4309.230664
56,0,4303.076818,4316.410151,4309.743484,4323.589638,4316.410151,4312.820407,4315.38451,4310.769125,4316.922971,4326.666561,4315.38451,4285.640921,4304.615279,4322.563997
