title:V                                                                               , recorded:07.07.20 10.57.19, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
26,0,4204.615282,4207.692205,4215.897333,4220.512717,4217.435794,4227.692204,4229.743486,4225.128102,4228.717845,4230.256307,4228.717845,4255.897332,4217.948615,4220.512717
27,0,4209.230666,4215.384512,4213.846051,4217.948615,4219.487076,4226.666563,4228.717845,4223.07682,4229.743486,4234.358871,4226.666563,4256.922973,4222.563999,4234.358871
28,0,4212.307589,4218.461435,4213.846051,4223.07682,4219.999897,4219.999897,4225.128102,4216.410153,4230.769127,4229.743486,4224.102461,4253.84605,4219.999897,4232.307589
29,0,4214.871692,4214.358871,4214.871692,4227.692204,4216.410153,4215.897333,4224.615281,4214.871692,4228.205025,4216.410153,4231.794768,4257.435793,4221.538358,4226.666563
30,0,4224.615281,4220.512717,4217.435794,4228.717845,4217.948615,4217.948615,4226.666563,4216.410153,4227.179384,4220.512717,4233.33323,4261.538357,4233.84605,4234.871691
31,0,4229.230666,4224.615281,4219.487076,4226.666563,4221.025538,4219.487076,4223.58964,4213.33323,4226.666563,4227.692204,4222.563999,4263.589639,4234.871691,4234.871691
32,0,4219.999897,4213.846051,4217.435794,4220.512717,4217.948615,4222.051179,4223.58964,4211.794769,4221.538358,4215.897333,4214.358871,4259.487075,4219.487076,4223.07682
33,0,4215.897333,4207.692205,4215.897333,4217.435794,4216.922974,4221.025538,4226.153743,4211.794769,4218.461435,4206.666564,4217.435794,4250.769127,4209.743487,4212.82041
34,0,4219.999897,4214.871692,4216.922974,4219.999897,4216.922974,4216.410153,4221.538358,4205.640923,4217.435794,4208.205025,4215.897333,4247.179383,4206.666564,4206.153743
35,0,4219.999897,4219.999897,4216.410153,4221.025538,4216.410153,4216.922974,4215.384512,4199.999897,4216.410153,4202.564,4203.07682,4249.230665,4202.051179,4202.564
36,0,4214.358871,4216.410153,4215.384512,4216.922974,4216.410153,4217.948615,4216.922974,4201.025538,4216.922974,4197.435795,4203.589641,4249.230665,4206.153743,4201.025538
