title:V                                                                               , recorded:06.07.20 12.56.43, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
2,0,4276.922972,4285.640921,4217.435794,4302.051177,4219.999897,4230.769127,4229.743486,4225.640922,4230.769127,4231.794768,4283.589639,4192.30759,4324.102458,4275.384511
3,0,4283.076818,4288.717844,4223.07682,4303.589638,4224.615281,4233.84605,4233.33323,4241.538358,4236.922973,4243.076819,4292.820408,4201.538359,4330.256304,4275.384511
4,0,4283.076818,4280.512716,4224.615281,4307.692202,4192.82041,4227.692204,4230.769127,4240.512717,4241.538358,4248.717845,4283.589639,4199.487077,4327.692202,4272.820408
5,0,4286.153741,4277.948613,4229.230666,4314.871689,4198.461436,4228.717845,4232.307589,4233.33323,4237.948614,4230.769127,4284.102459,4200.512718,4328.205022,4275.384511
6,0,4289.743485,4282.051177,4232.307589,4307.692202,4228.717845,4230.769127,4229.230666,4230.769127,4233.84605,4212.307589,4295.897331,4205.128102,4330.769125,4275.384511
7,0,4283.589639,4277.435793,4232.307589,4293.846049,4222.051179,4220.512717,4216.922974,4222.051179,4234.871691,4208.205025,4283.076818,4205.640923,4311.794766,4264.10246
8,0,4278.461434,4274.35887,4233.33323,4298.974254,4193.333231,4210.256307,4214.358871,4221.538358,4234.358871,4208.205025,4269.743485,4206.666564,4297.435792,4258.974255
9,0,4281.025536,4272.820408,4237.435794,4306.666561,4184.102462,4209.230666,4220.512717,4227.692204,4233.33323,4212.82041,4275.897331,4207.179384,4304.615279,4263.076819
10,0,4282.051177,4264.10246,4235.384512,4301.538356,4180.512718,4212.307589,4225.128102,4225.128102,4234.358871,4224.615281,4276.410152,4209.743487,4310.256305,4266.666562
11,0,4285.1281,4264.61528,4231.281948,4301.538356,4183.076821,4216.410153,4229.230666,4227.692204,4237.948614,4229.743486,4275.384511,4215.897333,4311.281946,4272.307588
12,0,4291.794767,4270.256306,4236.410153,4306.153741,4198.974256,4219.999897,4230.769127,4233.84605,4238.461435,4227.179384,4289.743485,4216.922974,4321.025535,4275.897331
13,0,4296.410151,4267.692203,4239.999896,4299.487074,4198.974256,4217.948615,4230.256307,4231.794768,4239.999896,4228.205025,4295.38451,4213.846051,4326.666561,4276.410152
14,0,4294.87169,4263.589639,4234.871691,4292.307587,4194.871692,4219.999897,4230.769127,4230.769127,4244.615281,4235.384512,4293.846049,4217.435794,4323.076817,4278.974254
15,0,4289.743485,4262.563998,4231.794768,4299.487074,4207.179384,4230.256307,4232.307589,4241.025537,4247.179383,4245.640922,4295.897331,4217.948615,4321.538356,4280.512716
16,0,4282.051177,4258.461434,4230.769127,4301.025536,4202.051179,4229.230666,4233.33323,4238.974255,4240.512717,4233.84605,4280.512716,4208.205025,4311.794766,4267.179383
17,0,4273.846049,4248.205024,4221.538358,4291.794767,4182.05118,4216.410153,4230.256307,4216.922974,4226.153743,4198.974256,4257.435793,4198.461436,4296.922972,4246.666563
18,0,4268.205024,4236.410153,4212.307589,4283.589639,4182.564,4209.230666,4218.461435,4199.487077,4216.410153,4180.512718,4248.205024,4189.230667,4284.102459,4235.384512
19,0,4267.692203,4238.974255,4211.794769,4280.512716,4187.179385,4212.82041,4214.358871,4203.589641,4217.435794,4201.538359,4251.281947,4185.128103,4278.974254,4239.487076
20,0,4269.230665,4244.615281,4213.33323,4276.922972,4193.846051,4215.384512,4225.640922,4212.82041,4223.07682,4223.07682,4256.922973,4191.794769,4284.102459,4243.076819
21,0,4266.153742,4238.461435,4205.640923,4275.384511,4203.07682,4211.794769,4228.717845,4210.769128,4223.07682,4216.410153,4259.487075,4194.871692,4287.692203,4238.461435
22,0,4262.051178,4228.717845,4197.948615,4273.333229,4185.640923,4202.564,4218.974256,4204.102461,4221.025538,4203.07682,4250.769127,4187.692205,4279.487075,4232.820409
23,0,4262.051178,4228.717845,4197.948615,4271.281947,4169.743488,4199.487077,4213.846051,4208.205025,4218.461435,4204.102461,4243.076819,4178.974257,4276.922972,4231.794768
24,0,4261.538357,4229.743486,4197.948615,4273.846049,4186.153744,4208.205025,4219.487076,4217.948615,4218.974256,4213.33323,4239.999896,4170.256308,4281.025536,4229.743486
25,0,4261.538357,4232.307589,4195.384513,4281.025536,4199.999897,4216.410153,4227.179384,4225.640922,4224.102461,4221.025538,4238.461435,4170.256308,4282.563998,4229.743486
26,0,4262.563998,4236.922973,4199.487077,4286.153741,4197.435795,4216.410153,4227.179384,4220.512717,4227.179384,4216.922974,4243.076819,4181.025539,4283.076818,4236.410153
27,0,4261.538357,4239.487076,4202.564,4287.179382,4205.640923,4214.358871,4219.999897,4211.794769,4222.563999,4205.640923,4246.153742,4187.692205,4283.076818,4239.487076
28,0,4263.076819,4239.487076,4202.564,4286.153741,4205.640923,4213.846051,4216.410153,4217.435794,4220.512717,4205.128102,4250.256306,4190.769128,4285.640921,4238.461435
29,0,4270.256306,4239.999896,4208.205025,4290.256305,4179.487077,4212.82041,4226.666563,4226.666563,4224.615281,4216.922974,4264.10246,4200.512718,4293.333228,4241.538358
30,0,4274.35887,4246.153742,4216.410153,4300.512715,4177.435795,4214.358871,4229.743486,4226.666563,4227.692204,4220.512717,4265.640921,4199.999897,4295.897331,4244.615281
31,0,4274.35887,4247.179383,4212.82041,4305.64092,4205.128102,4214.871692,4219.487076,4222.051179,4224.615281,4218.974256,4249.230665,4191.794769,4289.743485,4238.974255
32,0,4277.435793,4243.58964,4207.179384,4301.025536,4212.82041,4215.384512,4220.512717,4224.102461,4229.743486,4228.717845,4257.948614,4197.435795,4296.922972,4241.025537
33,0,4279.999895,4247.179383,4211.281948,4298.461433,4205.128102,4223.58964,4232.307589,4228.717845,4239.487076,4238.461435,4277.948613,4206.153743,4309.743484,4248.205024
34,0,4277.948613,4251.281947,4209.230666,4304.102459,4212.82041,4231.794768,4237.435794,4230.256307,4233.84605,4233.33323,4268.717844,4199.487077,4304.102459,4247.692204
35,0,4269.230665,4245.128101,4195.897333,4300.512715,4205.128102,4224.615281,4233.84605,4222.563999,4222.051179,4221.025538,4246.666563,4185.640923,4291.794767,4236.410153
36,0,4256.922973,4237.435794,4185.128103,4293.846049,4195.897333,4218.461435,4229.230666,4212.82041,4221.025538,4223.07682,4248.205024,4176.922975,4291.281946,4226.666563
37,0,4254.35887,4237.435794,4189.230667,4292.307587,4213.846051,4226.666563,4224.102461,4210.256307,4225.128102,4225.640922,4252.820409,4177.948616,4286.666562,4224.615281
38,0,4257.435793,4238.461435,4194.871692,4291.794767,4209.230666,4226.153743,4224.615281,4214.358871,4221.538358,4213.846051,4239.999896,4179.999898,4284.61528,4226.666563
39,0,4257.435793,4237.435794,4196.410154,4292.307587,4188.205026,4216.922974,4229.230666,4217.948615,4216.922974,4214.358871,4231.281948,4179.487077,4292.820408,4229.230666
40,0,4258.974255,4241.025537,4200.512718,4294.87169,4204.102461,4217.948615,4229.743486,4219.487076,4221.025538,4230.256307,4241.025537,4181.538359,4296.922972,4232.307589
41,0,4262.563998,4241.538358,4206.153743,4293.333228,4219.487076,4222.051179,4230.769127,4224.615281,4228.205025,4227.179384,4253.333229,4191.281949,4294.358869,4236.922973
42,0,4265.640921,4238.974255,4207.692205,4292.820408,4196.922974,4217.948615,4233.33323,4232.307589,4230.256307,4221.538358,4259.487075,4202.051179,4297.435792,4246.153742
43,0,4267.692203,4240.512717,4209.743487,4299.999895,4188.717846,4214.871692,4233.33323,4234.358871,4230.769127,4234.871691,4259.999896,4206.666564,4298.461433,4248.205024
44,0,4261.025537,4240.512717,4209.743487,4308.717843,4199.999897,4216.410153,4230.769127,4230.769127,4229.743486,4234.871691,4254.35887,4198.974256,4288.717844,4238.461435
45,0,4250.769127,4230.256307,4204.615282,4304.102459,4190.769128,4215.384512,4229.230666,4224.102461,4224.615281,4215.897333,4252.307588,4191.281949,4277.948613,4227.179384
46,0,4248.205024,4220.512717,4199.487077,4284.102459,4196.922974,4216.410153,4229.230666,4218.974256,4222.051179,4214.358871,4250.769127,4191.794769,4277.948613,4225.128102
47,0,4252.307588,4221.025538,4199.487077,4273.846049,4225.640922,4221.025538,4233.33323,4222.563999,4226.153743,4227.692204,4240.512717,4191.281949,4279.999895,4226.666563
48,0,4247.692204,4221.538358,4197.948615,4289.230664,4213.846051,4219.999897,4230.769127,4224.102461,4227.179384,4224.102461,4233.84605,4182.564,4274.87169,4226.153743
49,0,4245.640922,4226.666563,4198.974256,4298.461433,4184.102462,4215.384512,4222.051179,4219.487076,4223.58964,4212.82041,4239.999896,4182.564,4274.87169,4227.692204
50,0,4259.487075,4236.410153,4209.230666,4295.897331,4191.794769,4218.974256,4225.128102,4230.256307,4225.128102,4217.948615,4251.794768,4202.564,4283.076818,4239.487076
51,0,4266.666562,4234.358871,4214.871692,4299.999895,4213.33323,4224.102461,4233.84605,4245.640922,4234.871691,4229.230666,4263.076819,4216.922974,4286.666562,4247.179383
52,0,4252.820409,4220.512717,4203.589641,4291.281946,4218.461435,4219.999897,4226.153743,4234.871691,4236.410153,4228.205025,4261.025537,4206.666564,4278.974254,4234.358871
53,0,4241.025537,4211.794769,4191.794769,4271.281947,4190.256308,4213.33323,4215.897333,4218.461435,4225.128102,4222.051179,4246.153742,4186.153744,4271.794767,4222.563999
54,0,4239.487076,4210.256307,4193.333231,4267.692203,4161.025539,4211.794769,4216.410153,4217.948615,4218.974256,4221.538358,4233.33323,4174.358872,4264.61528,4218.974256
55,0,4230.256307,4205.128102,4191.794769,4268.717844,4185.128103,4212.82041,4216.410153,4215.897333,4217.435794,4216.922974,4224.615281,4169.230667,4250.256306,4208.205025
56,0,4224.102461,4201.538359,4188.205026,4262.563998,4213.33323,4211.281948,4215.897333,4209.743487,4210.769128,4201.025538,4218.974256,4169.230667,4239.999896,4199.487077
57,0,4236.922973,4208.717846,4199.487077,4274.87169,4198.461436,4211.281948,4216.922974,4218.974256,4214.358871,4204.615282,4227.692204,4181.025539,4253.84605,4213.33323
58,0,4239.999896,4209.743487,4205.640923,4283.076818,4189.230667,4213.33323,4213.846051,4222.563999,4223.07682,4216.922974,4230.256307,4188.717846,4263.076819,4219.487076
59,0,4230.256307,4203.07682,4195.384513,4269.230665,4199.487077,4213.33323,4214.358871,4208.717846,4217.435794,4211.281948,4223.07682,4179.487077,4255.384511,4206.666564
60,0,4234.871691,4208.205025,4200.512718,4266.153742,4193.846051,4211.794769,4217.435794,4204.102461,4214.358871,4207.692205,4227.692204,4177.948616,4258.461434,4209.743487
61,0,4248.205024,4219.487076,4215.384512,4279.999895,4188.717846,4211.281948,4216.922974,4214.871692,4224.102461,4221.025538,4246.153742,4193.333231,4274.87169,4231.281948
62,0,4251.794768,4214.871692,4216.922974,4285.640921,4192.82041,4209.743487,4215.384512,4216.410153,4228.205025,4224.102461,4250.769127,4199.487077,4275.384511,4233.84605
63,0,4251.794768,4207.179384,4215.384512,4281.538357,4199.487077,4207.179384,4215.384512,4209.743487,4221.538358,4212.82041,4235.384512,4191.281949,4265.128101,4223.58964
64,0,4254.871691,4213.33323,4217.948615,4279.999895,4205.128102,4210.256307,4216.922974,4210.256307,4220.512717,4212.307589,4226.153743,4189.743487,4262.563998,4227.179384
65,0,4248.205024,4214.871692,4213.846051,4276.410152,4192.82041,4211.794769,4213.846051,4208.717846,4219.999897,4210.256307,4232.820409,4188.717846,4260.512716,4229.230666
66,0,4246.153742,4207.179384,4210.256307,4269.230665,4188.717846,4210.769128,4211.281948,4202.051179,4219.487076,4206.153743,4237.948614,4188.717846,4263.589639,4226.666563
67,0,4256.410152,4208.205025,4216.410153,4265.640921,4192.30759,4211.794769,4216.410153,4206.153743,4226.666563,4222.051179,4238.461435,4196.922974,4271.794767,4235.384512
68,0,4256.410152,4210.256307,4215.897333,4269.230665,4168.205026,4202.051179,4213.33323,4211.794769,4226.666563,4226.153743,4241.538358,4195.897333,4268.717844,4236.922973
69,0,4243.076819,4204.102461,4207.179384,4267.179383,4163.076821,4193.333231,4201.025538,4202.564,4217.435794,4204.102461,4240.512717,4183.589641,4260.512716,4222.563999
70,0,4245.128101,4205.640923,4207.692205,4263.076819,4199.487077,4205.128102,4202.564,4201.025538,4218.461435,4207.692205,4239.999896,4184.615282,4265.128101,4224.615281
71,0,4255.897332,4215.897333,4213.33323,4269.230665,4211.281948,4219.999897,4217.435794,4214.358871,4225.640922,4234.358871,4240.512717,4190.256308,4264.61528,4232.820409
72,0,4256.922973,4227.179384,4212.82041,4273.846049,4193.333231,4220.512717,4224.615281,4224.615281,4228.717845,4236.922973,4242.051178,4190.769128,4264.61528,4233.84605
73,0,4249.743486,4232.820409,4210.769128,4268.205024,4188.717846,4217.948615,4217.435794,4224.615281,4233.33323,4222.563999,4242.051178,4189.230667,4264.61528,4232.820409
74,0,4242.563999,4232.820409,4210.256307,4259.999896,4173.333231,4214.358871,4202.051179,4220.512717,4229.230666,4218.461435,4239.999896,4184.615282,4247.692204,4225.640922
75,0,4243.076819,4239.487076,4218.974256,4259.999896,4155.897334,4209.743487,4203.07682,4224.615281,4222.051179,4218.974256,4248.717845,4191.281949,4246.666563,4226.666563
