title:V                                                                               , recorded:06.07.20 12.58.21, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
118,0,4351.794765,4352.307586,4210.769128,4459.999891,4214.358871,4229.743486,4222.563999,4213.33323,4219.487076,4174.871693,4237.435794,4161.025539,4338.974253,4302.563997
119,0,4355.897329,4346.66656,4221.025538,4455.384506,4202.051179,4235.384512,4230.769127,4221.025538,4227.692204,4191.794769,4256.410152,4180.512718,4350.769124,4312.307587
120,0,4358.461432,4335.384509,4226.153743,4461.538352,4209.743487,4225.128102,4231.281948,4224.102461,4228.717845,4198.974256,4238.974255,4186.153744,4357.948611,4311.794766
121,0,4359.487073,4344.102458,4224.615281,4466.666557,4219.999897,4223.07682,4222.563999,4218.974256,4226.153743,4190.256308,4235.897332,4183.589641,4351.794765,4305.1281
122,0,4356.92297,4349.230663,4221.538358,4454.358865,4212.82041,4231.281948,4217.948615,4216.410153,4227.179384,4191.794769,4255.897332,4183.076821,4354.871688,4306.153741
123,0,4355.897329,4338.461432,4223.07682,4447.692199,4206.666564,4231.281948,4218.974256,4218.461435,4226.153743,4193.333231,4255.897332,4180.512718,4364.102457,4311.281946
124,0,4361.538355,4338.974253,4229.230666,4456.410147,4213.846051,4229.230666,4226.153743,4225.640922,4228.205025,4189.743487,4246.153742,4180.512718,4364.102457,4316.410151
125,0,4364.615278,4341.538355,4228.717845,4457.435788,4221.538358,4231.281948,4232.820409,4232.820409,4234.358871,4195.384513,4256.922973,4186.153744,4365.128098,4318.974253
126,0,4360.512714,4336.922971,4220.512717,4453.846045,4225.128102,4233.84605,4232.820409,4236.922973,4236.922973,4205.640923,4271.794767,4193.846051,4373.846047,4319.999894
127,0,4359.487073,4335.384509,4223.07682,4464.615275,4224.615281,4234.358871,4233.33323,4235.897332,4236.410153,4202.051179,4255.384511,4191.794769,4373.333226,4317.948612
128,0,4357.948611,4330.769125,4223.58964,4466.666557,4219.487076,4228.205025,4230.256307,4227.179384,4231.281948,4191.281949,4240.512717,4182.564,4364.615278,4310.769125
0,0,4352.307586,4324.102458,4218.461435,4452.820404,4220.512717,4225.128102,4229.230666,4223.07682,4229.743486,4191.281949,4253.84605,4185.128103,4361.025534,4306.666561
1,0,4348.205022,4325.128099,4219.999897,4448.205019,4213.846051,4225.640922,4230.769127,4223.07682,4229.230666,4194.358872,4253.84605,4188.717846,4357.948611,4304.615279
