title:C                                                                               , recorded:01.07.20 12.48.44, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
16,0,4228.205025,4141.53836,4210.256307,4182.564,4256.410152,4231.794768,4239.999896,4247.179383,4267.179383,3602.051194,4138.974258,4304.102459,4200.512718,4317.948612
17,0,4217.948615,4142.051181,4201.538359,4181.025539,4281.538357,4230.256307,4221.025538,4245.128101,4256.410152,3564.615297,4160.512719,4310.256305,4200.512718,4310.769125
18,0,4219.999897,4167.179385,4204.615282,4182.564,4295.897331,4227.692204,4218.461435,4247.692204,4256.410152,3587.179399,4159.999898,4308.205023,4204.615282,4318.461433
19,0,4231.794768,4178.974257,4218.461435,4186.153744,4249.743486,4228.205025,4237.948614,4250.769127,4271.281947,3623.076834,4147.692206,4305.64092,4206.153743,4328.717843
20,0,4223.58964,4161.025539,4208.717846,4183.589641,4290.769126,4233.33323,4233.33323,4246.666563,4278.461434,3592.820425,4145.640924,4303.076818,4202.051179,4317.435792
21,0,4214.358871,4156.410155,4197.948615,4182.564,4319.999894,4229.230666,4223.58964,4242.051178,4272.307588,3554.358887,4138.974258,4302.051177,4197.435795,4310.256305
22,0,4221.025538,4172.820411,4206.153743,4188.717846,4243.58964,4235.384512,4235.384512,4245.640922,4262.051178,3593.846066,4117.435797,4300.512715,4196.922974,4317.948612
23,0,4213.846051,4167.179385,4202.051179,4183.589641,4238.461435,4233.33323,4226.666563,4235.897332,4237.435794,3624.615296,4082.051182,4292.307587,4193.846051,4304.615279
24,0,4210.769128,4155.897334,4200.512718,4186.153744,4289.230664,4216.922974,4212.82041,4230.769127,4231.794768,3590.769143,4077.435798,4301.538356,4199.487077,4296.410151
25,0,4229.230666,4170.769129,4219.999897,4203.589641,4285.640921,4227.692204,4231.794768,4253.333229,4268.205024,3589.230681,4083.076823,4318.461433,4209.743487,4318.461433
26,0,4234.871691,4187.692205,4222.051179,4202.051179,4296.410151,4255.897332,4242.563999,4261.538357,4279.999895,3636.922988,4037.948619,4308.205023,4204.615282,4323.076817
27,0,4216.922974,4178.974257,4201.025538,4188.717846,4266.666562,4237.435794,4212.82041,4241.538358,4256.410152,3651.794782,3993.333236,4287.179382,4194.871692,4297.948613
28,0,4207.179384,4162.05118,4201.538359,4189.230667,4180.512718,4209.230666,4197.435795,4239.487076,4261.538357,3642.564013,3996.922979,4290.769126,4194.358872,4291.794767
