title:C                                                                               , recorded:01.07.20 12.52.15, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
56,0,4196.410154,4262.563998,4213.846051,4243.076819,4243.076819,4230.769127,4215.384512,4204.102461,4224.615281,4262.051178,4189.743487,4235.384512,4238.461435,4239.487076
57,0,4200.512718,4265.128101,4216.410153,4245.128101,4241.538358,4232.307589,4218.461435,4213.846051,4214.871692,4256.922973,4205.128102,4244.10246,4241.025537,4241.538358
58,0,4201.538359,4264.61528,4219.999897,4250.256306,4201.025538,4234.358871,4219.487076,4218.461435,4210.769128,4248.717845,4215.384512,4249.230665,4246.153742,4241.025537
59,0,4203.07682,4266.153742,4222.563999,4250.769127,4203.07682,4232.820409,4218.461435,4214.358871,4216.922974,4276.410152,4205.128102,4242.563999,4242.563999,4243.076819
60,0,4204.615282,4267.692203,4222.051179,4248.205024,4204.102461,4231.794768,4216.922974,4213.846051,4216.410153,4287.179382,4196.410154,4234.871691,4236.410153,4241.538358
61,0,4196.410154,4262.051178,4217.948615,4246.153742,4202.564,4231.281948,4217.948615,4219.999897,4216.922974,4263.589639,4198.461436,4233.84605,4234.358871,4233.84605
62,0,4188.205026,4259.487075,4216.922974,4245.128101,4219.999897,4232.307589,4219.487076,4217.435794,4218.461435,4262.563998,4199.999897,4235.384512,4234.358871,4233.84605
63,0,4189.230667,4258.974255,4218.974256,4247.179383,4207.179384,4233.33323,4218.974256,4209.743487,4211.281948,4279.487075,4202.564,4239.999896,4234.871691,4236.410153
64,0,4190.256308,4251.794768,4218.461435,4246.666563,4195.384513,4229.743486,4218.461435,4210.256307,4206.153743,4261.025537,4206.153743,4240.512717,4235.897332,4233.33323
65,0,4177.435795,4241.025537,4211.281948,4235.384512,4210.769128,4226.153743,4217.948615,4207.692205,4203.589641,4220.512717,4196.922974,4231.281948,4230.256307,4226.666563
66,0,4171.281949,4241.025537,4206.666564,4230.769127,4198.461436,4228.717845,4216.410153,4201.025538,4198.974256,4222.563999,4190.256308,4230.256307,4228.717845,4227.692204
67,0,4183.589641,4248.205024,4212.307589,4238.461435,4185.128103,4232.307589,4215.384512,4204.102461,4205.128102,4250.256306,4198.974256,4238.974255,4234.871691,4234.871691
68,0,4187.179385,4247.692204,4215.384512,4239.487076,4203.07682,4229.743486,4213.33323,4204.615282,4215.897333,4248.205024,4201.538359,4240.512717,4236.410153,4235.897332
69,0,4181.538359,4243.076819,4213.846051,4232.307589,4211.281948,4228.205025,4213.846051,4204.615282,4218.461435,4251.794768,4197.435795,4238.461435,4233.84605,4231.794768
