title:V                                                                               , recorded:06.07.20 12.54.20, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
48,0,4189.743487,4160.512719,4200.512718,4178.974257,4204.102461,4215.897333,4210.256307,4214.871692,4205.128102,4223.07682,4193.333231,4183.589641,4183.076821,4195.897333
49,0,4197.948615,4188.717846,4205.640923,4192.82041,4223.07682,4218.461435,4205.128102,4218.461435,4205.640923,4239.487076,4206.153743,4185.640923,4197.435795,4208.717846
50,0,4215.384512,4214.871692,4207.692205,4214.358871,4219.999897,4213.846051,4202.051179,4215.384512,4198.461436,4219.999897,4206.153743,4186.153744,4204.102461,4218.974256
51,0,4207.692205,4203.07682,4204.102461,4210.769128,4184.102462,4207.179384,4205.128102,4209.743487,4196.922974,4196.922974,4189.230667,4179.487077,4180.512718,4199.487077
52,0,4182.564,4183.589641,4194.871692,4199.487077,4154.871693,4198.461436,4198.974256,4200.512718,4192.82041,4190.256308,4168.717847,4164.102462,4150.256309,4170.769129
53,0,4174.358872,4182.05118,4191.794769,4192.30759,4184.102462,4201.025538,4197.435795,4196.922974,4187.692205,4200.512718,4166.153744,4158.461437,4150.769129,4165.640924
54,0,4187.179385,4192.30759,4196.922974,4191.794769,4223.58964,4215.897333,4210.769128,4210.256307,4193.333231,4220.512717,4182.05118,4175.384513,4172.820411,4181.538359
55,0,4194.871692,4193.333231,4202.564,4198.461436,4219.487076,4219.487076,4215.897333,4212.82041,4200.512718,4215.384512,4185.640923,4186.153744,4179.487077,4190.256308
56,0,4197.948615,4192.30759,4202.564,4207.179384,4200.512718,4217.435794,4215.897333,4207.179384,4197.948615,4201.025538,4182.564,4177.948616,4174.871693,4194.358872
57,0,4202.564,4196.922974,4201.025538,4208.717846,4172.30759,4216.410153,4214.871692,4208.205025,4194.358872,4189.743487,4185.640923,4171.79477,4173.333231,4196.410154
58,0,4204.102461,4199.999897,4202.051179,4205.128102,4164.102462,4215.897333,4205.640923,4203.589641,4192.82041,4186.153744,4187.179385,4178.461436,4169.743488,4197.435795
59,0,4205.640923,4194.358872,4207.179384,4203.589641,4209.230666,4217.435794,4201.538359,4198.461436,4191.281949,4207.179384,4181.538359,4185.640923,4166.153744,4199.487077
60,0,4207.179384,4188.717846,4209.230666,4198.461436,4252.307588,4217.435794,4208.205025,4199.999897,4189.743487,4219.999897,4184.102462,4184.615282,4173.846052,4201.025538
61,0,4206.153743,4191.794769,4208.205025,4196.410154,4226.666563,4214.358871,4208.717846,4202.051179,4189.230667,4199.999897,4190.256308,4183.589641,4182.564,4201.025538
