title:A                                                                               , recorded:02.07.20 12.46.45, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
20,0,4159.487078,4143.076822,4130.256309,4117.435797,4148.205027,4125.128104,4131.28195,4125.640925,4131.28195,4148.717847,4128.205027,4085.640926,4120.51272,4096.922977
21,0,4194.358872,4180.512718,4164.615283,4159.999898,4187.692205,4168.717847,4166.666565,4158.461437,4177.948616,4194.358872,4174.871693,4126.666566,4157.948616,4138.974258
22,0,4199.487077,4187.692205,4172.820411,4171.281949,4201.538359,4173.333231,4169.743488,4170.769129,4194.871692,4210.769128,4190.769128,4135.384514,4166.666565,4144.615283
23,0,4174.358872,4167.692206,4151.79477,4147.179386,4189.743487,4153.333232,4154.358873,4149.743488,4172.30759,4190.256308,4166.666565,4112.307592,4148.717847,4119.487079
24,0,4179.999898,4172.30759,4158.974257,4156.922975,4199.999897,4163.589642,4161.025539,4155.897334,4177.948616,4199.487077,4171.79477,4131.28195,4153.846052,4132.307591
25,0,4178.974257,4165.128103,4158.461437,4153.333232,4191.281949,4157.435796,4150.769129,4152.307591,4168.717847,4192.82041,4173.846052,4134.358873,4152.307591,4130.256309
26,0,4147.179386,4129.743489,4125.640925,4109.743489,4152.307591,4126.666566,4119.487079,4125.128104,4136.410155,4155.897334,4145.128104,4095.384515,4128.205027,4094.358874
27,0,4127.179386,4108.717848,4108.717848,4086.666567,4130.256309,4113.333233,4108.717848,4109.743489,4121.02554,4128.205027,4126.153745,4077.435798,4113.846053,4080.512721
27,0,4127.179386,4108.717848,4108.717848,4086.666567,4130.256309,4113.333233,4108.717848,4109.743489,4121.02554,4128.205027,4126.153745,4077.435798,4113.846053,4080.512721
28,0,4165.640924,4149.230668,4150.256309,4134.871694,4168.717847,4145.128104,4146.153745,4145.128104,4162.05118,4169.230667,4162.564001,4122.564002,4142.564001,4125.128104
29,0,4190.256308,4176.410154,4168.717847,4160.512719,4190.769128,4160.512719,4165.128103,4163.076821,4186.153744,4198.461436,4178.974257,4141.02554,4158.461437,4142.564001
30,0,4207.692205,4198.974256,4179.487077,4178.974257,4212.307589,4186.153744,4186.153744,4184.102462,4209.743487,4220.512717,4193.846051,4153.846052,4171.79477,4155.384514
