title:JTA                                                                             , recorded:03.07.20 14.46.57, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
128,0,4197.948615,4259.487075,4215.384512,4219.999897,4236.922973,4217.948615,4207.179384,4213.33323,4226.666563,4227.692204,4215.384512,4244.615281,4232.820409,4215.384512
0,0,4214.871692,4275.897331,4229.230666,4248.205024,4253.84605,4238.461435,4220.512717,4242.563999,4236.410153,4237.948614,4241.538358,4266.666562,4249.743486,4231.794768
1,0,4221.025538,4282.563998,4232.307589,4263.076819,4251.281947,4234.358871,4225.128102,4252.307588,4232.307589,4263.076819,4252.307588,4269.743485,4243.076819,4234.358871
2,0,4216.922974,4278.461434,4222.563999,4264.61528,4241.538358,4229.743486,4227.179384,4246.666563,4229.230666,4267.692203,4244.10246,4267.692203,4232.307589,4229.743486
3,0,4212.307589,4279.487075,4218.461435,4266.666562,4244.615281,4244.615281,4235.384512,4254.871691,4236.922973,4249.743486,4244.10246,4277.948613,4243.076819,4231.281948
4,0,4206.666564,4275.897331,4219.999897,4266.153742,4241.025537,4246.666563,4234.871691,4259.487075,4232.307589,4234.871691,4252.307588,4277.435793,4249.743486,4232.820409
5,0,4200.512718,4266.666562,4215.897333,4261.025537,4228.205025,4229.230666,4223.07682,4247.179383,4222.563999,4232.820409,4245.640922,4264.10246,4234.871691,4225.640922
6,0,4204.102461,4266.153742,4212.82041,4257.435793,4227.692204,4228.205025,4216.410153,4241.025537,4228.205025,4239.487076,4233.84605,4259.487075,4229.230666,4218.461435
7,0,4202.564,4270.769126,4214.871692,4256.922973,4232.307589,4232.307589,4216.410153,4241.538358,4232.820409,4238.461435,4230.256307,4261.025537,4233.84605,4215.384512
8,0,4200.512718,4273.846049,4216.410153,4256.410152,4232.307589,4226.666563,4224.615281,4241.025537,4230.256307,4238.461435,4236.922973,4261.538357,4232.820409,4222.051179
9,0,4210.769128,4273.846049,4220.512717,4243.076819,4232.307589,4226.153743,4230.256307,4244.615281,4229.743486,4245.640922,4244.10246,4262.051178,4237.435794,4230.769127
10,0,4217.435794,4275.384511,4228.205025,4230.769127,4235.897332,4232.307589,4226.153743,4248.717845,4233.33323,4247.692204,4248.717845,4266.153742,4250.256306,4233.84605
11,0,4215.897333,4278.461434,4230.769127,4241.025537,4235.897332,4229.743486,4219.999897,4249.743486,4234.871691,4255.384511,4254.35887,4274.35887,4250.769127,4235.897332
12,0,4213.846051,4273.333229,4222.563999,4247.692204,4232.820409,4222.563999,4216.410153,4246.153742,4229.230666,4261.025537,4245.640922,4268.717844,4236.922973,4228.205025
13,0,4204.615282,4261.538357,4211.794769,4234.358871,4226.666563,4212.307589,4206.666564,4229.230666,4222.051179,4231.794768,4223.07682,4246.153742,4227.179384,4212.307589
14,0,4193.333231,4257.435793,4210.256307,4227.692204,4227.692204,4209.743487,4198.461436,4213.33323,4225.640922,4212.307589,4212.82041,4236.922973,4226.666563,4214.358871
15,0,4203.589641,4267.692203,4222.563999,4243.58964,4245.128101,4226.666563,4211.794769,4224.102461,4233.84605,4239.999896,4228.205025,4254.871691,4241.538358,4233.33323
16,0,4220.512717,4273.333229,4234.871691,4253.333229,4250.769127,4234.871691,4222.051179,4242.563999,4232.820409,4252.820409,4242.563999,4266.153742,4248.205024,4238.974255
17,0,4217.435794,4264.10246,4228.717845,4239.999896,4239.487076,4223.58964,4211.794769,4242.051178,4230.256307,4243.076819,4238.461435,4259.487075,4237.435794,4229.230666
18,0,4202.051179,4248.717845,4215.384512,4225.640922,4228.717845,4211.281948,4199.487077,4224.615281,4223.07682,4245.128101,4225.128102,4248.205024,4230.256307,4218.461435
19,0,4196.922974,4238.974255,4209.743487,4226.153743,4218.974256,4201.025538,4195.384513,4203.07682,4216.922974,4232.307589,4211.281948,4235.897332,4227.692204,4212.307589
20,0,4209.230666,4243.076819,4213.33323,4243.076819,4216.922974,4202.051179,4201.025538,4203.07682,4225.640922,4216.922974,4212.307589,4239.999896,4228.205025,4221.025538
21,0,4221.538358,4249.743486,4224.615281,4257.435793,4230.769127,4221.025538,4214.358871,4230.769127,4234.871691,4232.307589,4232.307589,4263.076819,4239.487076,4234.358871
