title:V                                                                               , recorded:06.07.20 13.00.06, sampling:128, subject:B                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
55,0,4234.871691,4324.615279,4227.692204,4241.538358,4234.358871,4219.487076,4234.358871,4232.307589,4231.794768,4223.58964,4244.10246,4210.769128,4221.025538,4228.717845
56,0,4225.640922,4305.64092,4221.538358,4236.922973,4221.538358,4215.897333,4232.307589,4224.102461,4222.051179,4210.256307,4230.769127,4207.692205,4192.30759,4225.128102
57,0,4222.051179,4308.205023,4218.461435,4234.871691,4221.025538,4218.461435,4230.256307,4224.102461,4219.999897,4218.974256,4241.538358,4199.999897,4187.179385,4214.358871
58,0,4224.615281,4320.512715,4218.461435,4238.461435,4236.922973,4222.051179,4233.33323,4226.153743,4223.07682,4231.281948,4232.307589,4192.82041,4214.871692,4211.281948
59,0,4225.128102,4314.358869,4218.974256,4241.025537,4233.33323,4216.922974,4229.230666,4226.153743,4222.051179,4221.025538,4255.897332,4198.461436,4194.871692,4220.512717
60,0,4217.948615,4303.076818,4214.871692,4236.410153,4219.487076,4213.33323,4219.487076,4218.974256,4217.435794,4213.33323,4274.87169,4201.025538,4175.384513,4215.384512
61,0,4217.435794,4301.025536,4213.846051,4233.84605,4227.692204,4215.384512,4218.974256,4213.846051,4220.512717,4223.07682,4264.61528,4196.410154,4199.999897,4202.564
62,0,4225.640922,4309.230664,4216.922974,4241.538358,4231.794768,4216.410153,4217.948615,4216.410153,4223.58964,4230.256307,4256.410152,4197.435795,4209.230666,4213.846051
63,0,4228.205025,4310.256305,4217.435794,4243.076819,4221.025538,4216.410153,4216.922974,4216.922974,4219.487076,4224.615281,4248.717845,4201.538359,4174.871693,4227.179384
64,0,4219.999897,4290.256305,4215.897333,4233.84605,4222.563999,4218.974256,4228.205025,4217.948615,4218.461435,4223.07682,4225.128102,4197.435795,4186.666564,4214.871692
65,0,4216.922974,4286.153741,4213.846051,4242.051178,4236.922973,4219.487076,4232.820409,4217.435794,4222.563999,4223.58964,4230.769127,4194.871692,4218.461435,4208.205025
66,0,4220.512717,4311.281946,4207.692205,4260.512716,4242.051178,4217.435794,4218.461435,4211.794769,4220.512717,4221.025538,4249.230665,4191.794769,4199.999897,4217.435794
67,0,4213.846051,4320.512715,4201.538359,4253.84605,4237.435794,4215.384512,4212.82041,4207.179384,4211.281948,4216.410153,4215.897333,4179.487077,4187.179385,4208.205025
68,0,4200.512718,4307.179382,4197.435795,4233.84605,4232.820409,4213.33323,4217.435794,4207.692205,4205.128102,4212.307589,4197.948615,4171.281949,4197.435795,4184.615282
69,0,4198.461436,4301.025536,4201.538359,4241.025537,4233.84605,4215.384512,4218.974256,4214.358871,4214.871692,4214.871692,4237.948614,4178.974257,4187.692205,4186.153744
70,0,4201.538359,4303.076818,4205.640923,4262.051178,4232.820409,4219.999897,4223.58964,4225.640922,4229.230666,4227.692204,4231.794768,4183.076821,4179.487077,4193.846051
71,0,4200.512718,4298.974254,4206.666564,4256.922973,4220.512717,4217.948615,4225.128102,4227.692204,4225.640922,4233.84605,4200.512718,4178.461436,4178.461436,4185.640923
72,0,4201.025538,4291.794767,4206.666564,4251.794768,4217.948615,4213.33323,4217.435794,4212.307589,4210.769128,4215.384512,4245.128101,4186.666564,4162.05118,4188.205026
73,0,4203.07682,4282.563998,4210.256307,4256.410152,4232.307589,4216.410153,4216.922974,4208.205025,4209.230666,4207.179384,4256.410152,4193.846051,4172.820411,4193.333231
74,0,4201.025538,4279.487075,4214.871692,4246.666563,4237.948614,4218.461435,4218.974256,4214.358871,4215.384512,4224.102461,4195.384513,4185.640923,4211.794769,4184.615282
75,0,4198.974256,4282.051177,4213.33323,4239.999896,4229.230666,4209.743487,4213.33323,4210.769128,4216.410153,4229.230666,4202.564,4188.717846,4204.615282,4186.153744
76,0,4202.051179,4281.025536,4213.33323,4250.769127,4216.410153,4201.025538,4210.769128,4208.717846,4214.358871,4219.487076,4236.410153,4203.07682,4182.05118,4199.999897
77,0,4207.179384,4286.666562,4218.974256,4254.871691,4214.358871,4199.999897,4215.897333,4211.281948,4215.384512,4221.025538,4246.153742,4207.692205,4197.948615,4208.205025
78,0,4206.666564,4288.205023,4218.461435,4243.58964,4223.58964,4200.512718,4217.948615,4207.179384,4216.410153,4228.717845,4239.487076,4194.871692,4217.948615,4202.051179
79,0,4197.948615,4275.897331,4209.230666,4249.743486,4225.640922,4201.538359,4213.846051,4204.102461,4213.846051,4218.974256,4222.051179,4179.999898,4199.999897,4191.281949
