title:A                                                                               , recorded:02.07.20 12.24.16, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
62,0,4136.410155,4192.30759,4187.692205,4194.871692,4141.53836,4176.922975,4184.615282,4195.897333,4207.179384,4241.025537,4201.538359,4174.871693,4181.538359,4134.358873
63,0,4159.999898,4214.358871,4210.769128,4207.179384,4161.025539,4193.846051,4194.871692,4203.07682,4203.07682,4215.384512,4199.487077,4188.717846,4186.153744,4151.28195
64,0,4140.512719,4190.769128,4191.794769,4193.846051,4227.692204,4188.205026,4191.281949,4187.179385,4185.128103,4164.615283,4167.179385,4167.692206,4159.487078,4131.28195
65,0,4112.820412,4162.564001,4163.589642,4175.897334,4213.33323,4172.820411,4177.435795,4175.897334,4192.30759,4207.179384,4160.512719,4149.743488,4154.871693,4112.307592
66,0,4112.307592,4166.153744,4164.615283,4174.358872,4127.692207,4173.846052,4174.871693,4180.512718,4195.384513,4230.256307,4175.897334,4150.769129,4161.025539,4119.487079
67,0,4128.717848,4178.461436,4181.538359,4183.589641,4135.384514,4189.230667,4188.205026,4188.717846,4192.82041,4178.461436,4183.076821,4162.564001,4163.589642,4132.820412
68,0,4123.589643,4172.30759,4175.384513,4177.435795,4203.07682,4188.717846,4185.640923,4185.640923,4198.461436,4169.743488,4175.384513,4157.435796,4159.999898,4126.153745
69,0,4108.717848,4174.358872,4157.948616,4167.692206,4201.538359,4174.871693,4171.79477,4176.922975,4189.743487,4184.615282,4159.999898,4139.487078,4140.512719,4108.205028
70,0,4092.307592,4164.615283,4136.922976,4150.256309,4155.897334,4154.358873,4161.53836,4162.05118,4162.05118,4175.384513,4133.333232,4113.846053,4111.281951,4086.666567
71,0,4091.281951,4137.948617,4138.974258,4137.435796,4143.076822,4157.948616,4168.717847,4167.692206,4171.281949,4181.025539,4134.871694,4112.820412,4120.51272,4090.25631
72,0,4110.76913,4137.435796,4167.179385,4152.820411,4159.999898,4187.692205,4183.589641,4195.384513,4211.794769,4210.769128,4170.256308,4144.615283,4150.769129,4112.307592
73,0,4125.640925,4168.717847,4177.948616,4181.538359,4171.79477,4199.999897,4186.666564,4199.999897,4217.948615,4216.410153,4186.153744,4159.999898,4159.999898,4120.51272
74,0,4118.974258,4182.564,4161.025539,4181.025539,4163.076821,4181.538359,4170.769129,4178.461436,4190.769128,4184.615282,4164.102462,4142.051181,4154.358873,4113.333233
75,0,4114.358874,4173.846052,4161.025539,4169.230667,4186.666564,4169.743488,4168.717847,4177.948616,4191.281949,4195.897333,4161.53836,4141.02554,4158.974257,4114.358874
76,0,4115.897335,4170.769129,4169.743488,4169.230667,4205.128102,4176.410154,4181.025539,4189.743487,4207.692205,4216.922974,4177.435795,4157.435796,4164.102462,4118.461438
77,0,4113.846053,4176.410154,4167.179385,4175.897334,4131.794771,4184.102462,4184.615282,4185.640923,4200.512718,4193.846051,4175.384513,4156.922975,4163.589642,4115.897335
78,0,4106.153746,4166.153744,4156.922975,4170.256308,4091.281951,4173.333231,4170.256308,4170.769129,4175.384513,4161.53836,4153.846052,4138.461437,4150.256309,4104.102464
79,0,4113.333233,4168.205026,4164.102462,4170.769129,4176.922975,4170.769129,4166.666565,4175.384513,4183.076821,4195.897333,4158.974257,4141.02554,4151.28195,4109.743489
80,0,4128.205027,4189.230667,4179.999898,4183.076821,4239.487076,4193.333231,4190.769128,4196.410154,4210.256307,4231.281948,4188.205026,4159.487078,4173.846052,4130.76913
81,0,4123.589643,4184.615282,4174.871693,4185.128103,4211.281948,4196.410154,4202.051179,4202.564,4211.281948,4216.410153,4191.281949,4159.999898,4181.025539,4130.76913
82,0,4115.384515,4171.281949,4162.05118,4178.461436,4174.358872,4174.871693,4184.615282,4192.30759,4204.102461,4217.435794,4183.076821,4151.28195,4171.79477,4119.487079
83,0,4137.948617,4197.435795,4184.102462,4188.717846,4161.025539,4189.230667,4190.769128,4201.025538,4218.461435,4233.84605,4202.564,4171.79477,4188.205026,4142.564001
84,0,4145.640924,4202.051179,4197.435795,4191.281949,4187.692205,4204.102461,4202.564,4208.717846,4219.999897,4258.461434,4213.33323,4184.615282,4198.974256,4155.384514
