title:JTA                                                                             , recorded:03.07.20 14.20.09, sampling:128, subject:JTA                                                                             , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
7,0,4349.230663,4279.487075,4269.230665,4270.769126,4231.794768,4218.974256,4231.281948,4229.743486,4220.512717,4235.384512,4265.640921,4264.10246,4286.153741,4347.179381
8,0,4399.999892,4308.717843,4278.974254,4282.563998,4230.256307,4217.435794,4226.666563,4217.948615,4206.153743,4222.051179,4272.820408,4275.897331,4309.743484,4392.307585
9,0,4430.256302,4318.974253,4281.025536,4282.051177,4225.640922,4212.307589,4215.897333,4210.256307,4194.871692,4205.640923,4276.410152,4276.922972,4324.615279,4426.666558
10,0,4447.179378,4315.38451,4288.717844,4281.538357,4228.205025,4211.281948,4216.922974,4219.487076,4208.205025,4224.615281,4296.922972,4284.61528,4350.769124,4456.410147
11,0,4466.153737,4325.128099,4299.999895,4284.61528,4234.871691,4216.410153,4226.153743,4230.769127,4223.07682,4254.871691,4314.358869,4298.974254,4375.384508,4475.897326
12,0,4465.128096,4329.230663,4299.999895,4285.640921,4230.769127,4212.82041,4223.07682,4224.615281,4220.512717,4249.230665,4306.153741,4296.922972,4372.307585,4472.307583
13,0,4437.435789,4307.692202,4288.717844,4276.922972,4219.487076,4205.640923,4214.871692,4213.846051,4214.358871,4229.743486,4294.358869,4281.538357,4362.051175,4451.281942
14,0,4413.846046,4290.769126,4279.999895,4266.153742,4216.922974,4210.769128,4216.410153,4216.922974,4216.410153,4230.769127,4293.846049,4274.35887,4358.461432,4432.307584
15,0,4396.410149,4284.102459,4272.307588,4261.025537,4223.07682,4216.410153,4219.487076,4221.538358,4216.410153,4235.384512,4288.717844,4270.256306,4348.205022,4409.743482
16,0,4363.589637,4262.563998,4263.589639,4254.871691,4228.205025,4214.871692,4219.487076,4216.922974,4213.33323,4230.256307,4276.410152,4261.538357,4329.743484,4376.410149
17,0,4333.333227,4242.563999,4261.025537,4244.615281,4227.692204,4214.358871,4221.025538,4218.461435,4214.871692,4230.769127,4267.692203,4255.897332,4315.89733,4349.230663
18,0,4320.512715,4242.051178,4257.435793,4241.025537,4227.692204,4216.922974,4224.615281,4227.692204,4216.410153,4233.84605,4263.076819,4251.794768,4302.563997,4329.743484
19,0,4304.615279,4235.897332,4250.769127,4243.58964,4230.256307,4216.410153,4228.205025,4231.794768,4217.435794,4233.33323,4261.025537,4247.179383,4292.820408,4312.820407
20,0,4286.666562,4218.974256,4245.640922,4237.435794,4231.281948,4217.435794,4230.769127,4230.256307,4224.615281,4236.410153,4261.538357,4246.666563,4290.256305,4302.051177
21,0,4275.897331,4209.743487,4241.538358,4229.743486,4231.281948,4224.102461,4229.743486,4230.769127,4230.256307,4243.58964,4258.461434,4246.153742,4283.589639,4295.38451
22,0,4268.205024,4206.153743,4236.922973,4232.307589,4233.84605,4231.281948,4229.743486,4232.307589,4228.717845,4248.717845,4259.999896,4244.10246,4277.435793,4290.256305
23,0,4265.128101,4205.128102,4236.410153,4234.358871,4234.358871,4233.33323,4232.307589,4231.794768,4229.230666,4250.256306,4262.051178,4244.10246,4281.025536,4285.1281
24,0,4262.051178,4201.538359,4235.897332,4231.794768,4232.820409,4232.820409,4233.84605,4235.897332,4233.33323,4249.230665,4254.871691,4241.538358,4277.948613,4274.87169
25,0,4253.333229,4184.615282,4233.84605,4231.794768,4232.820409,4233.33323,4234.358871,4246.666563,4235.897332,4249.743486,4249.230665,4236.922973,4267.692203,4264.61528
26,0,4239.487076,4168.717847,4232.820409,4223.58964,4231.794768,4228.205025,4233.84605,4246.666563,4231.281948,4247.179383,4247.692204,4235.384512,4259.487075,4254.871691
27,0,4230.769127,4166.153744,4230.769127,4212.307589,4227.692204,4218.461435,4231.794768,4233.84605,4223.07682,4238.974255,4244.615281,4233.84605,4252.307588,4246.666563
28,0,4229.230666,4164.615283,4229.230666,4218.974256,4226.666563,4217.948615,4230.256307,4228.717845,4222.563999,4238.461435,4242.563999,4229.743486,4247.179383,4242.051178
29,0,4225.128102,4156.922975,4228.717845,4226.666563,4228.205025,4221.538358,4229.743486,4230.769127,4227.692204,4242.563999,4238.461435,4227.692204,4247.179383,4236.410153
30,0,4216.410153,4146.153745,4227.692204,4219.487076,4229.230666,4221.025538,4231.794768,4231.281948,4227.179384,4237.948614,4231.281948,4228.205025,4246.153742,4229.743486
31,0,4211.794769,4138.974258,4224.615281,4213.846051,4228.205025,4220.512717,4233.33323,4238.461435,4226.153743,4233.84605,4228.205025,4225.640922,4240.512717,4228.205025
32,0,4214.358871,4138.974258,4225.640922,4216.922974,4229.230666,4221.025538,4233.84605,4244.615281,4230.256307,4234.871691,4232.307589,4227.692204,4241.538358,4229.743486
33,0,4213.33323,4141.02554,4226.666563,4219.487076,4232.820409,4221.538358,4234.871691,4239.999896,4230.256307,4236.410153,4232.820409,4229.230666,4244.615281,4229.743486
34,0,4208.205025,4136.410155,4219.487076,4217.948615,4231.794768,4219.487076,4229.230666,4229.230666,4221.025538,4234.358871,4225.640922,4220.512717,4240.512717,4226.153743
35,0,4214.358871,4136.410155,4219.999897,4217.948615,4227.179384,4216.922974,4224.615281,4218.461435,4212.307589,4226.666563,4222.563999,4219.999897,4239.487076,4227.692204
36,0,4230.256307,4146.153745,4229.743486,4225.128102,4230.769127,4222.563999,4230.769127,4218.461435,4213.33323,4221.025538,4228.717845,4229.230666,4247.179383,4244.10246
37,0,4250.256306,4157.435796,4234.871691,4232.307589,4234.358871,4230.256307,4237.435794,4231.794768,4218.461435,4224.615281,4232.820409,4232.307589,4252.307588,4265.640921
38,0,4288.205023,4177.948616,4241.025537,4234.358871,4224.102461,4226.153743,4235.384512,4234.358871,4217.435794,4224.615281,4235.897332,4237.948614,4263.589639,4291.794767
39,0,4345.128099,4210.256307,4261.538357,4246.666563,4214.871692,4211.794769,4227.179384,4219.999897,4210.769128,4217.948615,4246.153742,4252.307588,4290.769126,4337.435791
40,0,4390.256303,4236.410153,4278.461434,4264.61528,4217.435794,4204.102461,4218.461435,4216.410153,4209.743487,4216.922974,4260.512716,4264.10246,4316.410151,4389.743482
41,0,4412.307584,4246.153742,4282.051177,4270.256306,4219.999897,4204.102461,4216.410153,4221.025538,4211.794769,4225.640922,4274.35887,4274.35887,4335.384509,4426.153738
42,0,4418.46143,4252.307588,4283.589639,4269.230665,4219.999897,4203.589641,4218.974256,4219.487076,4207.692205,4229.230666,4282.563998,4277.948613,4347.179381,4439.999891
43,0,4410.256302,4249.743486,4278.461434,4266.153742,4219.487076,4201.025538,4217.435794,4215.897333,4202.051179,4219.999897,4278.461434,4267.179383,4343.076817,4434.871686
44,0,4397.94861,4237.948614,4274.87169,4265.128101,4217.435794,4199.487077,4214.358871,4216.410153,4203.589641,4214.871692,4276.922972,4262.051178,4337.435791,4425.128097
45,0,4387.6922,4227.179384,4276.410152,4265.640921,4215.384512,4202.564,4216.922974,4216.410153,4205.128102,4213.33323,4279.487075,4266.153742,4337.948612,4418.46143
46,0,4376.410149,4224.615281,4272.820408,4255.897332,4216.922974,4204.615282,4222.563999,4215.897333,4201.538359,4207.692205,4269.743485,4265.128101,4331.281945,4408.20502
47,0,4363.589637,4219.999897,4266.153742,4244.615281,4219.487076,4206.153743,4224.615281,4214.871692,4199.999897,4209.230666,4263.076819,4263.076819,4321.025535,4391.281944
48,0,4338.974253,4201.538359,4262.051178,4242.563999,4217.948615,4208.205025,4221.025538,4216.922974,4202.564,4221.538358,4265.128101,4259.999896,4313.846048,4367.17938
49,0,4303.076818,4181.025539,4254.35887,4236.410153,4214.871692,4210.256307,4218.974256,4223.07682,4209.743487,4227.179384,4257.948614,4251.281947,4297.948613,4337.435791
50,0,4278.974254,4172.30759,4242.563999,4227.179384,4215.384512,4214.871692,4219.999897,4224.102461,4214.871692,4228.717845,4247.692204,4242.563999,4281.025536,4311.281946
51,0,4264.10246,4163.589642,4236.410153,4231.281948,4218.974256,4216.410153,4218.974256,4219.487076,4213.846051,4230.256307,4243.076819,4235.897332,4273.333229,4291.281946
52,0,4244.615281,4153.333232,4231.794768,4231.281948,4220.512717,4214.358871,4218.974256,4217.435794,4211.794769,4223.07682,4231.794768,4227.179384,4263.076819,4273.846049
53,0,4228.717845,4152.820411,4225.640922,4219.487076,4218.461435,4216.410153,4218.974256,4215.897333,4212.307589,4216.410153,4222.563999,4218.974256,4248.205024,4255.897332
54,0,4222.051179,4151.79477,4225.640922,4215.897333,4223.07682,4216.410153,4217.948615,4215.384512,4214.358871,4223.07682,4226.153743,4217.435794,4241.538358,4243.58964
55,0,4217.435794,4150.256309,4227.179384,4219.999897,4232.307589,4218.461435,4223.07682,4223.07682,4217.435794,4233.84605,4230.769127,4222.563999,4246.153742,4242.563999
56,0,4217.435794,4159.999898,4227.179384,4222.051179,4234.358871,4225.640922,4230.769127,4232.307589,4222.051179,4234.871691,4230.769127,4227.692204,4246.153742,4243.076819
57,0,4217.948615,4161.53836,4229.230666,4221.538358,4227.179384,4225.128102,4232.820409,4234.358871,4229.230666,4231.794768,4232.307589,4230.769127,4237.435794,4237.435794
58,0,4209.230666,4146.153745,4232.307589,4218.461435,4220.512717,4219.487076,4232.820409,4236.922973,4231.794768,4233.84605,4231.281948,4230.769127,4230.256307,4228.205025
59,0,4193.333231,4132.307591,4227.179384,4209.743487,4217.948615,4218.461435,4229.743486,4235.897332,4222.051179,4233.33323,4223.07682,4223.07682,4223.07682,4214.871692
60,0,4179.999898,4122.564002,4216.410153,4201.538359,4214.358871,4215.897333,4224.102461,4230.769127,4217.948615,4231.794768,4216.410153,4213.846051,4214.358871,4202.564
61,0,4175.384513,4114.871694,4213.846051,4199.999897,4213.33323,4213.33323,4226.666563,4231.281948,4222.563999,4231.794768,4220.512717,4213.33323,4216.410153,4197.948615
62,0,4178.974257,4122.564002,4212.82041,4205.128102,4220.512717,4224.102461,4233.84605,4231.794768,4221.538358,4233.33323,4228.717845,4216.410153,4225.640922,4203.589641
63,0,4195.897333,4141.02554,4211.794769,4212.307589,4232.307589,4229.743486,4230.769127,4222.563999,4218.974256,4234.871691,4227.179384,4215.897333,4226.666563,4218.461435
64,0,4241.025537,4165.128103,4226.153743,4224.615281,4231.281948,4219.999897,4221.025538,4214.358871,4215.384512,4232.307589,4228.717845,4221.538358,4240.512717,4257.435793
65,0,4314.358869,4202.564,4256.410152,4247.692204,4221.025538,4212.82041,4216.410153,4216.922974,4208.205025,4224.102461,4245.128101,4240.512717,4280.512716,4326.15374
66,0,4376.92297,4237.435794,4279.999895,4266.666562,4216.922974,4208.205025,4216.922974,4216.922974,4208.205025,4222.051179,4264.10246,4264.61528,4311.281946,4387.17938
67,0,4407.179379,4254.871691,4286.153741,4270.769126,4216.922974,4202.564,4214.358871,4217.948615,4215.384512,4231.281948,4276.410152,4278.461434,4325.128099,4420.512712
68,0,4422.051174,4258.974255,4284.61528,4269.230665,4216.922974,4202.564,4212.82041,4225.640922,4218.461435,4236.922973,4287.692203,4283.589639,4343.589637,4442.051173
69,0,4423.589635,4259.487075,4284.102459,4269.230665,4216.410153,4204.102461,4215.897333,4226.153743,4213.33323,4228.717845,4285.640921,4281.538357,4348.717842,4448.205019
70,0,4408.717841,4252.307588,4282.563998,4262.051178,4215.897333,4201.025538,4210.769128,4213.846051,4203.07682,4216.922974,4268.717844,4271.281947,4331.794766,4431.281943
71,0,4392.820405,4240.512717,4276.410152,4251.794768,4214.358871,4201.025538,4202.564,4203.589641,4197.948615,4211.281948,4260.512716,4261.025537,4321.538356,4411.281943
72,0,4374.871688,4235.384512,4268.717844,4248.205024,4211.794769,4202.051179,4209.230666,4201.538359,4197.435795,4207.179384,4263.076819,4254.35887,4321.538356,4398.461431
73,0,4349.230663,4230.256307,4262.051178,4246.153742,4214.358871,4205.640923,4218.974256,4205.128102,4198.461436,4210.256307,4258.974255,4247.692204,4310.256305,4377.43579
74,0,4325.128099,4219.487076,4255.897332,4245.128101,4217.948615,4215.384512,4218.974256,4218.974256,4209.230666,4227.692204,4257.948614,4247.179383,4298.461433,4350.256304
75,0,4302.563997,4206.153743,4252.820409,4244.10246,4219.487076,4221.025538,4218.461435,4231.794768,4222.051179,4241.025537,4261.538357,4250.256306,4294.358869,4325.128099
76,0,4274.35887,4188.717846,4248.205024,4237.948614,4224.615281,4218.461435,4219.999897,4226.666563,4221.025538,4233.33323,4252.820409,4241.538358,4278.974254,4297.948613
77,0,4247.692204,4168.205026,4237.435794,4227.179384,4227.692204,4217.435794,4217.948615,4221.538358,4216.922974,4229.230666,4236.410153,4227.179384,4256.922973,4270.769126
78,0,4234.358871,4156.922975,4231.794768,4218.974256,4223.07682,4219.487076,4219.487076,4230.256307,4220.512717,4243.076819,4230.256307,4222.563999,4248.205024,4253.333229
79,0,4224.102461,4149.743488,4230.769127,4213.846051,4222.563999,4216.922974,4219.999897,4236.410153,4219.999897,4246.153742,4231.281948,4224.102461,4244.615281,4243.076819
80,0,4214.358871,4136.410155,4227.179384,4210.769128,4228.205025,4216.922974,4218.974256,4229.230666,4217.948615,4234.871691,4230.256307,4226.153743,4233.84605,4233.33323
81,0,4214.358871,4138.974258,4229.743486,4213.846051,4228.205025,4228.205025,4223.07682,4227.692204,4225.128102,4231.794768,4229.230666,4226.666563,4228.717845,4227.179384
82,0,4214.358871,4143.076822,4233.33323,4219.487076,4230.769127,4229.743486,4224.102461,4231.794768,4231.281948,4236.410153,4231.281948,4222.563999,4231.281948,4224.102461
83,0,4198.461436,4126.666566,4225.128102,4215.384512,4233.84605,4219.487076,4217.435794,4222.563999,4225.640922,4234.358871,4227.179384,4217.435794,4225.128102,4214.871692
84,0,4177.948616,4116.410156,4212.307589,4201.538359,4223.58964,4222.051179,4214.358871,4214.871692,4215.384512,4228.205025,4212.307589,4211.794769,4209.230666,4197.435795
85,0,4171.281949,4122.564002,4205.640923,4198.461436,4219.999897,4232.820409,4221.538358,4222.563999,4215.897333,4227.692204,4203.589641,4204.102461,4199.999897,4187.179385
86,0,4166.153744,4116.410156,4202.564,4204.102461,4233.33323,4234.358871,4229.230666,4233.84605,4226.666563,4231.281948,4208.717846,4201.538359,4199.999897,4183.076821
87,0,4156.922975,4103.076823,4202.564,4197.435795,4233.33323,4229.743486,4229.743486,4233.33323,4230.256307,4234.358871,4214.871692,4204.102461,4201.538359,4176.410154
88,0,4153.333232,4105.640925,4202.564,4189.230667,4218.974256,4225.640922,4227.179384,4228.717845,4221.025538,4233.84605,4214.358871,4203.07682,4199.487077,4171.79477
89,0,4155.384514,4112.307592,4205.128102,4194.358872,4214.871692,4225.640922,4228.717845,4229.743486,4218.974256,4229.743486,4212.82041,4201.538359,4200.512718,4173.846052
90,0,4156.410155,4110.25631,4209.743487,4198.974256,4219.999897,4231.281948,4231.794768,4232.307589,4229.230666,4232.820409,4215.897333,4204.102461,4204.615282,4174.358872
91,0,4153.846052,4111.281951,4208.205025,4194.871692,4224.102461,4232.820409,4230.769127,4229.230666,4231.794768,4242.051178,4216.922974,4203.589641,4205.128102,4169.230667
92,0,4152.820411,4118.461438,4203.07682,4192.30759,4228.717845,4230.769127,4230.256307,4227.179384,4227.692204,4247.692204,4213.846051,4201.538359,4202.564,4168.717847
93,0,4150.256309,4117.948617,4200.512718,4194.871692,4228.717845,4232.820409,4231.281948,4227.179384,4227.179384,4244.615281,4208.205025,4199.487077,4201.025538,4165.640924
94,0,4145.128104,4116.922976,4198.461436,4197.435795,4227.692204,4233.84605,4230.769127,4229.743486,4229.743486,4242.563999,4205.640923,4194.358872,4203.07682,4160.512719
95,0,4151.28195,4133.333232,4202.051179,4201.538359,4232.307589,4232.307589,4232.307589,4242.563999,4240.512717,4248.717845,4212.307589,4198.974256,4208.717846,4165.128103
