title:A                                                                               , recorded:02.07.20 12.19.30, sampling:128, subject:S                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
54,0,4255.897332,4242.563999,3890.256315,4281.025536,4182.05118,4227.179384,4176.922975,4189.743487,4182.564,4170.769129,4361.538355,3515.384529,4263.076819,4283.076818
55,0,4243.58964,4230.769127,3882.051187,4270.256306,4147.692206,4242.563999,4172.30759,4171.79477,4175.897334,4193.333231,4301.025536,3491.794786,4199.999897,4257.948614
56,0,4165.640924,4152.820411,3806.666574,4205.640923,4139.999899,4142.564001,4128.205027,4127.179386,4135.897335,4251.281947,4228.205025,3409.743506,4104.615284,4174.871693
57,0,4213.33323,4195.897333,3854.35888,4246.153742,4235.384512,4170.256308,4172.30759,4151.79477,4181.538359,4303.076818,4325.64092,3485.12812,4202.051179,4233.84605
58,0,4260.512716,4245.128101,3894.358879,4290.256305,4270.256306,4229.230666,4198.974256,4158.461437,4199.999897,4233.33323,4344.102458,3534.871708,4230.769127,4273.846049
59,0,4267.692203,4255.384511,3897.435802,4303.076818,4229.230666,4227.692204,4201.538359,4150.769129,4202.564,4264.10246,4325.64092,3537.948631,4210.256307,4273.846049
60,0,4290.256305,4265.640921,3927.179391,4320.512715,4241.025537,4242.051178,4232.820409,4160.512719,4229.743486,4295.897331,4368.205021,3579.487092,4242.051178,4304.615279
61,0,4290.769126,4269.743485,3931.281955,4313.333228,4269.230665,4269.230665,4243.58964,4158.461437,4245.128101,4293.333228,4377.948611,3594.358886,4257.435793,4310.256305
62,0,4256.922973,4258.974255,3892.820418,4287.179382,4289.230664,4249.230665,4215.897333,4136.922976,4242.563999,4347.692201,4356.41015,3563.589656,4231.281948,4281.025536
63,0,4286.153741,4286.666562,3923.076827,4326.666561,4343.589637,4256.922973,4237.948614,4143.589642,4255.384511,4400.512713,4398.461431,3594.358886,4270.769126,4312.820407
64,0,4341.025535,4324.615279,3985.640928,4384.615277,4349.743483,4284.102459,4279.999895,4167.692206,4277.435793,4449.743481,4453.846045,3654.871705,4335.89733,4363.589637
65,0,4367.692201,4351.281945,4016.922979,4404.102456,4327.179381,4307.179382,4306.666561,4183.076821,4296.922972,4430.769122,4462.563993,3687.179397,4348.717842,4387.17938
66,0,4374.358867,4362.051175,4026.153748,4405.640918,4378.461431,4325.128099,4318.461433,4181.025539,4309.230664,4349.743483,4443.589635,3699.99991,4335.89733,4397.43579
67,0,4328.205022,4319.999894,3977.4358,4375.384508,4356.41015,4271.794767,4276.922972,4140.512719,4273.846049,4423.589635,4400.512713,3651.281962,4288.717844,4350.769124
