,id,Age,Ensemble,Ensemble_PP
0,74051,10,7.455588319394068,7
1,74052,10,7.8937239899828615,8
2,74053,10,10.14078681368545,10
3,74054,10,9.26743253018499,9
4,74055,10,7.345325609511536,7
5,74056,10,12.23934694398354,12
6,74057,10,10.941500556810588,11
7,74058,10,8.058318310855826,8
8,74059,10,13.116514244139097,13
9,74060,10,9.894465455459793,10
10,74061,10,12.121987402596924,12
11,74062,10,10.025431004947185,10
12,74063,10,4.2879229511908905,4
13,74064,10,11.902762404876977,12
14,74065,10,5.213509314839057,5
15,74066,10,5.9630678976839,6
16,74067,10,10.837627870864319,11
17,74068,10,12.454793650300994,12
18,74069,10,10.213844094733028,10
19,74070,10,10.151624971123645,10
20,74071,10,15.743476335014021,16
21,74072,10,8.969501821525801,9
22,74073,10,8.339677074740939,8
23,74074,10,9.057509129565418,9
24,74075,10,11.733721364002045,12
25,74076,10,9.19431962444292,9
26,74077,10,12.22342833769636,12
27,74078,10,10.812044963614543,11
28,74079,10,8.704289160870562,9
29,74080,10,11.071766521148854,11
30,74081,10,10.718675231222745,11
31,74082,10,10.361334902559475,10
32,74083,10,10.31081090870814,10
33,74084,10,11.666939043701431,12
34,74085,10,10.742991580979899,11
35,74086,10,6.980813170932038,7
36,74087,10,9.144610558635675,9
37,74088,10,10.868437558517899,11
38,74089,10,8.28120212885618,8
39,74090,10,9.592218899542697,10
40,74091,10,7.4767261951463295,7
41,74092,10,9.666263918920626,10
42,74093,10,10.108415995329974,10
43,74094,10,9.821368030563995,10
44,74095,10,17.241414466435163,17
45,74096,10,11.562189196819457,12
46,74097,10,6.290426687966209,6
47,74098,10,5.9367038436434125,6
48,74099,10,13.322740330137153,13
49,74100,10,9.92259371524471,10
50,74101,10,10.951172782049808,11
51,74102,10,9.034881428672406,9
52,74103,10,11.020193426270772,11
53,74104,10,9.845993043546928,10
54,74105,10,8.42583160234107,8
55,74106,10,11.089007875052221,11
56,74107,10,9.447240457982554,9
57,74108,10,5.029816665539594,5
58,74109,10,9.440126169420246,9
59,74110,10,5.615518487304729,6
60,74111,10,10.414126595462614,10
61,74112,10,6.954981199749148,7
62,74113,10,8.154573814771318,8
63,74114,10,10.723466647725028,11
64,74115,10,9.259731046680328,9
65,74116,10,10.494686198046175,10
66,74117,10,12.464938628970506,12
67,74118,10,10.065500871206199,10
68,74119,10,8.549943987072758,9
69,74120,10,16.036016083489624,16
70,74121,10,9.615477858675067,10
71,74122,10,6.929873503602251,7
72,74123,10,12.138167607972438,12
73,74124,10,4.91190127769548,5
74,74125,10,7.135176759486907,7
75,74126,10,7.062151902415543,7
76,74127,10,11.065657493529,11
77,74128,10,10.497956183875859,10
78,74129,10,9.021479223263025,9
79,74130,10,10.091063494098593,10
80,74131,10,10.07679244593631,10
81,74132,10,7.517510772286228,8
82,74133,10,9.728583994571856,10
83,74134,10,10.998065422516941,11
84,74135,10,4.473799705012538,4
85,74136,10,6.335456033727694,6
86,74137,10,5.220517522893398,5
87,74138,10,16.5032647138102,17
88,74139,10,10.651549608589505,11
89,74140,10,14.14981865719208,14
90,74141,10,9.22703655488929,9
91,74142,10,10.557815109881421,11
92,74143,10,14.218057110814758,14
93,74144,10,13.876600443936256,14
94,74145,10,10.929577091565482,11
95,74146,10,7.902642844257013,8
96,74147,10,9.838463022565007,10
97,74148,10,5.588992034777406,6
98,74149,10,10.190926023265362,10
99,74150,10,8.067725246660698,8
100,74151,10,8.822896075356608,9
101,74152,10,13.24929533535084,13
102,74153,10,10.60098771087618,11
103,74154,10,7.853199746473796,8
104,74155,10,6.068415388876749,6
105,74156,10,12.366018903891732,12
106,74157,10,10.794701537767917,11
107,74158,10,11.887788943958716,12
108,74159,10,9.943616470405727,10
109,74160,10,12.703123052517853,13
110,74161,10,9.824110305776722,10
111,74162,10,9.586396096151757,10
112,74163,10,9.613351008443125,10
113,74164,10,9.581549314143935,10
114,74165,10,10.284411956471985,10
115,74166,10,8.973872040554726,9
116,74167,10,10.919170137238286,11
117,74168,10,10.13135536313713,10
118,74169,10,11.159321592398319,11
119,74170,10,10.176860866144825,10
120,74171,10,12.220478882731765,12
121,74172,10,10.768332846851028,11
122,74173,10,7.197037667790384,7
123,74174,10,11.030527804073062,11
124,74175,10,9.586733959761322,10
125,74176,10,9.095941627682103,9
126,74177,10,10.900849420853612,11
127,74178,10,12.864286716238292,13
128,74179,10,12.28114856316765,12
129,74180,10,5.633267917234486,6
130,74181,10,8.241805190595523,8
131,74182,10,10.158582837084086,10
132,74183,10,7.0584963931261475,7
133,74184,10,11.039330332353433,11
134,74185,10,12.047749617639731,12
135,74186,10,9.935185477507277,10
136,74187,10,9.48127076699098,9
137,74188,10,11.740865831536983,12
138,74189,10,5.940978187095449,6
139,74190,10,8.95587354660921,9
140,74191,10,10.461727416872327,10
141,74192,10,11.426606195150267,11
142,74193,10,9.120826222975209,9
143,74194,10,3.9955126683856146,4
144,74195,10,11.885741009236943,12
145,74196,10,12.108345474518078,12
146,74197,10,10.04619882875363,10
147,74198,10,6.677953882447309,7
148,74199,10,9.523286508362057,10
149,74200,10,10.596008033071483,11
150,74201,10,8.203727640229678,8
151,74202,10,11.498132697503515,11
152,74203,10,10.532486179819253,11
153,74204,10,11.358292750017734,11
154,74205,10,9.836795350869908,10
155,74206,10,8.9871188062662,9
156,74207,10,8.789903463904068,9
157,74208,10,11.605355407323682,12
158,74209,10,16.104350094111023,16
159,74210,10,10.61066398894449,11
160,74211,10,7.007298640257594,7
161,74212,10,9.035836325140895,9
162,74213,10,10.324710180676053,10
163,74214,10,12.257946899397341,12
164,74215,10,8.242575804493324,8
165,74216,10,7.06175518660858,7
166,74217,10,16.534792685158298,17
167,74218,10,10.682182087185994,11
168,74219,10,8.0177515940555,8
169,74220,10,15.10935753696126,15
170,74221,10,7.933228561059342,8
171,74222,10,10.156739539392786,10
172,74223,10,9.737407790147234,10
173,74224,10,8.246836654775137,8
174,74225,10,10.600652153342983,11
175,74226,10,9.920246823051997,10
176,74227,10,10.97632753370235,11
177,74228,10,4.151694339266469,4
178,74229,10,11.408584295186381,11
179,74230,10,10.098333133889625,10
180,74231,10,7.940405137388519,8
181,74232,10,10.662372473024968,11
182,74233,10,6.036997600360683,6
183,74234,10,10.121596869082996,10
184,74235,10,10.89847324997551,11
185,74236,10,7.950583518221857,8
186,74237,10,9.023175023393206,9
187,74238,10,10.301939707071584,10
188,74239,10,6.1216355014975745,6
189,74240,10,7.3726867298449354,7
190,74241,10,7.775821882449127,8
191,74242,10,12.632709163422984,13
192,74243,10,10.22454509507792,10
193,74244,10,6.936519240131912,7
194,74245,10,10.13676059733471,10
195,74246,10,9.890071679756304,10
196,74247,10,8.508762002389302,9
197,74248,10,8.760220761007327,9
198,74249,10,15.099711574324154,15
199,74250,10,11.011993518517864,11
200,74251,10,12.832135207159725,13
201,74252,10,7.959594977050108,8
202,74253,10,10.868730454275218,11
203,74254,10,10.298316463165458,10
204,74255,10,10.30103593917694,10
205,74256,10,10.70042375486873,11
206,74257,10,12.241447174398829,12
207,74258,10,4.116276907078033,4
208,74259,10,10.411879391278942,10
209,74260,10,8.423896518091201,8
210,74261,10,6.990582226769502,7
211,74262,10,4.851303677013359,5
212,74263,10,10.95228827407343,11
213,74264,10,10.08030649452364,10
214,74265,10,11.294324647829738,11
215,74266,10,8.119653159833243,8
216,74267,10,10.548920210409387,11
217,74268,10,6.951650136213217,7
218,74269,10,7.869439018483976,8
219,74270,10,8.2716847778761,8
220,74271,10,10.902341949620732,11
221,74272,10,16.460169268845856,16
222,74273,10,6.97728770058609,7
223,74274,10,11.779959590827218,12
224,74275,10,8.557277560381115,9
225,74276,10,7.967233855640411,8
226,74277,10,8.750490960162434,9
227,74278,10,13.923735948341873,14
228,74279,10,10.583760355051583,11
229,74280,10,10.189987824439331,10
230,74281,10,15.163613927025649,15
231,74282,10,12.268427195863506,12
232,74283,10,10.314330617414535,10
233,74284,10,7.871283510208089,8
234,74285,10,7.103220158280673,7
235,74286,10,10.474104839932798,10
236,74287,10,10.939505142755209,11
237,74288,10,11.333032546017185,11
238,74289,10,7.88129233394368,8
239,74290,10,10.632557132968735,11
240,74291,10,11.532931296185463,12
241,74292,10,9.476305797407738,9
242,74293,10,7.269689452781887,7
243,74294,10,10.258500709406668,10
244,74295,10,12.845736464940734,13
245,74296,10,11.455152443371995,11
246,74297,10,10.547079753122436,11
247,74298,10,14.5335193491681,15
248,74299,10,11.225654351098987,11
249,74300,10,9.89352610787432,10
250,74301,10,10.173260927685046,10
251,74302,10,9.932330316286619,10
252,74303,10,9.304561840338303,9
253,74304,10,11.299139790076538,11
254,74305,10,9.047431042439372,9
255,74306,10,8.788128482755338,9
256,74307,10,7.924635764507887,8
257,74308,10,10.577927508177757,11
258,74309,10,9.80665030672399,10
259,74310,10,18.675113773270343,19
260,74311,10,8.172809871515861,8
261,74312,10,12.380111140531133,12
262,74313,10,10.789171232670158,11
263,74314,10,10.694361014192165,11
264,74315,10,9.12488469693997,9
265,74316,10,10.096906370998806,10
266,74317,10,10.004474233645508,10
267,74318,10,11.534566728181474,12
268,74319,10,11.717052516111476,12
269,74320,10,7.956696782597721,8
270,74321,10,9.065943256555128,9
271,74322,10,11.786438235917387,12
272,74323,10,10.534717508252303,11
273,74324,10,11.531361881467129,12
274,74325,10,8.722779111532466,9
275,74326,10,8.675585031885378,9
276,74327,10,10.047810768826178,10
277,74328,10,12.346765405158445,12
278,74329,10,8.985981322156377,9
279,74330,10,8.412645725277105,8
280,74331,10,5.727571348315141,6
281,74332,10,10.113868744002659,10
282,74333,10,12.624820264306406,13
283,74334,10,12.04706495244415,12
284,74335,10,11.137391783006551,11
285,74336,10,8.55778937962303,9
286,74337,10,8.973467854133306,9
287,74338,10,9.547542717424765,10
288,74339,10,9.68507912575658,10
289,74340,10,8.844940623535505,9
290,74341,10,8.721719155206396,9
291,74342,10,8.038964277162869,8
292,74343,10,8.138088306068575,8
293,74344,10,10.14251348084956,10
294,74345,10,10.037684007489272,10
295,74346,10,7.1787008821530405,7
296,74347,10,12.567386670688613,13
297,74348,10,10.225580973299252,10
298,74349,10,8.884628086406918,9
299,74350,10,10.640919996499592,11
300,74351,10,11.696496570406806,12
301,74352,10,12.270632540512254,12
302,74353,10,9.857644341460691,10
303,74354,10,11.83390486985517,12
304,74355,10,6.948647179917722,7
305,74356,10,6.079944491624387,6
306,74357,10,9.672475199681417,10
