CAT_1_Freq,CAT_2_Freq,CAT_3_Freq,Next_Question
0.48369565200000003,0.39130434799999997,0.125,1
0.316582915,0.286432161,0.396984925,2
0.267175573,0.534351145,0.198473282,1
0.52173913,0.41739130399999996,0.060869565,1
0.47692307700000003,0.446153846,0.076923077,1
0.489795918,0.020408163,0.489795918,1
0.19375,0.2,0.60625,2
0.007518797,0.353383459,0.639097744,2
0.5555555560000001,0.34920634899999997,0.095238095,1
0.127118644,0.45762711899999997,0.415254237,1
0.130434783,0.21739130399999998,0.6521739129999999,3
0.021582734,0.39568345299999996,0.5827338129999999,1
0.091666667,0.225,0.683333333,2
0.42276422799999996,0.21138211399999998,0.365853659,1
0.027272727000000004,0.554545455,0.418181818,1
0.09876543199999999,0.351851852,0.549382716,3
0.318181818,0.435064935,0.24675324699999998,3
0.303030303,0.206060606,0.490909091,1
0.333333333,0.33950617299999997,0.32716049399999997,2
0.169590643,0.263157895,0.567251462,2
0.109090909,0.418181818,0.47272727299999995,2
0.13924050599999999,0.46835443,0.39240506299999994,1
0.46039604,0.277227723,0.262376238,1
0.25210084,0.731092437,0.016806723,1
0.6415094339999999,0.132075472,0.22641509399999998,1
0.10576923099999999,0.596153846,0.298076923,1
0.3,0.184615385,0.515384615,1
0.172413793,0.540229885,0.287356322,1
0.356862745,0.298039216,0.34509803899999997,1
0.035714286,0.589285714,0.375,2
0.109090909,0.690909091,0.2,1
0.22972973,0.18918918899999998,0.581081081,2
0.297297297,0.175675676,0.527027027,1
0.294736842,0.010526316,0.6947368420000001,3
0.535947712,0.20261437899999998,0.261437908,1
0.293706294,0.47552447600000003,0.23076923100000002,1
0.689655172,0.229885057,0.08045977,1
0.213483146,0.23033707899999997,0.556179775,2
0.311377246,0.407185629,0.28143712600000004,1
0.22448979600000002,0.387755102,0.387755102,1
0.145631068,0.436893204,0.417475728,1
0.166666667,0.7777777779999999,0.055555556,1
0.75,0.125,0.125,2
0.477987421,0.06918239,0.452830189,1
0.45212766,0.026595745,0.521276596,2
0.20143884899999998,0.107913669,0.690647482,2
0.598802395,0.017964072,0.38323353299999996,2
0.127819549,0.69924812,0.17293233100000002,2
0.448598131,0.065420561,0.48598130799999995,2
0.39906103299999995,0.262910798,0.338028169,2
0.149171271,0.303867403,0.546961326,1
0.177777778,0.5555555560000001,0.26666666699999997,1
0.0125,0.575,0.4125,1
0.5320512820000001,0.35256410299999996,0.115384615,1
0.375,0.566666667,0.058333333,1
0.76,0.026666667,0.213333333,1
0.291187739,0.356321839,0.352490421,1
0.222222222,0.314814815,0.46296296299999995,2
0.140495868,0.7190082640000001,0.140495868,1
0.32673267300000003,0.118811881,0.554455446,2
0.6338028170000001,0.29577464800000003,0.070422535,1
0.276595745,0.425531915,0.29787234,2
0.10975609800000001,0.487804878,0.402439024,1
0.458823529,0.188235294,0.352941176,1
0.571428571,0.17857142899999998,0.25,3
0.25949367100000004,0.5632911389999999,0.17721519,1
0.283333333,0.6083333329999999,0.108333333,1
0.34741784,0.19248826300000002,0.46009389700000003,1
0.113772455,0.311377246,0.574850299,3
0.073033708,0.38202247200000006,0.54494382,1
0.480446927,0.335195531,0.18435754199999999,1
0.317829457,0.36046511600000003,0.321705426,3
0.05,0.49,0.46,3
0.117647059,0.661764706,0.220588235,1
0.449275362,0.09661835699999999,0.45410628,1
0.08720930199999999,0.424418605,0.48837209299999995,1
0.451456311,0.165048544,0.383495146,1
0.054945055,0.7142857140000001,0.23076923100000002,1
0.014492753999999998,0.427536232,0.5579710139999999,3
0.22147651,0.25503355699999997,0.523489933,2
0.26388888899999996,0.5694444439999999,0.166666667,1
0.414814815,0.311111111,0.274074074,1
0.056603774,0.330188679,0.613207547,1
0.320197044,0.487684729,0.192118227,1
0.464052288,0.117647059,0.418300654,1
0.322916667,0.552083333,0.125,1
0.32394366199999997,0.64084507,0.035211268,1
0.14150943400000002,0.622641509,0.235849057,1
0.21052631600000002,0.7142857140000001,0.07518797,1
0.414746544,0.25345622100000004,0.331797235,1
0.371040724,0.36199095,0.26696832600000003,1
0.126436782,0.413793103,0.459770115,1
0.111111111,0.302469136,0.5864197529999999,2
0.136986301,0.849315068,0.01369863,1
0.419689119,0.191709845,0.388601036,2
0.37378640799999996,0.276699029,0.34951456299999994,1
0.237837838,0.372972973,0.389189189,2
0.53125,0.0703125,0.3984375,1
0.318471338,0.324840764,0.35668789799999995,1
0.321428571,0.33928571399999996,0.33928571399999996,1
0.292307692,0.42051282100000004,0.287179487,1
0.071428571,0.380952381,0.5476190479999999,2
0.78,0.12,0.1,1
0.217948718,0.33974359,0.44230769200000003,1
0.271428571,0.071428571,0.6571428570000001,2
0.7615384620000001,0.069230769,0.16923076899999998,1
0.516556291,0.45695364200000005,0.026490066,1
0.115044248,0.831858407,0.053097345,1
0.406698565,0.311004785,0.282296651,1
0.566176471,0.294117647,0.139705882,1
0.16964285699999998,0.071428571,0.7589285709999999,2
0.329842932,0.261780105,0.408376963,1
0.060606060999999996,0.181818182,0.757575758,2
0.426540284,0.241706161,0.331753555,2
0.6,0.381818182,0.018181818,1
0.4125,0.1375,0.45,2
0.465909091,0.352272727,0.181818182,1
0.14516129,0.408602151,0.446236559,3
0.321052632,0.468421053,0.21052631600000002,2
0.41314554,0.253521127,0.333333333,2
0.046979865999999995,0.302013423,0.651006711,1
0.188679245,0.037735849,0.773584906,2
0.404761905,0.36190476200000005,0.233333333,2
0.166666667,0.234848485,0.598484848,1
0.678899083,0.13761467900000002,0.183486239,2
0.084210526,0.468421053,0.447368421,1
0.35757575799999997,0.26666666699999997,0.37575757600000004,1
0.508474576,0.118644068,0.372881356,1
0.087837838,0.574324324,0.33783783799999995,3
0.220183486,0.41284403700000005,0.366972477,2
0.548387097,0.435483871,0.016129031999999998,1
0.407563025,0.298319328,0.294117647,2
0.456896552,0.413793103,0.129310345,1
0.322033898,0.491525424,0.186440678,1
0.7945205479999999,0.04109589,0.16438356199999998,1
0.557692308,0.23076923100000002,0.21153846199999998,1
0.47191011200000005,0.12921348300000002,0.39887640399999996,2
0.729508197,0.213114754,0.057377049000000006,1
0.524324324,0.227027027,0.24864864899999997,1
0.134782609,0.434782609,0.430434783,1
0.288793103,0.379310345,0.331896552,1
0.36563876700000003,0.38325991200000004,0.251101322,1
0.24603174600000002,0.126984127,0.6269841270000001,1
0.23809523800000001,0.462585034,0.299319728,1
0.36991869899999996,0.35365853700000005,0.276422764,1
0.156862745,0.362745098,0.48039215700000004,1
0.11711711699999999,0.288288288,0.594594595,3
0.447761194,0.253731343,0.29850746300000003,1
0.42131979700000005,0.36548223399999996,0.21319797,1
0.382352941,0.358823529,0.258823529,3
0.211009174,0.449541284,0.339449541,2
0.8666666670000001,0.0,0.133333333,1
0.28444444399999996,0.41333333299999997,0.302222222,3
0.504273504,0.16239316199999998,0.333333333,1
0.42920354,0.22566371699999999,0.34513274299999996,2
0.471153846,0.115384615,0.41346153799999996,1
0.365853659,0.26016260199999997,0.37398374,2
0.4,0.26,0.34,1
0.448484848,0.115151515,0.436363636,2
0.722689076,0.10924369699999999,0.16806722699999999,2
0.23255814,0.37209302299999997,0.395348837,1
0.15432098800000002,0.37654321,0.46913580200000005,1
0.316455696,0.183544304,0.5,1
0.064220183,0.073394495,0.862385321,2
0.38125,0.58125,0.0375,1
0.661870504,0.165467626,0.17266187100000002,1
0.345528455,0.284552846,0.36991869899999996,2
0.38505747100000004,0.33908046,0.275862069,1
0.427027027,0.4,0.172972973,2
0.434343434,0.060606060999999996,0.505050505,2
0.325581395,0.395348837,0.27906976699999997,2
0.234375,0.234375,0.53125,2
0.36666666700000006,0.544444444,0.088888889,1
0.342281879,0.630872483,0.026845637999999998,1
0.703296703,0.054945055,0.24175824199999998,1
0.138211382,0.138211382,0.7235772359999999,1
0.115384615,0.115384615,0.7692307690000001,2
0.41071428600000004,0.220238095,0.369047619,1
0.356435644,0.148514851,0.495049505,2
0.538461538,0.051282050999999995,0.41025641,1
0.26666666699999997,0.391666667,0.34166666700000003,1
0.26344086,0.24193548399999998,0.494623656,3
0.235294118,0.19607843100000003,0.568627451,2
0.405594406,0.062937063,0.531468531,2
0.0625,0.511363636,0.426136364,3
0.379310345,0.344827586,0.275862069,3
0.320261438,0.640522876,0.039215686,1
0.043103447999999996,0.267241379,0.689655172,3
0.308943089,0.154471545,0.5365853660000001,2
0.488764045,0.21910112399999998,0.29213483100000004,1
0.66,0.32,0.02,1
0.286713287,0.34965035,0.363636364,1
0.43902439,0.329268293,0.231707317,1
0.579617834,0.299363057,0.12101910800000001,2
0.341346154,0.394230769,0.264423077,1
0.253246753,0.188311688,0.558441558,2
0.65625,0.328125,0.015625,1
0.38129496399999996,0.258992806,0.35971223,1
0.36170212799999996,0.420212766,0.21808510600000003,1
0.5,0.090909091,0.409090909,2
0.509090909,0.345454545,0.145454545,1
0.41304347799999996,0.36956521700000006,0.21739130399999998,1
